Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;125344;7948;269;276;282;129;2057;3117;3262;5858;956;14294;18375;735.0;3346.0;1344.0;971.0;1038.0;1258.0;523.0
2024;128040;8120;305;233;241;119;2332;2631;2788;5404;898;13155;17325;751.0;3419.0;1377.0;954.0;1022.0;1280.0;557.0
2025;130524;7980;182;180;150;86;1392;2033;1735;3906;598;9066;13192;766.0;3360.0;784.0;547.0;595.0;732.0;326.0
2026;132361;7997;156;149;147;90;1193;1683;1700;4087;542;8663;12806;776.0;3367.0;666.0;459.0;496.0;611.0;284.0
2027;134790;8106;150;148;144;80;1147;1671;1666;3633;522;8117;12321;791.0;3413.0;612.0;402.0;440.0;558.0;292.0
2028;136400;8380;153;164;147;88;1170;1852;1700;3996;552;8718;13046;800.0;3528.0;742.0;508.0;543.0;687.0;311.0
2029;138751;8474;167;154;142;81;1277;1739;1643;3679;544;8338;12720;814.0;3568.0;691.0;478.0;520.0;645.0;315.0
2030;140893;8540;179;169;173;83;1369;1909;2001;3769;604;9048;13469;826.0;3595.0;752.0;509.0;558.0;699.0;343.0
2031;143373;8654;164;172;169;90;1254;1942;1955;4087;595;9238;13722;841.0;3643.0;688.0;469.0;494.0;633.0;308.0
2032;145394;8931;164;179;178;86;1254;2021;2059;3906;607;9240;13853;853.0;3760.0;767.0;532.0;572.0;703.0;322.0
2033;146590;8923;160;194;139;82;1224;2191;1608;3724;575;8747;13364;860.0;3757.0;667.0;466.0;505.0;623.0;308.0
2034;148022;9024;165;172;163;99;1262;1942;1885;4496;599;9585;14252;868.0;3799.0;783.0;544.0;579.0;717.0;319.0
2035;149125;9127;145;173;153;85;1109;1954;1770;3860;556;8693;13411;875.0;3843.0;528.0;340.0;378.0;484.0;308.0
2036;150604;9092;172;169;173;93;1315;1909;2001;4224;607;9449;14160;883.0;3828.0;746.0;514.0;558.0;691.0;318.0
2037;151963;9396;159;180;172;73;1216;2033;1990;3315;584;8554;13401;891.0;3956.0;696.0;477.0;510.0;633.0;303.0
2038;153879;9364;170;197;160;85;1300;2225;1851;3860;612;9236;14081;903.0;3942.0;753.0;513.0;575.0;703.0;321.0
2039;155804;9530;185;181;192;91;1415;2044;2221;4133;649;9813;14739;914.0;4012.0;778.0;540.0;575.0;717.0;345.0
2040;158204;9718;160;202;199;112;1224;2281;2302;5086;673;10893;15912;928.0;4091.0;577.0;385.0;436.0;536.0;357.0
2041;159986;9800;186;187;177;84;1422;2112;2047;3815;634;9396;14460;938.0;4126.0;788.0;540.0;587.0;729.0;346.0
2042;162705;9701;193;174;165;89;1476;1965;1909;4042;621;9392;14430;954.0;4084.0;784.0;549.0;581.0;723.0;340.0
