Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;7786;483;23;190;125;109;176;2146;1446;4950;447;8718;8967;46.0;203.0;11.0;6.0;10.0;13.0;14.0
2024;8019;538;29;199;128;113;222;2247;1481;5132;469;9082;9356;47.0;227.0;109.0;80.0;80.0;100.0;30.0
2025;8120;472;27;214;123;107;206;2417;1423;4859;471;8905;9152;48.0;199.0;52.0;37.0;36.0;47.0;17.0
2026;8310;505;19;208;138;125;145;2349;1596;5677;490;9767;10029;49.0;213.0;12.0;7.0;7.0;13.0;17.0
2027;8425;521;24;215;109;116;184;2428;1261;5268;464;9141;9409;49.0;219.0;21.0;12.0;16.0;19.0;17.0
2028;8576;522;23;249;135;117;176;2812;1562;5313;524;9863;10133;50.0;220.0;15.0;8.0;11.0;14.0;17.0
2029;8644;525;37;241;123;117;283;2722;1423;5313;518;9741;10013;51.0;221.0;45.0;31.0;36.0;44.0;22.0
2030;8772;505;27;252;153;120;206;2846;1770;5450;552;10272;10536;51.0;213.0;44.0;27.0;31.0;40.0;20.0
2031;8991;516;27;262;159;140;206;2959;1839;6358;588;11362;11632;53.0;217.0;36.0;25.0;27.0;34.0;16.0
2032;9032;557;39;256;170;153;298;2891;1966;6948;618;12103;12390;53.0;234.0;69.0;44.0;51.0;65.0;22.0
2033;9206;555;28;266;144;134;214;3004;1666;6085;572;10969;11257;54.0;234.0;11.0;3.0;4.0;10.0;15.0
2034;9149;569;26;244;195;146;199;2756;2256;6630;611;11841;12135;54.0;240.0;39.0;29.0;33.0;37.0;23.0
2035;9312;574;21;281;146;123;161;3173;1689;5586;571;10609;10906;55.0;242.0;9.0;0.0;4.0;7.0;21.0
2036;9286;567;37;260;163;139;283;2936;1885;6313;599;11417;11710;54.0;239.0;58.0;45.0;45.0;53.0;23.0
2037;9446;584;35;269;149;130;268;3038;1724;5904;583;10934;11235;55.0;246.0;33.0;23.0;25.0;29.0;14.0
2038;9493;569;38;268;158;135;291;3027;1828;6131;599;11277;11573;56.0;240.0;58.0;39.0;42.0;56.0;27.0
2039;9721;612;33;283;175;136;252;3196;2024;6176;627;11648;11963;57.0;258.0;18.0;10.0;9.0;18.0;21.0
2040;9782;584;28;282;163;145;214;3185;1885;6585;618;11869;12172;57.0;246.0;53.0;37.0;39.0;49.0;29.0
2041;9934;623;29;297;157;140;222;3354;1816;6358;623;11750;12070;58.0;262.0;55.0;39.0;39.0;50.0;26.0
2042;10075;575;39;271;152;138;298;3060;1758;6267;600;11383;11684;59.0;242.0;55.0;39.0;43.0;52.0;21.0
