Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;93893;5913;201;259;243;124;1537;2925;2811;5631;827;12904;15944;551.0;2489.0;1011.0;736.0;777.0;943.0;394.0
2024;95876;6080;231;227;217;126;1767;2564;2510;5722;801;12563;15685;562.0;2560.0;1015.0;707.0;758.0;943.0;424.0
2025;97857;5972;122;185;147;88;933;2089;1700;3996;542;8718;11806;574.0;2514.0;509.0;343.0;392.0;477.0;218.0
2026;99031;5953;133;155;141;100;1017;1750;1631;4541;529;8939;12026;581.0;2506.0;505.0;342.0;367.0;469.0;222.0
2027;101119;6159;135;163;136;90;1032;1841;1573;4087;524;8533;11719;593.0;2593.0;583.0;395.0;419.0;530.0;241.0
2028;102094;6288;123;189;141;85;941;2134;1631;3860;538;8566;11812;599.0;2647.0;628.0;435.0;468.0;579.0;235.0
2029;104183;6357;126;181;142;93;964;2044;1643;4224;542;8875;12162;611.0;2676.0;500.0;342.0;371.0;461.0;226.0
2030;105349;6468;132;200;157;90;1009;2259;1816;4087;579;9171;12512;618.0;2723.0;516.0;364.0;379.0;480.0;248.0
2031;107621;6523;124;200;169;103;948;2259;1955;4678;596;9840;13217;631.0;2746.0;447.0;310.0;335.0;421.0;237.0
2032;108761;6685;139;190;172;110;1063;2146;1990;4996;611;10195;13647;638.0;2814.0;599.0;416.0;454.0;551.0;243.0
2033;109921;6724;133;212;141;88;1017;2394;1631;3996;574;9038;12514;645.0;2831.0;502.0;355.0;372.0;468.0;224.0
2034;110824;6738;140;185;171;114;1071;2089;1978;5177;610;10315;13802;650.0;2837.0;532.0;355.0;395.0;490.0;253.0
2035;111804;6800;94;191;144;90;719;2157;1666;4087;519;8629;12148;656.0;2863.0;358.0;228.0;258.0;324.0;200.0
2036;112748;6803;134;195;170;100;1025;2202;1966;4541;599;9734;13259;661.0;2864.0;626.0;435.0;464.0;570.0;243.0
2037;113871;7046;130;210;161;91;994;2372;1862;4133;592;9361;12995;668.0;2966.0;523.0;357.0;383.0;484.0;225.0
2038;115285;7038;134;217;174;110;1025;2451;2013;4996;635;10485;14124;676.0;2963.0;591.0;410.0;448.0;553.0;253.0
2039;116711;7163;146;205;192;103;1116;2315;2221;4678;646;10330;14031;685.0;3016.0;562.0;379.0;405.0;513.0;262.0
2040;118653;7273;134;227;180;112;1025;2564;2082;5086;653;10757;14515;696.0;3062.0;518.0;366.0;398.0;484.0;269.0
2041;119853;7314;142;230;176;103;1086;2597;2036;4678;651;10397;14179;703.0;3079.0;623.0;441.0;464.0;575.0;270.0
2042;121991;7265;139;183;170;104;1063;2067;1966;4723;596;9819;13593;715.0;3059.0;471.0;321.0;361.0;436.0;244.0
