Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;AsymtomaticCCRDiscovered
2042;193933;11539;217;152;167;81;1659;1717;1932;3679;617;8987;14982;1137.0;4858.0;869.0;377.0
2043;195590;11887;181;190;192;71;1384;2146;2221;3224;634;8975;15126;1147.0;5004.0;820.0;379.0
2044;197856;12018;215;190;195;81;1644;2146;2256;3679;681;9725;15945;1160.0;5060.0;851.0;399.0
2045;198689;11999;170;188;183;93;1300;2123;2117;4224;634;9764;15981;1165.0;5052.0;672.0;362.0
2046;201045;12094;206;162;191;72;1575;1830;2209;3270;631;8884;15155;1179.0;5092.0;898.0;396.0
2047;201848;12005;207;162;203;95;1583;1830;2348;4314;667;10075;16313;1184.0;5054.0;906.0;419.0
2048;204241;12428;188;160;202;99;1438;1807;2337;4496;649;10078;16508;1198.0;5232.0;676.0;390.0
2049;204772;12206;218;214;226;68;1667;2417;2614;3088;726;9786;16126;1201.0;5139.0;969.0;432.0
2050;206604;12478;203;185;192;75;1552;2089;2221;3406;655;9268;15733;1212.0;5253.0;961.0;406.0
2051;207363;12538;192;172;186;95;1468;1942;2152;4314;645;9876;16371;1216.0;5279.0;870.0;388.0
2052;208866;12533;229;172;207;106;1751;1942;2394;4814;714;10901;17402;1225.0;5276.0;1005.0;428.0
2053;209447;12531;182;178;193;85;1392;2010;2233;3860;638;9495;15999;1228.0;5276.0;707.0;369.0
2054;210314;12638;228;185;199;89;1744;2089;2302;4042;701;10177;16731;1233.0;5321.0;949.0;411.0
2055;210882;12919;227;186;229;103;1736;2101;2649;4678;745;11164;17840;1237.0;5439.0;1007.0;429.0
2056;211646;12810;253;184;176;105;1935;2078;2036;4768;718;10817;17451;1241.0;5393.0;1045.0;437.0
2057;213071;13068;238;177;200;104;1820;1999;2313;4723;719;10855;17607;1250.0;5502.0;950.0;456.0
2058;213981;13062;247;194;186;89;1889;2191;2152;4042;716;10274;17028;1255.0;5499.0;1051.0;426.0
2059;216119;13118;235;217;207;97;1797;2451;2394;4405;756;11047;17838;1268.0;5523.0;899.0;438.0
2060;216468;13090;229;194;212;100;1751;2191;2452;4541;735;10935;17716;1270.0;5511.0;872.0;459.0
2061;217905;13076;223;190;189;95;1705;2146;2186;4314;697;10351;17134;1278.0;5505.0;1028.0;436.0
2062;217734;13316;213;199;187;109;1629;2247;2163;4950;708;10989;17872;1277.0;5606.0;849.0;425.0
2063;217892;13303;219;206;224;94;1675;2326;2591;4269;743;10861;17740;1278.0;5601.0;820.0;433.0
2064;217166;13226;215;204;191;97;1644;2304;2209;4405;707;10562;17404;1274.0;5568.0;850.0;426.0
2065;218050;13306;252;197;193;82;1927;2225;2233;3724;724;10109;16990;1279.0;5602.0;1070.0;484.0
2066;216488;13220;218;192;195;70;1667;2168;2256;3179;675;9270;16106;1270.0;5566.0;948.0;426.0
2067;216820;13083;225;181;213;104;1721;2044;2464;4723;723;10952;17732;1272.0;5508.0;860.0;441.0
2068;216217;13282;231;194;199;96;1767;2191;2302;4360;720;10620;17480;1268.0;5592.0;902.0;435.0
2069;216229;13418;224;202;210;88;1713;2281;2429;3996;724;10419;17336;1268.0;5649.0;894.0;450.0
2070;213655;13031;231;181;214;106;1767;2044;2475;4814;732;11100;17839;1253.0;5486.0;862.0;447.0
2071;212199;12946;221;187;190;90;1690;2112;2198;4087;688;10087;16782;1245.0;5450.0;903.0;407.0
2072;210031;12680;223;192;235;89;1705;2168;2718;4042;739;10633;17203;1232.0;5338.0;926.0;442.0
2073;207634;12679;217;195;184;100;1659;2202;2128;4541;696;10530;17086;1218.0;5338.0;846.0;417.0
2074;205900;12555;199;194;178;85;1522;2191;2059;3860;656;9632;16126;1208.0;5286.0;816.0;382.0
2075;203578;12328;196;189;223;85;1499;2134;2580;3860;693;10073;16457;1194.0;5190.0;725.0;416.0
2076;202623;12350;194;171;189;81;1484;1931;2186;3679;635;9280;15667;1188.0;5199.0;825.0;390.0
2077;199459;12139;201;197;181;84;1537;2225;2094;3815;663;9671;15952;1170.0;5111.0;720.0;397.0
2078;198518;12017;216;184;185;70;1652;2078;2140;3179;655;9049;15272;1164.0;5059.0;906.0;381.0
2079;195394;11861;188;180;180;72;1438;2033;2082;3270;620;8823;14963;1146.0;4994.0;738.0;359.0
2080;195660;11906;186;205;168;93;1422;2315;1943;4224;652;9904;16064;1148.0;5012.0;680.0;376.0
2081;192128;11729;204;190;200;71;1560;2146;2313;3224;665;9243;15308;1127.0;4938.0;897.0;389.0
2082;193470;11749;199;190;209;99;1522;2146;2418;4496;697;10582;16663;1135.0;4946.0;757.0;403.0
2083;190387;11691;198;218;175;83;1514;2462;2024;3769;674;9769;15808;1117.0;4922.0;753.0;396.0
2084;190673;11626;187;198;170;90;1430;2236;1966;4087;645;9719;15732;1118.0;4895.0;765.0;338.0
2085;189394;11509;209;181;193;91;1598;2044;2233;4133;674;10008;15964;1111.0;4845.0;917.0;393.0
2086;189000;11386;202;189;170;84;1545;2134;1966;3815;645;9460;15362;1108.0;4794.0;848.0;373.0
2087;188529;11436;194;176;161;91;1484;1988;1862;4133;622;9467;15388;1106.0;4815.0;771.0;347.0
2088;187251;11205;196;170;189;79;1499;1920;2186;3588;634;9193;15008;1098.0;4717.0;701.0;367.0
2089;187107;11316;182;185;176;88;1392;2089;2036;3996;631;9513;15374;1097.0;4764.0;640.0;358.0
2090;185281;11181;174;183;183;86;1331;2067;2117;3906;626;9421;15215;1087.0;4707.0;719.0;330.0
2091;185266;11164;187;170;196;89;1430;1920;2267;4042;642;9659;15446;1087.0;4700.0;798.0;385.0
2092;182891;11118;182;181;181;99;1392;2044;2094;4496;643;10026;15780;1073.0;4681.0;813.0;363.0
2093;183579;11112;164;142;171;101;1254;1604;1978;4587;578;9423;15178;1077.0;4678.0;663.0;337.0
2094;180617;10856;196;177;163;86;1499;1999;1885;3906;622;9289;14918;1059.0;4570.0;762.0;342.0
2095;182037;11063;213;177;203;73;1629;1999;2348;3315;666;9291;15017;1068.0;4658.0;851.0;389.0
2096;178277;10796;199;197;173;75;1522;2225;2001;3406;644;9154;14745;1046.0;4545.0;796.0;350.0
2097;179675;10864;160;167;182;72;1224;1886;2105;3270;581;8485;14113;1054.0;4574.0;557.0;332.0
2098;177497;10805;166;179;174;82;1269;2021;2013;3724;601;9027;14617;1041.0;4549.0;678.0;328.0
2099;178634;10945;156;170;179;86;1193;1920;2071;3906;591;9090;14746;1048.0;4608.0;666.0;320.0
2100;175803;10529;181;173;188;93;1384;1954;2175;4224;635;9737;15201;1031.0;4433.0;757.0;347.0
2101;176945;10700;188;181;171;71;1438;2044;1978;3224;611;8684;14227;1038.0;4505.0;730.0;344.0
2102;174616;10540;189;193;158;85;1445;2180;1828;3860;625;9313;14774;1024.0;4437.0;718.0;336.0
2103;177128;10796;179;182;204;85;1369;2055;2360;3860;650;9644;15228;1039.0;4545.0;736.0;362.0
2104;173899;10653;167;163;166;74;1277;1841;1920;3361;570;8399;13904;1020.0;4485.0;658.0;327.0
2105;177380;10811;174;182;187;101;1331;2055;2163;4587;644;10136;15727;1040.0;4551.0;579.0;361.0
2106;173179;10380;156;178;165;85;1193;2010;1909;3860;584;8972;14358;1016.0;4370.0;694.0;314.0
2107;177412;10678;165;189;151;81;1262;2134;1747;3679;586;8822;14358;1041.0;4495.0;745.0;338.0
2108;173020;10383;189;171;181;79;1445;1931;2094;3588;620;9058;14444;1015.0;4371.0;737.0;340.0
2109;178077;10798;175;184;215;74;1338;2078;2487;3361;648;9264;14854;1044.0;4546.0;680.0;373.0
2110;173557;10435;174;163;157;74;1331;1841;1816;3361;568;8349;13760;1018.0;4393.0;723.0;321.0
2111;178186;10893;197;188;148;84;1507;2123;1712;3815;617;9157;14788;1045.0;4586.0;703.0;336.0
2112;173494;10660;178;178;178;87;1361;2010;2059;3951;621;9381;14887;1018.0;4488.0;717.0;352.0
2113;177862;10777;167;169;167;68;1277;1909;1932;3088;571;8206;13786;1043.0;4537.0;654.0;323.0
2114;173249;10536;172;185;167;76;1315;2089;1932;3451;600;8787;14239;1016.0;4436.0;672.0;346.0
2115;176509;10792;196;175;161;79;1499;1976;1862;3588;611;8925;14503;1035.0;4543.0;799.0;356.0
2116;174237;10671;192;195;188;82;1468;2202;2175;3724;657;9569;15084;1022.0;4493.0;746.0;363.0
2117;176070;10890;167;134;151;79;1277;1513;1747;3588;531;8125;13743;1033.0;4585.0;655.0;306.0
2118;174837;10614;192;158;183;86;1468;1784;2117;3906;619;9275;14769;1025.0;4469.0;751.0;361.0
2119;175821;10611;186;158;162;83;1422;1784;1874;3769;589;8849;14347;1031.0;4467.0;815.0;324.0
2120;175709;10624;166;162;169;91;1269;1830;1955;4133;588;9187;14691;1031.0;4473.0;571.0;328.0
2121;175653;10449;162;148;158;95;1239;1671;1828;4314;563;9052;14481;1030.0;4399.0;558.0;313.0
2122;175587;10657;164;152;194;82;1254;1717;2244;3724;592;8939;14456;1030.0;4487.0;705.0;326.0
2123;175213;10593;171;177;161;70;1308;1999;1862;3179;579;8348;13836;1028.0;4460.0;754.0;329.0
2124;175657;10932;187;142;170;84;1430;1604;1966;3815;583;8815;14447;1030.0;4602.0;722.0;342.0
2125;174776;10724;193;184;175;66;1476;2078;2024;2997;618;8575;14115;1025.0;4515.0;840.0;370.0
2126;175565;10650;175;169;169;77;1338;1909;1955;3497;590;8699;14213;1030.0;4484.0;603.0;330.0
2127;174005;10558;173;174;162;88;1323;1965;1874;3996;597;9158;14624;1021.0;4445.0;648.0;336.0
2128;176346;10806;202;165;145;78;1545;1863;1677;3542;590;8627;14210;1034.0;4549.0;797.0;350.0
2129;174632;10680;186;135;168;72;1422;1525;1943;3270;561;8160;13680;1024.0;4496.0;722.0;321.0
2130;176532;10602;181;163;181;75;1384;1841;2094;3406;600;8725;14223;1035.0;4463.0;614.0;327.0
2131;174842;10722;160;194;177;66;1224;2191;2047;2997;597;8459;13998;1025.0;4514.0;679.0;322.0
2132;176675;10764;171;186;150;66;1308;2101;1735;2997;573;8141;13709;1036.0;4532.0;625.0;319.0
2133;175220;10549;151;177;161;82;1155;1999;1862;3724;571;8740;14209;1028.0;4441.0;597.0;338.0
2134;176295;10696;179;177;150;80;1369;1999;1735;3633;586;8736;14273;1034.0;4503.0;662.0;321.0
2135;174769;10465;164;159;179;79;1254;1796;2071;3588;581;8709;14140;1025.0;4406.0;622.0;336.0
2136;177124;10714;153;169;147;94;1170;1909;1700;4269;563;9048;14598;1039.0;4511.0;491.0;311.0
2137;175507;10788;168;160;205;83;1285;1807;2371;3769;616;9232;14803;1029.0;4542.0;629.0;349.0
2138;177675;10868;178;147;153;63;1361;1660;1770;2861;541;7652;13269;1042.0;4575.0;835.0;325.0
2139;175887;10578;161;171;168;69;1231;1931;1943;3134;569;8239;13724;1032.0;4453.0;652.0;326.0
2140;178341;10789;183;153;169;81;1399;1728;1955;3679;586;8761;14349;1046.0;4542.0;641.0;366.0
2141;176715;10861;191;183;156;81;1461;2067;1805;3679;611;9012;14621;1036.0;4573.0;876.0;359.0
2142;178520;10878;177;139;154;71;1354;1570;1781;3224;541;7929;13556;1047.0;4580.0;764.0;313.0
2143;177510;10954;185;160;182;73;1415;1807;2105;3315;600;8642;14295;1041.0;4612.0;784.0;371.0
2144;179477;10884;180;167;180;95;1377;1886;2082;4314;622;9659;15294;1053.0;4582.0;655.0;358.0
2145;177535;10938;167;156;170;85;1277;1762;1966;3860;578;8865;14511;1041.0;4605.0;597.0;348.0
2146;179261;10859;210;152;162;83;1606;1717;1874;3769;607;8966;14589;1051.0;4572.0;765.0;359.0
2147;178574;10797;174;150;180;92;1331;1694;2082;4178;596;9285;14878;1047.0;4546.0;646.0;322.0
2148;179213;11031;194;164;182;92;1484;1852;2105;4178;632;9619;15314;1051.0;4644.0;714.0;359.0
2149;178502;10858;164;173;175;73;1254;1954;2024;3315;585;8547;14165;1047.0;4571.0;588.0;346.0
2150;179238;10769;170;161;163;100;1300;1818;1885;4541;594;9544;15129;1051.0;4534.0;543.0;336.0
2151;178618;10949;189;160;165;62;1445;1807;1909;2816;576;7977;13635;1048.0;4610.0;750.0;349.0
2152;178784;10850;177;140;153;77;1354;1581;1770;3497;547;8202;13819;1049.0;4568.0;644.0;349.0
2153;178067;10715;180;175;163;73;1377;1976;1885;3315;591;8553;14108;1044.0;4511.0;709.0;333.0
2154;179075;10831;172;180;153;76;1315;2033;1770;3451;581;8569;14179;1050.0;4560.0;743.0;340.0
2155;177914;10907;194;169;171;69;1484;1909;1978;3134;603;8505;14140;1043.0;4592.0;751.0;369.0
2156;179183;10930;182;156;160;72;1392;1762;1851;3270;570;8275;13928;1051.0;4602.0;684.0;342.0
2157;178865;10970;179;165;160;78;1369;1863;1851;3542;582;8625;14292;1049.0;4618.0;721.0;331.0
2158;178636;10788;169;171;178;77;1292;1931;2059;3497;595;8779;14369;1048.0;4542.0;629.0;358.0
2159;179612;10927;202;170;181;78;1545;1920;2094;3542;631;9101;14754;1053.0;4600.0;825.0;373.0
2160;178406;10916;175;163;155;80;1338;1841;1793;3633;573;8605;14247;1046.0;4596.0;711.0;335.0
2161;179382;10818;179;155;187;92;1369;1750;2163;4178;613;9460;15066;1052.0;4554.0;763.0;359.0
2162;178393;11067;192;151;171;68;1468;1705;1978;3088;582;8239;13944;1046.0;4659.0;761.0;365.0
2163;179178;10781;150;143;161;83;1147;1615;1862;3769;537;8393;13983;1051.0;4539.0;629.0;306.0
2164;178173;10799;184;166;174;72;1407;1875;2013;3270;596;8565;14156;1045.0;4546.0;773.0;341.0
2165;178264;10795;161;155;183;69;1231;1750;2117;3134;568;8232;13823;1046.0;4545.0;592.0;332.0
2166;179447;10847;172;164;174;74;1315;1852;2013;3361;584;8541;14160;1052.0;4567.0;648.0;332.0
2167;178298;10814;190;166;161;86;1453;1875;1862;3906;603;9096;14695;1046.0;4553.0;671.0;352.0
2168;179768;10760;172;158;169;79;1315;1784;1955;3588;578;8642;14226;1054.0;4530.0;689.0;345.0
2169;177896;10862;182;175;158;80;1392;1976;1828;3633;595;8829;14445;1043.0;4573.0;608.0;365.0
2170;180580;11018;173;155;160;79;1323;1750;1851;3588;567;8512;14210;1059.0;4639.0;653.0;313.0
2171;177941;10774;165;182;170;87;1262;2055;1966;3951;604;9234;14814;1044.0;4536.0;655.0;349.0
2172;180345;11046;168;164;172;78;1285;1852;1990;3542;582;8669;14377;1058.0;4650.0;693.0;340.0
2173;177333;10890;208;160;177;88;1591;1807;2047;3996;633;9441;15066;1040.0;4585.0;787.0;384.0
2174;180523;10966;193;170;159;76;1476;1920;1839;3451;598;8686;14362;1059.0;4617.0;625.0;348.0
2175;177276;10864;162;164;153;68;1239;1852;1770;3088;547;7949;13563;1040.0;4574.0;617.0;316.0
2176;179404;10886;169;150;167;68;1292;1694;1932;3088;554;8006;13641;1052.0;4583.0;638.0;323.0
2177;177535;10821;178;179;158;87;1361;2021;1828;3951;602;9161;14758;1041.0;4556.0;709.0;321.0
2178;180018;10999;183;185;167;69;1399;2089;1932;3134;604;8554;14241;1056.0;4631.0;777.0;335.0
2179;177253;10794;154;165;173;77;1178;1863;2001;3497;569;8539;14123;1040.0;4544.0;593.0;324.0
2180;179572;10860;197;155;171;90;1507;1750;1978;4087;613;9322;14947;1053.0;4572.0;707.0;360.0
2181;176641;10747;165;168;158;85;1262;1897;1828;3860;576;8847;14408;1036.0;4525.0;589.0;341.0
2182;180039;11056;195;141;144;75;1491;1592;1666;3406;555;8155;13866;1056.0;4655.0;780.0;335.0
2183;175902;10741;160;160;154;70;1224;1807;1781;3179;544;7991;13545;1032.0;4522.0;612.0;309.0
2184;180416;10962;149;169;161;75;1139;1909;1862;3406;554;8316;13989;1058.0;4615.0;683.0;310.0
2185;176376;10658;158;154;166;75;1208;1739;1920;3406;553;8273;13794;1034.0;4487.0;548.0;329.0
2186;181031;10952;166;148;156;78;1269;1671;1805;3542;548;8287;13960;1062.0;4611.0;683.0;315.0
2187;176491;10679;171;147;160;79;1308;1660;1851;3588;557;8407;13938;1035.0;4496.0;698.0;314.0
2188;181064;10872;129;153;198;84;986;1728;2290;3815;564;8819;14458;1062.0;4577.0;607.0;315.0
2189;176405;10702;188;160;162;77;1438;1807;1874;3497;587;8616;14157;1035.0;4506.0;751.0;335.0
2190;181908;10885;166;165;165;85;1269;1863;1909;3860;581;8901;14551;1067.0;4583.0;726.0;338.0
2191;176245;10572;188;162;161;73;1438;1830;1862;3315;584;8445;13930;1034.0;4451.0;753.0;325.0
2192;181826;11036;174;156;159;83;1331;1762;1839;3769;572;8701;14413;1066.0;4646.0;812.0;340.0
2193;176503;10641;165;168;145;90;1262;1897;1677;4087;568;8923;14438;1035.0;4480.0;600.0;317.0
2194;181464;10917;166;155;162;84;1269;1750;1874;3815;567;8708;14368;1064.0;4596.0;566.0;306.0
2195;177235;10764;171;151;154;86;1308;1705;1781;3906;562;8700;14271;1039.0;4532.0;581.0;330.0
2196;181854;10835;196;143;174;71;1499;1615;2013;3224;584;8351;13980;1067.0;4562.0;937.0;354.0
2197;178348;10891;172;181;150;81;1315;2044;1735;3679;584;8773;14404;1046.0;4585.0;707.0;355.0
2198;181703;11103;161;164;176;93;1231;1852;2036;4224;594;9343;15083;1066.0;4674.0;638.0;341.0
2199;178634;10889;176;167;152;82;1346;1886;1758;3724;577;8714;14346;1048.0;4584.0;669.0;318.0
2200;180657;10764;148;178;171;84;1132;2010;1978;3815;581;8935;14527;1060.0;4532.0;630.0;330.0
2201;178527;10979;187;149;150;64;1430;1683;1735;2907;550;7755;13424;1047.0;4622.0;784.0;340.0
2202;180288;10813;188;181;164;80;1438;2044;1897;3633;613;9012;14621;1057.0;4552.0;789.0;340.0
2203;178712;10884;148;178;146;83;1132;2010;1689;3769;555;8600;14230;1048.0;4582.0;557.0;303.0
2204;180515;10968;206;158;172;86;1575;1784;1990;3906;622;9255;14932;1059.0;4618.0;849.0;374.0
2205;178119;10823;184;159;174;88;1407;1796;2013;3996;605;9212;14814;1045.0;4557.0;726.0;354.0
2206;179648;10916;183;149;159;86;1399;1683;1839;3906;577;8827;14477;1054.0;4596.0;752.0;356.0
2207;178290;10841;178;166;132;88;1361;1875;1527;3996;564;8759;14369;1046.0;4564.0;724.0;332.0
2208;179476;10928;193;177;173;71;1476;1999;2001;3224;614;8700;14354;1053.0;4601.0;799.0;370.0
2209;178548;10618;169;169;152;77;1292;1909;1758;3497;567;8456;13973;1047.0;4470.0;767.0;328.0
2210;179749;10841;172;164;154;69;1315;1852;1781;3134;559;8082;13700;1054.0;4564.0;772.0;321.0
2211;179545;10815;173;166;182;108;1323;1875;2105;4905;629;10208;15814;1053.0;4553.0;584.0;361.0
2212;179578;11036;167;150;168;90;1277;1694;1943;4087;575;9001;14700;1053.0;4646.0;600.0;334.0
2213;179827;11123;166;182;181;80;1269;2055;2094;3633;609;9051;14789;1055.0;4683.0;630.0;347.0
2214;178422;10792;168;151;167;73;1285;1705;1932;3315;559;8237;13826;1046.0;4543.0;674.0;315.0
2215;180020;11030;202;163;143;87;1545;1841;1654;3951;595;8991;14691;1056.0;4644.0;884.0;356.0
2216;177606;11002;193;148;186;62;1476;1671;2152;2816;589;8115;13789;1042.0;4632.0;874.0;351.0
2217;179697;11038;185;166;180;72;1415;1875;2082;3270;603;8642;14343;1054.0;4647.0;723.0;357.0
2218;178094;10796;139;149;181;68;1063;1683;2094;3088;537;7928;13518;1045.0;4545.0;519.0;297.0
2219;179807;10933;169;173;174;83;1292;1954;2013;3769;599;9028;14686;1055.0;4603.0;594.0;353.0
2220;177872;10963;159;151;168;78;1216;1705;1943;3542;556;8406;14064;1043.0;4615.0;666.0;315.0
2221;179738;11047;178;163;145;76;1361;1841;1677;3451;562;8330;14035;1054.0;4651.0;752.0;342.0
2222;178878;10885;165;182;162;90;1262;2055;1874;4087;599;9278;14910;1049.0;4583.0;699.0;340.0
