Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;13373;829;0;309296;5151;114041;483;6744;433.0;483.0;249.0;267.0;272.0;128.0;1242.0;897.0;963.0;1167.0;483.0
2024;1135376;12972;1283;0;315833;4235;115927;519;6887;356.0;519.0;284.0;233.0;237.0;121.0;1306.0;908.0;976.0;1214.0;519.0
2025;1147065;14282;2108;0;321258;3828;117737;298;6924;285.0;298.0;163.0;186.0;146.0;88.0;712.0;497.0;540.0;664.0;298.0
2026;1159239;13801;3006;0;326569;3747;118875;262;6912;277.0;262.0;143.0;158.0;142.0;96.0;606.0;407.0;441.0;555.0;262.0
2027;1170034;14702;3892;0;331596;3702;120036;272;6937;243.0;272.0;138.0;151.0;143.0;83.0;514.0;327.0;371.0;469.0;272.0
2028;1180844;13156;5082;0;336517;3752;120649;287;7158;262.0;287.0;150.0;170.0;138.0;91.0;727.0;501.0;532.0;672.0;287.0
2029;1188918;13256;5919;0;341994;3744;121759;281;7159;243.0;281.0;149.0;156.0;138.0;81.0;630.0;437.0;477.0;588.0;281.0
2030;1196255;13875;6501;0;347653;3752;122792;289;7195;287.0;289.0;147.0;171.0;174.0;84.0;655.0;456.0;496.0;610.0;289.0
2031;1203629;15018;6809;0;353187;3715;124200;279;7251;313.0;279.0;157.0;185.0;151.0;99.0;660.0;452.0;472.0;609.0;279.0
2032;1211838;13301;7259;0;357136;3663;125323;282;7362;317.0;282.0;147.0;189.0;170.0;93.0;697.0;482.0;505.0;634.0;282.0
2033;1217880;13761;7762;0;360487;3590;125722;260;7438;301.0;260.0;134.0;196.0;141.0;90.0;563.0;385.0;425.0;522.0;260.0
2034;1223879;14001;8480;0;363650;3564;126171;278;7404;318.0;278.0;146.0;179.0;163.0;108.0;694.0;480.0;520.0;639.0;278.0
2035;1229400;12890;9292;0;366839;3550;126755;268;7480;299.0;268.0;132.0;184.0;160.0;91.0;499.0;332.0;372.0;462.0;268.0
2036;1232998;14246;10045;0;370377;3551;128078;274;7433;323.0;274.0;145.0;177.0;175.0;100.0;608.0;419.0;457.0;562.0;274.0
2037;1237199;12834;10731;0;374523;3477;129164;267;7722;322.0;267.0;140.0;191.0;177.0;81.0;585.0;400.0;423.0;532.0;267.0
2038;1239302;13001;11375;0;379196;3450;131736;307;7717;329.0;307.0;165.0;204.0;172.0;95.0;742.0;505.0;566.0;695.0;307.0
2039;1240928;13513;11939;0;384486;3416;133663;295;7878;360.0;295.0;166.0;199.0;186.0;104.0;709.0;487.0;523.0;654.0;295.0
2040;1242502;14149;12549;0;389688;3372;136445;295;8032;347.0;295.0;126.0;208.0;200.0;108.0;467.0;322.0;362.0;435.0;295.0
2041;1244102;14867;12881;0;395089;3338;138478;311;8131;329.0;311.0;156.0;209.0;188.0;87.0;808.0;581.0;609.0;749.0;311.0
2042;1246088;14475;13163;0;400276;3293;141633;304;8148;311.0;304.0;176.0;186.0;159.0;94.0;703.0;487.0;517.0;644.0;304.0
2043;1247400;13668;13521;0;405791;3292;142625;302;8410;329.0;302.0;144.0;210.0;193.0;84.0;692.0;495.0;529.0;650.0;302.0
2044;1247547;14446;13571;0;411149;3248;145892;329;8535;366.0;329.0;188.0;220.0;187.0;100.0;776.0;541.0;580.0;723.0;329.0
2045;1248422;14391;14182;0;416577;3147;146905;296;8635;362.0;296.0;157.0;202.0;182.0;117.0;601.0;404.0;445.0;554.0;296.0
2046;1248631;13146;14800;0;421649;3069;149580;318;8645;327.0;318.0;173.0;197.0;187.0;88.0;789.0;541.0;595.0;739.0;318.0
2047;1246977;14293;14964;0;425539;3059;151165;333;8662;311.0;333.0;174.0;193.0;189.0;88.0;841.0;586.0;625.0;781.0;333.0
2048;1246306;13212;15251;0;429942;3022;153945;291;9058;329.0;291.0;146.0;182.0;187.0;105.0;548.0;367.0;404.0;511.0;291.0
2049;1244267;12889;15455;0;433625;3020;155468;340;8807;370.0;340.0;179.0;242.0;220.0;69.0;795.0;560.0;611.0;742.0;340.0
2050;1241701;13568;15995;0;437775;2989;157556;334;9199;315.0;334.0;166.0;203.0;186.0;94.0;829.0;594.0;613.0;759.0;334.0
2051;1239274;14197;15655;0;441839;2991;158527;330;9208;355.0;330.0;163.0;208.0;196.0;118.0;703.0;492.0;520.0;650.0;330.0
2052;1237816;14342;15337;0;445409;2959;159217;351;9129;352.0;351.0;201.0;201.0;198.0;103.0;921.0;647.0;696.0;856.0;351.0
2053;1236821;13116;15070;0;448395;2880;159344;282;9232;348.0;282.0;150.0;202.0;182.0;96.0;599.0;415.0;468.0;568.0;282.0
2054;1234867;14329;14923;0;450204;2915;158929;357;9201;386.0;357.0;202.0;224.0;212.0;105.0;918.0;649.0;698.0;859.0;357.0
2055;1234273;12951;14653;0;451267;2852;159317;332;9330;389.0;332.0;175.0;221.0;211.0;114.0;883.0;629.0;660.0;822.0;332.0
2056;1232571;14965;14301;0;451937;2835;159131;320;9227;365.0;320.0;188.0;206.0;174.0;117.0;834.0;570.0;606.0;762.0;320.0
2057;1233235;14336;14289;0;451764;2809;159669;375;9380;342.0;375.0;202.0;199.0;203.0;113.0;760.0;523.0;577.0;707.0;375.0
2058;1233282;14393;13999;0;453174;2806;159054;348;9393;362.0;348.0;206.0;204.0;204.0;96.0;942.0;650.0;688.0;864.0;348.0
2059;1233676;14754;14317;0;454283;2774;159905;311;9314;405.0;311.0;171.0;236.0;197.0;112.0;726.0;511.0;547.0;674.0;311.0
2060;1234113;13120;14371;0;454913;2710;157995;332;9195;379.0;332.0;158.0;241.0;198.0;114.0;635.0;448.0;474.0;585.0;332.0
2061;1232862;14370;14564;0;455544;2692;158005;356;9161;362.0;356.0;188.0;212.0;220.0;98.0;876.0;620.0;655.0;811.0;356.0
2062;1232668;13171;14987;0;454552;2646;156101;334;9213;363.0;334.0;181.0;216.0;183.0;117.0;782.0;540.0;591.0;722.0;334.0
2063;1230852;14622;15362;0;452707;2672;155431;337;9071;408.0;337.0;181.0;246.0;210.0;108.0;664.0;463.0;489.0;612.0;337.0
2064;1230112;13952;15324;0;450177;2605;153739;337;9072;374.0;337.0;182.0;227.0;200.0;102.0;723.0;487.0;524.0;665.0;337.0
2065;1228740;13193;16005;0;446516;2587;153590;325;9047;372.0;325.0;178.0;225.0;195.0;99.0;813.0;557.0;605.0;754.0;325.0
2066;1225928;15140;16178;0;442544;2552;150774;304;8952;348.0;304.0;158.0;209.0;192.0;93.0;677.0;467.0;512.0;631.0;304.0
2067;1224890;13427;16151;0;439918;2606;150708;330;8791;376.0;330.0;182.0;227.0;198.0;99.0;706.0;471.0;539.0;658.0;330.0
