Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;93890;5915;202;259;244;124;1545;2925;2822;5631;829;12923;15964;551.0;2490.0;1000.0;727.0;771.0;934.0;396.0
2024;95876;6082;230;229;218;125;1759;2586;2522;5677;802;12544;15667;562.0;2561.0;1024.0;716.0;765.0;951.0;425.0
2025;97854;5968;122;185;146;85;933;2089;1689;3860;538;8571;11658;574.0;2513.0;531.0;363.0;410.0;497.0;214.0
2026;99027;5954;136;154;141;101;1040;1739;1631;4587;532;8997;12085;581.0;2507.0;514.0;351.0;376.0;480.0;224.0
2027;101119;6153;133;162;136;91;1017;1830;1573;4133;522;8553;11736;593.0;2590.0;550.0;370.0;392.0;500.0;239.0
2028;102088;6292;130;188;136;88;994;2123;1573;3996;542;8686;11934;599.0;2649.0;636.0;432.0;472.0;587.0;238.0
2029;104173;6361;123;185;144;95;941;2089;1666;4314;547;9010;12299;611.0;2678.0;471.0;322.0;349.0;436.0;229.0
2030;105350;6472;134;199;161;89;1025;2247;1862;4042;583;9176;12519;618.0;2725.0;524.0;369.0;386.0;487.0;250.0
2031;107614;6528;130;198;169;100;994;2236;1955;4541;597;9726;13105;631.0;2748.0;495.0;346.0;371.0;463.0;242.0
2032;108754;6691;131;196;175;111;1002;2213;2024;5041;613;10280;13735;638.0;2817.0;611.0;430.0;461.0;563.0;245.0
2033;109911;6719;131;211;137;90;1002;2383;1585;4087;569;9057;12531;645.0;2829.0;520.0;362.0;387.0;484.0;217.0
2034;110827;6724;136;181;168;117;1040;2044;1943;5313;602;10340;13821;650.0;2831.0;512.0;346.0;379.0;471.0;242.0
2035;111797;6798;87;199;142;92;665;2247;1643;4178;520;8733;12251;656.0;2862.0;331.0;212.0;231.0;298.0;198.0
2036;112742;6821;144;204;171;97;1101;2304;1978;4405;616;9788;13321;661.0;2872.0;696.0;493.0;525.0;642.0;254.0
2037;113856;7048;134;208;160;90;1025;2349;1851;4087;592;9312;12947;668.0;2967.0;554.0;385.0;412.0;516.0;229.0
2038;115264;7023;128;212;174;109;979;2394;2013;4950;623;10336;13969;676.0;2957.0;525.0;353.0;402.0;492.0;244.0
2039;116703;7157;146;200;196;102;1116;2259;2267;4632;644;10274;13971;684.0;3013.0;515.0;339.0;367.0;470.0;263.0
2040;118643;7249;128;221;178;111;979;2496;2059;5041;638;10575;14323;696.0;3052.0;486.0;337.0;361.0;444.0;255.0
2041;119855;7302;138;227;174;108;1055;2564;2013;4905;647;10537;14314;703.0;3074.0;619.0;435.0;464.0;572.0;266.0
2042;121986;7258;141;188;164;99;1078;2123;1897;4496;592;9594;13365;715.0;3056.0;487.0;330.0;371.0;454.0;242.0
