Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;99530;6296;228;248;243;125;1744;2801;2811;5677;844;13033;16268;584.0;2651.0;988.0;682.0;730.0;910.0;411.0
2024;102423;6552;227;242;237;116;1736;2733;2741;5268;822;12478;15837;601.0;2758.0;1001.0;716.0;773.0;939.0;455.0
2025;104434;6418;159;180;146;87;1216;2033;1689;3951;572;8889;12204;613.0;2702.0;575.0;392.0;430.0;541.0;273.0
2026;107978;6552;139;149;166;98;1063;1683;1920;4451;552;9117;12508;633.0;2758.0;574.0;399.0;435.0;535.0;260.0
2027;109989;6658;143;148;129;83;1094;1671;1492;3769;503;8026;11474;645.0;2803.0;602.0;415.0;442.0;559.0;242.0
2028;112925;7014;146;166;145;94;1116;1875;1677;4269;551;8937;12552;662.0;2953.0;666.0;456.0;491.0;613.0;283.0
2029;114882;7028;133;163;139;91;1017;1841;1608;4133;526;8599;12232;674.0;2959.0;526.0;367.0;392.0;489.0;256.0
2030;116694;7137;131;168;172;78;1002;1897;1990;3542;549;8431;12120;684.0;3005.0;537.0;378.0;406.0;503.0;252.0
2031;117802;7163;134;207;174;93;1025;2338;2013;4224;608;9600;13307;691.0;3016.0;493.0;343.0;355.0;451.0;274.0
2032;119019;7336;158;184;172;103;1208;2078;1990;4678;617;9954;13740;698.0;3088.0;603.0;423.0;447.0;561.0;276.0
2033;119566;7348;149;186;143;92;1139;2101;1654;4178;570;9072;12867;701.0;3094.0;666.0;454.0;494.0;615.0;258.0
2034;120734;7370;132;174;174;116;1009;1965;2013;5268;596;10255;14066;708.0;3103.0;479.0;336.0;349.0;437.0;267.0
2035;121719;7499;139;197;151;93;1063;2225;1747;4224;580;9259;13130;714.0;3157.0;577.0;394.0;432.0;538.0;277.0
2036;123143;7449;133;189;169;99;1017;2134;1955;4496;590;9602;13460;722.0;3136.0;495.0;320.0;353.0;456.0;255.0
2037;124176;7746;160;204;177;86;1224;2304;2047;3906;627;9481;13470;728.0;3261.0;664.0;469.0;505.0;611.0;289.0
2038;124587;7611;160;193;166;81;1224;2180;1920;3679;600;9003;12938;731.0;3204.0;654.0;456.0;480.0;603.0;257.0
2039;124997;7721;145;205;167;106;1109;2315;1932;4814;623;10170;14154;733.0;3251.0;652.0;465.0;494.0;603.0;282.0
2040;125532;7730;144;202;193;109;1101;2281;2233;4950;648;10565;14555;736.0;3254.0;515.0;348.0;378.0;479.0;301.0
2041;126862;7751;150;200;191;94;1147;2259;2209;4269;635;9884;13891;744.0;3263.0;613.0;439.0;471.0;571.0;284.0
2042;127855;7683;167;196;160;101;1277;2213;1851;4587;624;9928;13913;750.0;3235.0;670.0;481.0;509.0;622.0;301.0
2043;130494;8008;147;210;196;81;1124;2372;2267;3679;634;9442;13578;765.0;3371.0;569.0;380.0;425.0;527.0;289.0
2044;132218;8096;151;223;183;101;1155;2518;2117;4587;658;10377;14560;775.0;3408.0;557.0;386.0;418.0;519.0;291.0
2045;134967;8263;188;211;176;107;1438;2383;2036;4859;682;10716;14987;792.0;3479.0;714.0;503.0;543.0;672.0;297.0
2046;136787;8253;148;206;201;96;1132;2326;2325;4360;651;10143;14420;802.0;3475.0;645.0;467.0;489.0;592.0;303.0
2047;139878;8380;167;181;194;97;1277;2044;2244;4405;639;9970;14318;820.0;3528.0;582.0;395.0;426.0;540.0;308.0
2048;140867;8631;164;224;182;119;1254;2530;2105;5404;689;11293;15753;826.0;3634.0;803.0;574.0;595.0;743.0;331.0
2049;144027;8516;151;214;209;89;1155;2417;2418;4042;663;10032;14462;845.0;3585.0;647.0;479.0;493.0;597.0;287.0
2050;145065;8796;150;218;195;86;1147;2462;2256;3906;649;9771;14325;851.0;3703.0;614.0;432.0;467.0;572.0;304.0
2051;147598;8989;178;205;181;114;1361;2315;2094;5177;678;10947;15597;866.0;3784.0;689.0;485.0;519.0;638.0;328.0
2052;149280;8880;147;214;197;100;1124;2417;2279;4541;658;10361;14976;876.0;3739.0;632.0;443.0;472.0;583.0;295.0
2053;151891;9137;176;212;198;99;1346;2394;2290;4496;685;10526;15264;891.0;3847.0;763.0;530.0;564.0;709.0;319.0
2054;153374;9278;172;213;221;114;1315;2405;2556;5177;720;11453;16259;900.0;3906.0;645.0;443.0;486.0;613.0;334.0
2055;155291;9492;205;223;218;118;1568;2518;2522;5359;764;11967;16874;911.0;3996.0;841.0;584.0;629.0;785.0;361.0
2056;156241;9397;162;215;186;134;1239;2428;2152;6085;697;11904;16776;916.0;3956.0;678.0;471.0;505.0;631.0;319.0
2057;156621;9610;207;191;197;115;1583;2157;2279;5223;710;11242;16207;919.0;4046.0;765.0;533.0;567.0;703.0;354.0
2058;156841;9648;208;220;213;113;1591;2485;2464;5132;754;11672;16654;920.0;4062.0;758.0;502.0;569.0;707.0;370.0
