Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;11947;825;0;309296;5153;31439;115;1826;433.0;115.0;71.0;210.0;154.0;113.0;325.0;243.0;246.0;302.0;115.0
2024;1133954;13910;1267;0;315832;4605;31909;144;1948;421.0;144.0;93.0;204.0;154.0;114.0;472.0;346.0;351.0;439.0;144.0
2025;1146597;15245;2040;0;321258;4509;32800;73;1906;407.0;73.0;56.0;203.0;124.0;97.0;200.0;141.0;159.0;192.0;73.0
2026;1159802;14415;2959;0;326567;4533;32950;65;1894;433.0;65.0;50.0;202.0;138.0;108.0;197.0;136.0;147.0;184.0;65.0
2027;1171258;14856;4085;0;331599;4545;33908;89;1969;396.0;89.0;53.0;199.0;126.0;107.0;174.0;120.0;118.0;152.0;89.0
2028;1182029;13455;4901;0;336515;4605;33928;71;2051;460.0;71.0;44.0;229.0;145.0;113.0;145.0;104.0;113.0;138.0;71.0
2029;1190583;13664;5988;0;341989;4607;34808;78;2003;451.0;78.0;62.0;231.0;128.0;108.0;170.0;124.0;133.0;160.0;78.0
2030;1198259;12787;6551;0;347647;4612;35000;83;2085;483.0;83.0;59.0;246.0;156.0;105.0;161.0;104.0;109.0;147.0;83.0
2031;1204495;13733;6817;0;353187;4571;35974;78;2102;516.0;78.0;50.0;247.0;170.0;127.0;192.0;142.0;144.0;179.0;78.0
2032;1211411;15388;7274;0;357117;4522;35989;79;2109;525.0;79.0;60.0;248.0;156.0;140.0;262.0;191.0;195.0;238.0;79.0
2033;1219525;13048;7740;0;360468;4458;36752;73;2204;499.0;73.0;57.0;256.0;136.0;123.0;182.0;126.0;132.0;167.0;73.0
2034;1224833;13965;8489;0;363625;4414;36713;72;2177;518.0;72.0;52.0;228.0;179.0;131.0;136.0;87.0;105.0;128.0;72.0
2035;1230309;13889;9132;0;366763;4414;37360;81;2219;498.0;81.0;44.0;265.0;155.0;115.0;123.0;76.0;92.0;114.0;81.0
2036;1235066;14469;10093;0;370301;4382;37336;84;2149;520.0;84.0;74.0;238.0;166.0;126.0;205.0;139.0;153.0;195.0;84.0
2037;1239442;14478;10740;0;374430;4331;38025;69;2278;520.0;69.0;66.0;255.0;148.0;120.0;176.0;117.0;126.0;162.0;69.0
2038;1243180;15390;11529;0;379103;4291;38180;89;2198;526.0;89.0;62.0;258.0;165.0;130.0;201.0;138.0;150.0;184.0;89.0
2039;1247041;14566;12126;0;384409;4257;39092;85;2259;532.0;85.0;60.0;261.0;173.0;123.0;168.0;108.0;116.0;152.0;85.0
2040;1249481;13728;12660;0;389619;4278;39231;96;2271;527.0;96.0;55.0;273.0;166.0;129.0;192.0;136.0;142.0;179.0;96.0
2041;1250549;14012;12902;0;394954;4252;40021;87;2369;545.0;87.0;57.0;291.0;156.0;128.0;205.0;148.0;151.0;187.0;87.0
2042;1251659;14725;13275;0;400139;4216;40374;77;2324;505.0;77.0;62.0;243.0;146.0;131.0;185.0;134.0;141.0;171.0;77.0
