Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;13600;806;0;309296;5136;0;0;0;433.0;0.0;17.0;188.0;121.0;107.0;0.0;0.0;0.0;0.0;0.0
2024;1135626;13777;1279;0;315832;4703;0;0;0;440.0;0.0;14.0;195.0;118.0;113.0;0.0;0.0;0.0;0.0;0.0
2025;1148124;14851;2020;0;321259;4762;0;0;0;460.0;0.0;17.0;215.0;120.0;108.0;0.0;0.0;0.0;0.0;0.0
2026;1160955;14801;2991;0;326569;4782;0;0;0;484.0;0.0;11.0;209.0;139.0;125.0;0.0;0.0;0.0;0.0;0.0
2027;1172765;14254;4050;0;331596;4805;0;0;0;460.0;0.0;18.0;214.0;111.0;117.0;0.0;0.0;0.0;0.0;0.0
2028;1182969;14490;5125;0;336517;4879;0;0;0;514.0;0.0;16.0;250.0;131.0;117.0;0.0;0.0;0.0;0.0;0.0
2029;1192334;14530;5802;0;341991;4914;0;0;0;517.0;0.0;27.0;249.0;123.0;118.0;0.0;0.0;0.0;0.0;0.0
2030;1201062;13277;6560;0;347650;4938;0;0;0;546.0;0.0;17.0;258.0;150.0;121.0;0.0;0.0;0.0;0.0;0.0
2031;1207779;13653;6736;0;353192;4930;0;0;0;591.0;0.0;22.0;269.0;157.0;143.0;0.0;0.0;0.0;0.0;0.0
2032;1214696;13215;7268;0;357138;4863;0;0;0;615.0;0.0;24.0;267.0;170.0;154.0;0.0;0.0;0.0;0.0;0.0
2033;1220643;14062;7767;0;360465;4786;0;0;0;576.0;0.0;22.0;274.0;143.0;137.0;0.0;0.0;0.0;0.0;0.0
2034;1226938;14021;8403;0;363583;4753;0;0;0;604.0;0.0;19.0;250.0;187.0;148.0;0.0;0.0;0.0;0.0;0.0
2035;1232556;14661;9202;0;366733;4704;0;0;0;573.0;0.0;14.0;290.0;144.0;125.0;0.0;0.0;0.0;0.0;0.0
2036;1238015;13903;10113;0;370274;4709;0;0;0;593.0;0.0;30.0;255.0;165.0;143.0;0.0;0.0;0.0;0.0;0.0
2037;1241805;14335;10820;0;374388;4657;0;0;0;588.0;0.0;30.0;274.0;152.0;132.0;0.0;0.0;0.0;0.0;0.0
2038;1245320;14950;11455;0;379040;4651;0;0;0;588.0;0.0;29.0;272.0;155.0;132.0;0.0;0.0;0.0;0.0;0.0
2039;1248815;13133;11999;0;384321;4632;0;0;0;634.0;0.0;27.0;296.0;174.0;137.0;0.0;0.0;0.0;0.0;0.0
2040;1249949;13489;12742;0;389555;4617;0;0;0;611.0;0.0;18.0;282.0;159.0;152.0;0.0;0.0;0.0;0.0;0.0
2041;1250696;12911;12889;0;394906;4613;0;0;0;621.0;0.0;18.0;306.0;153.0;144.0;0.0;0.0;0.0;0.0;0.0
2042;1250718;13652;13254;0;400087;4594;0;0;0;591.0;0.0;26.0;276.0;146.0;143.0;0.0;0.0;0.0;0.0;0.0
