Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;13482;876;0;309296;5150;93890;396;5519;433.0;396.0;202.0;259.0;244.0;124.0;1000.0;727.0;771.0;934.0;396.0
2024;1135438;13316;1221;0;315832;4321;95876;425;5657;377.0;425.0;230.0;229.0;218.0;125.0;1024.0;716.0;765.0;951.0;425.0
2025;1147533;12995;1992;0;321258;3996;97854;214;5754;324.0;214.0;122.0;185.0;146.0;85.0;531.0;363.0;410.0;497.0;214.0
2026;1158536;13205;2868;0;326568;3943;99027;224;5730;308.0;224.0;136.0;154.0;141.0;101.0;514.0;351.0;376.0;480.0;224.0
2027;1168873;13256;3960;0;331597;3932;101119;239;5914;283.0;239.0;133.0;162.0;136.0;91.0;550.0;370.0;392.0;500.0;239.0
2028;1178169;13105;4965;0;336516;3968;102088;238;6054;304.0;238.0;130.0;188.0;136.0;88.0;636.0;432.0;472.0;587.0;238.0
2029;1186309;13079;6004;0;341999;3955;104173;229;6132;318.0;229.0;123.0;185.0;144.0;95.0;471.0;322.0;349.0;436.0;229.0
2030;1193384;14233;6642;0;347660;3938;105350;250;6222;333.0;250.0;134.0;199.0;161.0;89.0;524.0;369.0;386.0;487.0;250.0
2031;1200975;14260;7035;0;353199;3894;107614;242;6286;355.0;242.0;130.0;198.0;169.0;100.0;495.0;346.0;371.0;463.0;242.0
2032;1208200;12898;7150;0;357156;3839;108754;245;6446;368.0;245.0;131.0;196.0;175.0;111.0;611.0;430.0;461.0;563.0;245.0
2033;1213948;12987;7749;0;360473;3745;109911;217;6502;352.0;217.0;131.0;211.0;137.0;90.0;520.0;362.0;387.0;484.0;217.0
2034;1219186;13487;8460;0;363622;3720;110827;242;6482;360.0;242.0;136.0;181.0;168.0;117.0;512.0;346.0;379.0;471.0;242.0
2035;1224213;15155;9079;0;366810;3675;111797;198;6600;322.0;198.0;87.0;199.0;142.0;92.0;331.0;212.0;231.0;298.0;198.0
2036;1230289;13331;10012;0;370360;3733;112742;254;6567;362.0;254.0;144.0;204.0;171.0;97.0;696.0;493.0;525.0;642.0;254.0
2037;1233608;14310;10826;0;374479;3662;113856;229;6819;363.0;229.0;134.0;208.0;160.0;90.0;554.0;385.0;412.0;516.0;229.0
2038;1237092;14893;11273;0;379131;3632;115264;244;6779;379.0;244.0;128.0;212.0;174.0;109.0;525.0;353.0;402.0;492.0;244.0
2039;1240712;14641;12137;0;384409;3578;116703;263;6894;381.0;263.0;146.0;200.0;196.0;102.0;515.0;339.0;367.0;470.0;263.0
2040;1243216;14860;12624;0;389646;3561;118643;255;6994;383.0;255.0;128.0;221.0;178.0;111.0;486.0;337.0;361.0;444.0;255.0
2041;1245452;13678;12848;0;395045;3540;119855;266;7036;381.0;266.0;138.0;227.0;174.0;108.0;619.0;435.0;464.0;572.0;266.0
2042;1246282;13715;13179;0;400226;3486;121986;242;7016;350.0;242.0;141.0;188.0;164.0;99.0;487.0;330.0;371.0;454.0;242.0
