Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;93895;5914;201;258;243;125;1537;2914;2811;5677;827;12939;15980;551.0;2490.0;998.0;723.0;767.0;932.0;394.0
2024;95872;6083;231;228;219;125;1767;2575;2533;5677;803;12552;15675;562.0;2561.0;1008.0;702.0;752.0;936.0;426.0
2025;97852;5974;122;188;148;87;933;2123;1712;3951;545;8719;11808;574.0;2515.0;524.0;361.0;403.0;490.0;220.0
2026;99027;5955;133;156;141;102;1017;1762;1631;4632;532;9042;12130;581.0;2507.0;523.0;357.0;385.0;488.0;225.0
2027;101129;6148;129;161;135;89;986;1818;1562;4042;514;8408;11589;593.0;2588.0;534.0;360.0;387.0;488.0;231.0
2028;102089;6292;129;188;139;86;986;2123;1608;3906;542;8623;11871;599.0;2649.0;639.0;438.0;474.0;589.0;237.0
2029;104173;6360;124;184;144;94;948;2078;1666;4269;546;8961;12250;611.0;2678.0;481.0;332.0;355.0;442.0;229.0
2030;105349;6461;127;198;158;89;971;2236;1828;4042;572;9077;12415;618.0;2720.0;484.0;345.0;362.0;452.0;240.0
2031;107611;6517;126;197;168;101;964;2225;1943;4587;592;9719;13094;631.0;2744.0;504.0;348.0;375.0;471.0;235.0
2032;108754;6692;140;195;176;105;1071;2202;2036;4768;616;10077;13532;638.0;2817.0;630.0;439.0;471.0;579.0;247.0
2033;109911;6721;132;212;136;90;1009;2394;1573;4087;570;9063;12538;645.0;2830.0;521.0;365.0;388.0;485.0;221.0
2034;110825;6722;141;176;166;116;1078;1988;1920;5268;599;10254;13734;650.0;2830.0;531.0;358.0;392.0;488.0;240.0
2035;111795;6798;93;198;147;91;711;2236;1700;4133;529;8780;12298;656.0;2862.0;353.0;230.0;252.0;321.0;200.0
2036;112748;6822;142;201;170;102;1086;2270;1966;4632;615;9954;13487;661.0;2872.0;655.0;455.0;487.0;601.0;254.0
2037;113877;7030;126;211;149;91;964;2383;1724;4133;577;9204;12832;668.0;2960.0;495.0;340.0;364.0;458.0;213.0
2038;115269;7046;138;221;174;109;1055;2496;2013;4950;642;10514;14156;676.0;2966.0;628.0;434.0;478.0;587.0;260.0
2039;116705;7167;148;206;198;103;1132;2326;2290;4678;655;10426;14127;684.0;3017.0;560.0;377.0;400.0;510.0;272.0
2040;118650;7246;123;218;180;108;941;2462;2082;4905;629;10390;14137;696.0;3051.0;485.0;341.0;361.0;446.0;244.0
2041;119854;7321;148;233;175;103;1132;2631;2024;4678;659;10465;14250;703.0;3082.0;660.0;466.0;497.0;613.0;278.0
2042;121980;7268;139;187;171;103;1063;2112;1978;4678;600;9831;13606;715.0;3060.0;425.0;281.0;326.0;395.0;252.0
