Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;62707;3947;120;231;191;118;918;2609;2209;5359;660;11095;13125;368.0;1662.0;524.0;379.0;403.0;489.0;227.0
2024;63644;4054;151;210;178;123;1155;2372;2059;5586;662;11172;13252;373.0;1707.0;670.0;476.0;504.0;624.0;263.0
2025;65356;3956;99;198;135;95;757;2236;1562;4314;527;8869;10917;383.0;1665.0;414.0;284.0;315.0;387.0;150.0
2026;65784;3962;101;175;146;111;772;1976;1689;5041;533;9478;11532;386.0;1668.0;379.0;258.0;274.0;353.0;158.0
2027;67513;4083;98;182;127;103;749;2055;1469;4678;510;8951;11066;396.0;1719.0;378.0;259.0;272.0;342.0;166.0
2028;67885;4225;93;202;139;95;711;2281;1608;4314;529;8914;11091;398.0;1779.0;404.0;281.0;301.0;376.0;151.0
2029;69523;4170;92;207;131;107;704;2338;1515;4859;537;9416;11580;408.0;1756.0;312.0;203.0;236.0;292.0;149.0
2030;70005;4354;93;220;162;98;711;2485;1874;4451;573;9521;11765;411.0;1833.0;312.0;216.0;234.0;292.0;162.0
2031;71834;4347;91;226;169;111;696;2552;1955;5041;597;10244;12495;421.0;1830.0;340.0;248.0;251.0;318.0;148.0
2032;72185;4383;108;215;151;128;826;2428;1747;5813;602;10814;13082;423.0;1845.0;444.0;304.0;326.0;408.0;160.0
2033;73378;4526;93;236;136;113;711;2665;1573;5132;578;10081;12416;430.0;1905.0;366.0;258.0;273.0;339.0;150.0
2034;73616;4475;109;199;183;124;834;2247;2117;5631;615;10829;13145;432.0;1884.0;412.0;281.0;310.0;382.0;168.0
2035;74609;4527;80;221;152;107;612;2496;1758;4859;560;9725;12069;438.0;1906.0;274.0;178.0;203.0;252.0;157.0
2036;75036;4525;102;231;160;113;780;2609;1851;5132;606;10372;12717;440.0;1905.0;464.0;324.0;348.0;429.0;166.0
2037;75912;4667;98;225;153;103;749;2541;1770;4678;579;9738;12148;445.0;1965.0;305.0;199.0;216.0;280.0;145.0
2038;76743;4709;98;231;169;120;749;2609;1955;5450;618;10763;13196;450.0;1983.0;354.0;238.0;278.0;336.0;171.0
2039;77970;4768;95;237;184;101;726;2676;2128;4587;617;10117;12581;457.0;2007.0;355.0;243.0;257.0;325.0;168.0
2040;79026;4797;90;245;184;121;688;2767;2128;5495;640;11078;13561;463.0;2020.0;336.0;236.0;258.0;311.0;184.0
2041;80046;4865;97;259;169;125;742;2925;1955;5677;650;11299;13816;469.0;2048.0;363.0;256.0;267.0;337.0;185.0
2042;81324;4838;110;215;156;110;841;2428;1805;4996;591;10070;12584;477.0;2037.0;393.0;277.0;299.0;367.0;169.0
