Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;AsymtomaticCCRDiscovered
2047;1248239;13307;15008;0;425391;3064;119820;324;6848;285.0;324.0;162.0;181.0;188.0;78.0;797.0;324.0
2048;1246538;15198;15333;0;429682;3058;120717;347;7109;320.0;347.0;189.0;188.0;190.0;100.0;721.0;347.0
2049;1246403;14132;15526;0;433234;3009;121144;322;6806;361.0;322.0;169.0;222.0;210.0;82.0;686.0;322.0
2050;1245009;12970;15762;0;437129;3017;122842;355;7173;305.0;355.0;179.0;197.0;194.0;90.0;839.0;355.0
2051;1242217;13979;15540;0;440992;2980;123371;355;7227;322.0;355.0;173.0;199.0;203.0;102.0;842.0;355.0
2052;1240656;14392;15638;0;444563;2980;123623;325;7026;338.0;325.0;162.0;204.0;187.0;110.0;615.0;325.0
2053;1239410;15667;15247;0;447533;2935;125725;318;7296;321.0;318.0;184.0;190.0;181.0;84.0;776.0;318.0
2054;1239830;14018;14563;0;449169;2953;125823;365;7355;357.0;365.0;199.0;215.0;206.0;102.0;916.0;365.0
2055;1239285;14132;14356;0;450225;2938;125546;357;7366;382.0;357.0;181.0;215.0;228.0;115.0;764.0;357.0
2056;1239061;13248;14398;0;450850;2897;127222;370;7328;361.0;370.0;215.0;205.0;190.0;121.0;948.0;370.0
2057;1237911;13645;14142;0;450850;2818;126859;378;7508;329.0;378.0;213.0;197.0;185.0;112.0;876.0;378.0
2058;1237414;15440;14058;0;452310;2828;126189;366;7481;345.0;366.0;217.0;200.0;183.0;111.0;807.0;366.0
2059;1238796;13323;14181;0;453722;2765;127831;359;7439;390.0;359.0;188.0;233.0;219.0;109.0;787.0;359.0
2060;1237938;14640;14439;0;454522;2677;127847;361;7354;346.0;361.0;186.0;221.0;204.0;96.0;838.0;361.0
2061;1238139;14557;14522;0;455343;2656;127092;385;7403;338.0;385.0;204.0;207.0;191.0;121.0;759.0;385.0
2062;1238174;13987;15084;0;454551;2601;128663;361;7636;352.0;361.0;188.0;219.0;193.0;113.0;787.0;361.0
2063;1237077;12830;15322;0;452905;2593;127731;359;7495;356.0;359.0;198.0;215.0;196.0;106.0;760.0;359.0
2064;1234585;13726;15669;0;450586;2567;126546;396;7434;348.0;396.0;188.0;223.0;218.0;115.0;766.0;396.0
2065;1232642;13946;15808;0;447177;2534;127510;369;7519;320.0;369.0;203.0;216.0;177.0;93.0;926.0;369.0
2066;1230780;14051;16113;0;443432;2507;125142;352;7383;317.0;352.0;194.0;212.0;184.0;79.0;780.0;352.0
2067;1228718;14514;16183;0;440900;2577;123445;322;7207;345.0;322.0;173.0;209.0;186.0;99.0;650.0;322.0
2068;1227049;14882;16363;0;438801;2585;125471;366;7413;379.0;366.0;199.0;234.0;198.0;114.0;819.0;366.0
2069;1225568;14319;16654;0;434857;2563;123248;356;7418;358.0;356.0;193.0;219.0;203.0;99.0;752.0;356.0
2070;1223233;13436;16903;0;430225;2509;120490;364;7024;341.0;364.0;189.0;200.0;219.0;97.0;859.0;364.0
2071;1219766;13139;16875;0;426374;2488;121324;375;7093;357.0;375.0;197.0;212.0;212.0;111.0;795.0;375.0
2072;1216030;13222;17182;0;420732;2430;119888;315;7040;388.0;315.0;175.0;214.0;204.0;110.0;695.0;315.0
2073;1212070;13312;17267;0;416442;2343;115996;320;6841;367.0;320.0;161.0;219.0;191.0;116.0;700.0;320.0
2074;1208115;14520;17355;0;413071;2332;117427;338;6866;381.0;338.0;177.0;235.0;197.0;110.0;695.0;338.0
2075;1205280;12989;17683;0;409335;2261;117114;301;6966;348.0;301.0;163.0;203.0;192.0;91.0;647.0;301.0
2076;1200586;13909;17442;0;406264;2280;112566;295;6585;342.0;295.0;144.0;222.0;173.0;98.0;560.0;295.0
2077;1197053;13817;17637;0;403886;2318;114707;301;6691;343.0;301.0;156.0;224.0;169.0;95.0;686.0;301.0
2078;1193233;13666;17529;0;400952;2337;114596;339;6737;356.0;339.0;194.0;208.0;204.0;89.0;707.0;339.0
2079;1189370;14288;17765;0;399039;2323;110206;300;6427;361.0;300.0;163.0;230.0;186.0;82.0;696.0;300.0
2080;1185893;13975;17699;0;397264;2298;112924;318;6660;348.0;318.0;172.0;223.0;169.0;102.0;805.0;318.0
2081;1182169;13818;17856;0;395003;2280;112802;332;6626;352.0;332.0;168.0;198.0;215.0;103.0;620.0;332.0
2082;1178131;14492;17118;0;391633;2230;108341;276;6392;336.0;276.0;145.0;206.0;173.0;88.0;633.0;276.0
2083;1175505;12551;17194;0;389585;2245;110730;288;6575;352.0;288.0;156.0;236.0;161.0;87.0;536.0;288.0
2084;1170862;13704;16735;0;385698;2233;111219;324;6527;348.0;324.0;172.0;214.0;195.0;91.0;681.0;324.0
2085;1167831;13493;16862;0;382495;2217;105754;303;6199;365.0;303.0;154.0;220.0;184.0;110.0;626.0;303.0
2086;1164462;13829;16555;0;379510;2239;107929;319;6339;342.0;319.0;173.0;208.0;179.0;101.0;683.0;319.0
2087;1161736;14792;16243;0;375908;2159;108546;289;6357;322.0;289.0;177.0;179.0;172.0;83.0;753.0;289.0
2088;1160285;14389;16029;0;372530;2157;103155;289;6004;308.0;289.0;163.0;188.0;166.0;80.0;614.0;289.0
2089;1158645;13949;16265;0;369675;2182;104595;272;6086;356.0;272.0;152.0;203.0;172.0;101.0;556.0;272.0
2090;1156329;13673;15953;0;366128;2193;106290;315;6094;356.0;315.0;183.0;198.0;181.0;109.0;857.0;315.0
2091;1154049;13347;15798;0;364192;2147;100603;287;5860;316.0;287.0;152.0;179.0;182.0;90.0;774.0;287.0
2092;1151598;13659;15563;0;361959;2199;102016;276;5988;338.0;276.0;157.0;189.0;180.0;88.0;636.0;276.0
2093;1149694;13076;15533;0;359810;2203;104245;308;6077;325.0;308.0;153.0;190.0;184.0;106.0;679.0;308.0
2094;1147237;14475;15676;0;356965;2175;99556;263;5706;318.0;263.0;148.0;194.0;161.0;78.0;613.0;263.0
2095;1146036;14832;15414;0;355628;2203;100035;265;5903;339.0;265.0;126.0;203.0;190.0;85.0;419.0;265.0
2096;1145454;14467;15478;0;355494;2211;102163;312;6021;354.0;312.0;174.0;233.0;176.0;83.0;671.0;312.0
2097;1144443;14518;15173;0;354613;2160;98767;292;5673;365.0;292.0;155.0;206.0;201.0;95.0;577.0;292.0
2098;1143788;15148;15288;0;355923;2118;99579;286;5868;309.0;286.0;154.0;190.0;161.0;90.0;729.0;286.0
2099;1143648;13941;15057;0;355572;2105;101950;271;5984;371.0;271.0;144.0;187.0;200.0;111.0;577.0;271.0
2100;1142532;14259;14879;0;354684;2046;99222;242;5688;303.0;242.0;128.0;167.0;162.0;88.0;478.0;242.0
2101;1141912;14400;14860;0;355274;2088;99349;288;5752;329.0;288.0;164.0;209.0;173.0;71.0;661.0;288.0
2102;1141452;15742;14563;0;355435;2082;101848;289;5869;351.0;289.0;164.0;204.0;168.0;104.0;687.0;289.0
2103;1142631;13988;14569;0;356201;2093;99624;255;5791;312.0;255.0;144.0;171.0;166.0;86.0;573.0;255.0
2104;1142050;13094;14230;0;357026;2132;99902;256;5814;300.0;256.0;129.0;189.0;157.0;81.0;528.0;256.0
2105;1140914;13853;14196;0;356580;2152;101978;279;6057;324.0;279.0;136.0;213.0;170.0;84.0;562.0;279.0
2106;1140571;13641;14078;0;356025;2154;99736;286;5781;342.0;286.0;139.0;214.0;180.0;95.0;593.0;286.0
2107;1140134;13560;13983;0;356412;2131;99199;254;5801;323.0;254.0;132.0;197.0;167.0;81.0;466.0;254.0
2108;1139711;13841;13842;0;358598;2127;101931;277;5850;335.0;277.0;145.0;207.0;179.0;81.0;585.0;277.0
2109;1139710;12566;13774;0;357754;2063;101214;270;5904;329.0;270.0;144.0;215.0;154.0;86.0;546.0;270.0
2110;1138502;13473;13454;0;358831;2065;99486;244;5732;343.0;244.0;129.0;179.0;172.0;107.0;496.0;244.0
2111;1138521;14451;13570;0;359349;2088;101970;294;5975;325.0;294.0;151.0;206.0;167.0;95.0;617.0;294.0
2112;1139402;13747;13448;0;359338;2053;102098;263;6003;308.0;263.0;153.0;173.0;150.0;95.0;600.0;263.0
2113;1139701;14156;13609;0;358882;2094;99545;294;5804;335.0;294.0;164.0;208.0;174.0;83.0;633.0;294.0
2114;1140248;13926;13230;0;360074;2061;101499;266;5974;315.0;266.0;138.0;183.0;165.0;95.0;614.0;266.0
2115;1140944;14280;13273;0;359686;2069;102718;273;6036;317.0;273.0;152.0;198.0;158.0;82.0;662.0;273.0
2116;1141951;13214;13172;0;360284;2084;99716;285;5830;296.0;285.0;140.0;166.0;181.0;94.0;599.0;285.0
2117;1141993;13502;13143;0;360403;2097;101763;266;6025;335.0;266.0;154.0;186.0;164.0;97.0;555.0;266.0
2118;1142352;14104;13276;0;361566;2090;103057;267;6099;346.0;267.0;157.0;183.0;183.0;90.0;639.0;267.0
2119;1143180;14399;13026;0;360685;2078;100270;252;5776;313.0;252.0;140.0;175.0;169.0;81.0;508.0;252.0
2120;1144553;14641;12993;0;359838;2112;101696;313;5867;316.0;313.0;169.0;174.0;187.0;99.0;608.0;313.0
2121;1146201;13414;12875;0;359450;2091;102149;298;5866;318.0;298.0;159.0;203.0;165.0;89.0;595.0;298.0
2122;1146740;14532;13082;0;358628;2061;100069;262;5830;346.0;262.0;139.0;197.0;175.0;97.0;569.0;262.0
2123;1148190;13103;13012;0;358793;1994;101216;256;5857;318.0;256.0;133.0;212.0;152.0;77.0;629.0;256.0
2124;1148281;13788;13030;0;358585;2005;101851;276;6161;322.0;276.0;153.0;187.0;165.0;93.0;555.0;276.0
2125;1149039;14496;13221;0;359107;1968;100399;249;5872;288.0;249.0;131.0;157.0;165.0;84.0;532.0;249.0
2126;1150314;14177;12985;0;359172;2049;100884;301;5987;323.0;301.0;157.0;198.0;172.0;97.0;552.0;301.0
2127;1151506;13952;13078;0;358280;2028;102135;283;6023;309.0;283.0;148.0;192.0;162.0;90.0;651.0;283.0
2128;1152380;14304;13002;0;357700;2028;100256;259;5897;309.0;259.0;146.0;180.0;154.0;88.0;594.0;259.0
2129;1153682;15838;13003;0;357003;2053;100263;273;5911;304.0;273.0;137.0;176.0;171.0;93.0;530.0;273.0
2130;1156517;13679;13087;0;357063;2047;101842;257;5851;321.0;257.0;152.0;174.0;164.0;88.0;497.0;257.0
2131;1157109;14065;13125;0;357218;2006;100061;272;5945;295.0;272.0;141.0;181.0;156.0;89.0;583.0;272.0
2132;1158049;14477;13465;0;357918;1992;99972;280;5877;344.0;280.0;165.0;188.0;182.0;89.0;680.0;280.0
2133;1159061;14940;13111;0;357003;1960;102074;262;5960;312.0;262.0;136.0;215.0;145.0;78.0;530.0;262.0
2134;1160890;13456;13077;0;355477;1952;99845;268;5885;318.0;268.0;149.0;206.0;151.0;80.0;608.0;268.0
2135;1161269;14014;13050;0;355696;1903;99731;257;5787;300.0;257.0;129.0;172.0;179.0;77.0;533.0;257.0
2136;1162233;13808;13135;0;355782;1931;100890;275;5934;293.0;275.0;142.0;176.0;167.0;83.0;458.0;275.0
2137;1162906;14901;13209;0;355327;1939;100740;270;5980;307.0;270.0;157.0;181.0;159.0;80.0;610.0;270.0
2138;1164598;13996;13103;0;355295;1954;99496;280;5873;323.0;280.0;138.0;167.0;194.0;104.0;546.0;280.0
2139;1165491;13913;13298;0;356657;1907;100484;240;5847;268.0;240.0;118.0;160.0;155.0;75.0;409.0;240.0
2140;1166106;13374;13120;0;356313;1948;101402;252;5871;294.0;252.0;143.0;189.0;141.0;73.0;636.0;252.0
2141;1166360;13220;13092;0;357052;1944;100011;287;5923;308.0;287.0;146.0;184.0;186.0;79.0;600.0;287.0
2142;1166488;13498;13140;0;356768;1987;100453;284;5893;305.0;284.0;142.0;176.0;171.0;100.0;567.0;284.0
2143;1166846;13412;13138;0;356020;1986;101739;262;6074;313.0;262.0;145.0;184.0;159.0;87.0;624.0;262.0
2144;1167120;13661;13052;0;356260;1998;99191;291;5713;275.0;291.0;167.0;154.0;161.0;84.0;686.0;291.0
2145;1167729;13603;13293;0;357816;2076;101030;270;6029;326.0;270.0;156.0;177.0;166.0;97.0;636.0;270.0
2146;1168039;14281;13358;0;358490;2072;102181;279;5966;312.0;279.0;154.0;178.0;168.0;91.0;683.0;279.0
2147;1168962;15054;13307;0;360022;2043;99463;264;5814;300.0;264.0;152.0;184.0;145.0;83.0;546.0;264.0
2148;1170709;13741;13481;0;361106;2078;102671;283;6024;305.0;283.0;156.0;184.0;159.0;89.0;548.0;283.0
2149;1170969;14476;13122;0;360884;2048;103017;288;6078;348.0;288.0;153.0;208.0;168.0;107.0;531.0;288.0
2150;1172323;14738;13168;0;360314;2011;99776;281;5786;309.0;281.0;152.0;183.0;179.0;76.0;534.0;281.0
2151;1173893;13304;13168;0;360571;1969;102262;251;6020;319.0;251.0;132.0;177.0;172.0;89.0;480.0;251.0
2152;1174029;14819;13228;0;361900;1982;103239;277;5976;277.0;277.0;151.0;182.0;154.0;67.0;668.0;277.0
2153;1175620;14105;13208;0;362182;1974;100719;261;5831;300.0;261.0;132.0;178.0;169.0;82.0;569.0;261.0
2154;1176517;13785;13092;0;362337;2016;102303;295;5939;322.0;295.0;158.0;192.0;166.0;101.0;637.0;295.0
2155;1177210;14164;13089;0;362609;1954;103430;268;6146;325.0;268.0;159.0;200.0;145.0;89.0;643.0;268.0
2156;1178285;14486;13188;0;361863;1941;101164;292;5912;269.0;292.0;148.0;187.0;158.0;68.0;572.0;292.0
2157;1179583;15213;13105;0;362032;1969;102127;292;6078;312.0;292.0;168.0;180.0;169.0;87.0;754.0;292.0
2158;1181691;13470;13338;0;362021;1991;103149;294;6006;315.0;294.0;155.0;192.0;166.0;96.0;643.0;294.0
2159;1181823;14177;13090;0;361969;1956;101154;250;5885;285.0;250.0;142.0;175.0;148.0;70.0;533.0;250.0
2160;1182910;13558;13026;0;361331;1993;101234;296;6064;315.0;296.0;145.0;202.0;165.0;99.0;578.0;296.0
2161;1183442;13107;13229;0;362303;1972;103080;305;5998;291.0;305.0;160.0;184.0;169.0;83.0;614.0;305.0
2162;1183320;15054;13255;0;361210;1974;102171;259;6149;302.0;259.0;150.0;162.0;167.0;82.0;597.0;259.0
2163;1185119;14962;13251;0;361832;1988;100965;289;5975;279.0;289.0;149.0;155.0;191.0;73.0;583.0;289.0
2164;1186830;14149;12973;0;362133;2036;103281;256;6091;296.0;256.0;127.0;184.0;147.0;94.0;499.0;256.0
2165;1188006;14086;13085;0;361750;2029;102350;284;6027;321.0;284.0;149.0;183.0;182.0;91.0;528.0;284.0
2166;1189007;14076;12958;0;360843;1999;101195;276;5889;317.0;276.0;141.0;177.0;179.0;96.0;550.0;276.0
2167;1190125;14289;13177;0;360048;2016;101995;300;5916;321.0;300.0;152.0;196.0;178.0;95.0;593.0;300.0
2168;1191237;14410;13078;0;360533;2012;101791;281;5889;303.0;281.0;157.0;179.0;165.0;83.0;601.0;281.0
2169;1192569;14848;13104;0;361301;1974;101287;265;6007;301.0;265.0;140.0;183.0;151.0;92.0;530.0;265.0
2170;1194313;14484;12911;0;360786;2001;102083;251;5983;299.0;251.0;141.0;198.0;134.0;77.0;488.0;251.0
2171;1195886;13460;13161;0;359648;2039;102534;285;5990;327.0;285.0;143.0;191.0;180.0;98.0;548.0;285.0
2172;1196185;13157;12926;0;360041;2014;100557;285;5964;309.0;285.0;155.0;184.0;166.0;89.0;622.0;285.0
2173;1196416;14751;13023;0;358607;2006;101567;295;6001;300.0;295.0;157.0;178.0;165.0;95.0;567.0;295.0
2174;1198144;14473;12926;0;357709;2048;102497;318;6017;316.0;318.0;162.0;189.0;179.0;104.0;632.0;318.0
2175;1199691;13484;12920;0;358772;2020;99428;274;5904;301.0;274.0;159.0;184.0;142.0;90.0;474.0;274.0
2176;1200255;13878;13114;0;359550;2007;101731;312;6038;311.0;312.0;171.0;207.0;164.0;81.0;669.0;312.0
2177;1201019;13402;13012;0;359369;2009;102761;292;6058;293.0;292.0;161.0;180.0;169.0;75.0;582.0;292.0
2178;1201409;15334;12863;0;358402;1990;99858;281;5981;310.0;281.0;150.0;184.0;162.0;95.0;578.0;281.0
2179;1203880;13870;12658;0;360103;1967;101718;257;5962;329.0;257.0;137.0;186.0;178.0;85.0;506.0;257.0
2180;1205092;12930;12661;0;359874;1913;103280;280;6037;280.0;280.0;154.0;188.0;149.0;69.0;639.0;280.0
2181;1205361;13792;12550;0;359245;1968;99526;266;5941;301.0;266.0;121.0;176.0;173.0;97.0;568.0;266.0
2182;1206603;13491;12707;0;360161;1962;101465;318;6105;294.0;318.0;164.0;172.0;183.0;93.0;638.0;318.0
2183;1207387;14812;12747;0;361041;1915;103620;290;6178;284.0;290.0;165.0;178.0;155.0;76.0;647.0;290.0
2184;1209452;14299;12674;0;361178;1909;100420;255;5842;301.0;255.0;140.0;187.0;147.0;82.0;608.0;255.0
2185;1211077;12892;12885;0;362145;1941;101474;260;5920;310.0;260.0;139.0;179.0;168.0;84.0;493.0;260.0
2186;1211084;13837;12931;0;363462;1941;103662;274;6023;273.0;274.0;136.0;148.0;183.0;80.0;567.0;274.0
2187;1211990;13366;12698;0;362925;1922;101605;282;6043;285.0;282.0;150.0;168.0;164.0;85.0;659.0;282.0
2188;1212658;14381;12895;0;363568;1879;102332;273;5955;284.0;273.0;150.0;147.0;171.0;89.0;566.0;273.0
2189;1214144;14692;12976;0;362359;1929;103231;268;6059;291.0;268.0;138.0;175.0;164.0;82.0;571.0;268.0
2190;1215860;14986;13012;0;361715;1942;101502;270;5875;321.0;270.0;148.0;199.0;168.0;76.0;546.0;270.0
2191;1217834;13598;13070;0;361107;1928;101319;269;5889;274.0;269.0;131.0;176.0;149.0;87.0;544.0;269.0
2192;1218362;13191;13149;0;360969;1964;102764;258;6070;284.0;258.0;146.0;157.0;152.0;87.0;619.0;258.0
2193;1218404;14211;13108;0;361621;1982;100499;284;5940;310.0;284.0;162.0;186.0;155.0;91.0;669.0;284.0
2194;1219507;14566;13276;0;361647;1978;102089;255;5897;296.0;255.0;148.0;177.0;141.0;85.0;647.0;255.0
2195;1220797;14000;13379;0;361881;1975;103572;294;6066;305.0;294.0;146.0;192.0;169.0;92.0;606.0;294.0
2196;1221418;14940;13484;0;362259;1965;100495;267;5746;304.0;267.0;140.0;187.0;150.0;94.0;531.0;267.0
2197;1222874;14979;13523;0;362804;1982;102458;281;5995;311.0;281.0;163.0;176.0;172.0;81.0;673.0;281.0
2198;1224330;13736;13506;0;362400;1968;103718;306;6127;294.0;306.0;161.0;177.0;170.0;92.0;642.0;306.0
2199;1224560;12991;13714;0;363030;2026;100533;283;5945;300.0;283.0;160.0;183.0;151.0;89.0;588.0;283.0
2200;1223837;14461;13580;0;363729;2023;102564;262;5922;320.0;262.0;144.0;179.0;162.0;97.0;650.0;262.0
2201;1224718;13919;13573;0;362438;2011;104320;253;6165;296.0;253.0;106.0;199.0;155.0;89.0;410.0;253.0
2202;1225064;14649;13641;0;362902;1984;100489;251;5774;291.0;251.0;135.0;183.0;132.0;92.0;614.0;251.0
2203;1226072;13777;13580;0;362771;2017;102670;236;6053;345.0;236.0;136.0;196.0;147.0;102.0;582.0;236.0
2204;1226269;12360;13864;0;362715;2018;104071;260;5997;317.0;260.0;141.0;196.0;159.0;81.0;527.0;260.0
2205;1224765;13579;13921;0;362033;2034;100379;262;5845;350.0;262.0;151.0;199.0;158.0;104.0;599.0;262.0
2206;1224423;13757;13766;0;362148;2020;103246;291;6115;281.0;291.0;147.0;156.0;173.0;96.0;572.0;291.0
2207;1224414;13262;13686;0;363260;2030;102697;287;5983;303.0;287.0;152.0;176.0;180.0;82.0;591.0;287.0
2208;1223990;13347;14097;0;362298;2042;101287;270;5897;315.0;270.0;153.0;187.0;151.0;94.0;598.0;270.0
2209;1223240;13895;14129;0;362340;2077;103138;308;5938;326.0;308.0;175.0;167.0;174.0;118.0;637.0;308.0
2210;1223006;13564;13809;0;361953;1986;102970;279;5933;298.0;279.0;160.0;206.0;135.0;76.0;612.0;279.0
2211;1222761;14626;13924;0;361165;2036;100358;250;5826;309.0;250.0;121.0;183.0;168.0;87.0;482.0;250.0
2212;1223463;12467;13921;0;361711;2057;102437;288;6145;335.0;288.0;157.0;193.0;176.0;97.0;692.0;288.0
2213;1222009;14018;13980;0;362339;2020;103716;329;6278;303.0;329.0;176.0;168.0;186.0;102.0;784.0;329.0
2214;1222047;14254;14094;0;362863;1951;100760;280;5892;305.0;280.0;136.0;187.0;153.0;109.0;553.0;280.0
2215;1222207;13858;13949;0;363953;1946;102810;279;6160;317.0;279.0;146.0;184.0;179.0;87.0;606.0;279.0
2216;1222116;13816;14030;0;364605;1942;104038;296;6239;309.0;296.0;164.0;173.0;174.0;94.0;630.0;296.0
2217;1221902;13656;13905;0;365294;1904;101498;268;6073;282.0;268.0;144.0;173.0;147.0;86.0;682.0;268.0
2218;1221653;12926;14059;0;366109;1921;103600;277;6014;281.0;277.0;129.0;160.0;162.0;107.0;566.0;277.0
2219;1220520;14138;13780;0;367166;1970;104242;267;6090;298.0;267.0;128.0;177.0;171.0;89.0;477.0;267.0
2220;1220878;13973;14240;0;367284;1945;103211;272;6194;285.0;272.0;140.0;166.0;167.0;84.0;601.0;272.0
2221;1220611;13481;14044;0;366686;1989;103835;294;6232;311.0;294.0;157.0;191.0;171.0;86.0;595.0;294.0
2222;1220048;14444;14079;0;365132;1955;103609;277;6050;280.0;277.0;144.0;175.0;145.0;93.0;649.0;277.0
