Year;x;q(x);l(x);d(x);L(x);T(x);e(x);D(x);M(x);A(x);N(x);a(x);12a(x)
1900;0;0.119694;100000;11969;92047;5828460;58.28;100000;36171;0.3617;2838981;28.3898;335.18
1900;1;0.030606;88031;2694;86683;5736413;65.16;86051;24471;0.2844;2738981;31.8296;376.46
1900;2;0.014885;85336;1270;84701;5649730;66.21;81542;21897;0.2685;2652930;32.5344;384.91
1900;3;0.010107;84066;850;83641;5565029;66.20;78523;20710;0.2637;2571388;32.7471;387.47
1900;4;0.008224;83216;684;82874;5481387;65.87;75981;19935;0.2624;2492865;32.8089;388.21
1900;5;0.005853;82532;483;82291;5398513;65.41;73662;19324;0.2623;2416884;32.8104;388.22
1900;6;0.004284;82049;351;81873;5316222;64.79;71585;18902;0.2641;2343221;32.7336;387.30
1900;7;0.003062;81698;250;81572;5234349;64.07;69675;18602;0.2670;2271637;32.6031;385.74
1900;8;0.002316;81447;189;81353;5152777;63.27;67900;18394;0.2709;2201961;32.4293;383.65
1900;9;0.001858;81259;151;81183;5071423;62.41;66220;18240;0.2754;2134061;32.2268;381.22
1900;10;0.002028;81108;164;81026;4990240;61.53;64611;18120;0.2804;2067841;32.0045;378.55
1900;11;0.001975;80943;160;80863;4909215;60.65;63030;17992;0.2854;2003230;31.7821;375.88
1900;12;0.001947;80783;157;80705;4828351;59.77;61491;17870;0.2906;1940200;31.5523;373.13
1900;13;0.002275;80626;183;80534;4747647;58.88;59992;17753;0.2959;1878708;31.3160;370.29
1900;14;0.002329;80443;187;80349;4667112;58.02;58510;17620;0.3011;1818716;31.0840;367.51
1900;15;0.002558;80255;205;80153;4586763;57.15;57061;17487;0.3065;1760207;30.8478;364.67
1900;16;0.003039;80050;243;79928;4506610;56.30;55635;17344;0.3117;1703146;30.6126;361.85
1900;17;0.003640;79807;290;79662;4426682;55.47;54219;17179;0.3168;1647510;30.3860;359.13
1900;18;0.007850;79516;624;79204;4347020;54.67;52807;16986;0.3217;1593291;30.1717;356.56
1900;19;0.005175;78892;408;78688;4267816;54.10;51215;16580;0.3237;1540483;30.0788;355.45
1900;20;0.005348;78484;420;78274;4189128;53.38;49804;16321;0.3277;1489268;29.9023;353.33
1900;21;0.004577;78064;357;77886;4110854;52.66;48424;16061;0.3317;1439464;29.7260;351.21
1900;22;0.004674;77707;363;77525;4032968;51.90;47119;15844;0.3363;1391040;29.5219;348.76
1900;23;0.004788;77344;370;77159;3955443;51.14;45844;15629;0.3409;1343921;29.3149;346.28
1900;24;0.004711;76973;363;76792;3878284;50.38;44599;15415;0.3456;1298076;29.1055;343.77
1900;25;0.004765;76611;365;76428;3801492;49.62;43391;15209;0.3505;1253477;28.8880;341.16
1900;26;0.004865;76246;371;76060;3725064;48.86;42213;15007;0.3555;1210086;28.6660;338.49
1900;27;0.004577;75875;347;75701;3649004;48.09;41063;14806;0.3606;1167873;28.4407;335.79
1900;28;0.004717;75527;356;75349;3573303;47.31;39956;14623;0.3660;1126810;28.2009;332.91
1900;29;0.004758;75171;358;74992;3497953;46.53;38874;14438;0.3714;1086853;27.9584;330.00
1900;30;0.004446;74814;333;74647;3422961;45.75;37819;14258;0.3770;1047979;27.7103;327.02
1900;31;0.004473;74481;333;74314;3348314;44.96;36804;14093;0.3829;1010160;27.4467;323.86
1900;32;0.004323;74148;321;73988;3273999;44.16;35816;13932;0.3890;973356;27.1765;320.62
1900;33;0.004259;73827;314;73670;3200012;43.34;34859;13781;0.3953;937540;26.8948;317.24
1900;34;0.004365;73513;321;73352;3126342;42.53;33931;13636;0.4019;902680;26.6037;313.74
1900;35;0.004580;73192;335;73024;3052989;41.71;33023;13491;0.4085;868750;26.3074;310.19
1900;36;0.004935;72857;360;72677;2979965;40.90;32133;13343;0.4153;835727;26.0086;306.60
1900;37;0.004822;72497;350;72322;2907288;40.10;31255;13188;0.4219;803594;25.7107;303.03
1900;38;0.004511;72148;325;71985;2834966;39.29;30405;13041;0.4289;772339;25.4015;299.32
1900;39;0.004481;71822;322;71661;2762981;38.47;29588;12907;0.4362;741933;25.0759;295.41
1900;40;0.004596;71500;329;71336;2691319;37.64;28793;12777;0.4438;712346;24.7405;291.39
1900;41;0.004690;71172;334;71005;2619983;36.81;28016;12648;0.4514;683553;24.3987;287.28
1900;42;0.004763;70838;337;70669;2548979;35.98;27258;12519;0.4593;655537;24.0496;283.10
1900;43;0.005031;70501;355;70323;2478309;35.15;26518;12392;0.4673;628279;23.6926;278.81
1900;44;0.005052;70146;354;69969;2407986;34.33;25791;12262;0.4754;601762;23.3319;274.48
1900;45;0.005256;69791;367;69608;2338018;33.50;25084;12135;0.4838;575970;22.9615;270.04
1900;46;0.005389;69425;374;69238;2268409;32.67;24391;12006;0.4922;550886;22.5854;265.52
1900;47;0.005750;69051;397;68852;2199172;31.85;23714;11877;0.5008;526495;22.2015;260.92
1900;48;0.005914;68653;406;68450;2130320;31.03;23048;11744;0.5095;502780;21.8146;256.27
1900;49;0.006282;68247;429;68033;2061869;30.21;22396;11611;0.5184;479732;21.4200;251.54
1900;50;0.006564;67819;445;67596;1993836;29.40;21755;11473;0.5274;457336;21.0217;246.76
1900;51;0.007273;67374;490;67129;1926240;28.59;21127;11334;0.5365;435581;20.6175;241.91
1900;52;0.007646;66884;511;66628;1859112;27.80;20502;11183;0.5455;414454;20.2158;237.09
1900;53;0.008052;66372;534;66105;1792484;27.01;19887;11030;0.5546;393952;19.8092;232.21
1900;54;0.008066;65838;531;65572;1726379;26.22;19284;10874;0.5639;374065;19.3980;227.28
1900;55;0.008371;65307;547;65033;1660807;25.43;18698;10722;0.5734;354781;18.9742;222.19
1900;56;0.009140;64760;592;64464;1595774;24.64;18125;10569;0.5831;336083;18.5428;217.01
1900;57;0.009898;64168;635;63851;1531310;23.86;17555;10407;0.5928;317958;18.1118;211.84
1900;58;0.010381;63533;660;63203;1467459;23.10;16991;10237;0.6025;300403;17.6804;206.66
1900;59;0.011077;62873;696;62525;1404256;22.33;16436;10064;0.6123;283412;17.2431;201.42
1900;60;0.012372;62177;769;61792;1341731;21.58;15889;9886;0.6222;266976;16.8028;196.13
1900;61;0.013309;61408;817;60999;1279938;20.84;15339;9694;0.6320;251087;16.3688;190.93
1900;62;0.014744;60590;893;60144;1218939;20.12;14795;9495;0.6418;235748;15.9343;185.71
1900;63;0.016061;59697;959;59218;1158796;19.41;14249;9281;0.6514;220953;15.5064;180.58
1900;64;0.016735;58738;983;58247;1099578;18.72;13705;9058;0.6609;206704;15.0823;175.49
1900;65;0.017936;57755;1036;57237;1041331;18.03;13173;8834;0.6706;192999;14.6514;170.32
1900;66;0.019490;56719;1105;56167;984094;17.35;12646;8603;0.6803;179826;14.2204;165.15
1900;67;0.020807;55614;1157;55035;927927;16.69;12120;8362;0.6899;167180;13.7933;160.02
1900;68;0.021649;54457;1179;53867;872892;16.03;11601;8115;0.6995;155060;13.3657;154.89
1900;69;0.022958;53278;1223;52666;819025;15.37;11095;7870;0.7093;143459;12.9300;149.66
1900;70;0.025127;52055;1308;51401;766358;14.72;10597;7621;0.7192;132364;12.4912;144.39
1900;71;0.027366;50747;1389;50052;714958;14.09;10098;7360;0.7289;121767;12.0585;139.20
1900;72;0.030269;49358;1494;48611;664905;13.47;9601;7090;0.7385;111669;11.6311;134.07
1900;73;0.032292;47864;1546;47091;616294;12.88;9101;6806;0.7479;102068;11.2151;129.08
1900;74;0.034185;46318;1583;45527;569203;12.29;8609;6519;0.7572;92967;10.7988;124.09
1900;75;0.036280;44735;1623;43923;523677;11.71;8128;6231;0.7667;84358;10.3789;119.05
1900;76;0.039353;43112;1697;42264;479753;11.13;7657;5943;0.7762;76230;9.9559;113.97
1900;77;0.042182;41415;1747;40542;437490;10.56;7190;5648;0.7856;68573;9.5372;108.95
1900;78;0.046273;39668;1836;38751;396948;10.01;6732;5352;0.7950;61383;9.1181;103.92
1900;79;0.049544;37833;1874;36896;358197;9.47;6276;5047;0.8042;54651;8.7078;98.99
1900;80;0.056195;35958;2021;34948;321302;8.94;5831;4743;0.8135;48375;8.2961;94.05
1900;81;0.060105;33938;2040;32918;286354;8.44;5380;4423;0.8222;42544;7.9083;89.40
1900;82;0.064534;31898;2058;30869;253436;7.95;4943;4107;0.8309;37164;7.5191;84.73
1900;83;0.072905;29839;2175;28752;222567;7.46;4520;3795;0.8397;32222;7.1291;80.05
1900;84;0.079789;27664;2207;26560;193816;7.01;4096;3473;0.8479;27702;6.7632;75.66
1900;85;0.088881;25457;2263;24325;167255;6.57;3684;3154;0.8560;23606;6.4069;71.38
1900;86;0.096605;23194;2241;22074;142930;6.16;3281;2834;0.8635;19922;6.0709;67.35
1900;87;0.106387;20953;2229;19839;120856;5.77;2898;2524;0.8709;16640;5.7422;63.41
1900;88;0.119683;18724;2241;17604;101017;5.40;2531;2222;0.8779;13742;5.4289;59.65
1900;89;0.126896;16483;2092;15437;83414;5.06;2178;1926;0.8843;11211;5.1467;56.26
1900;90;0.137178;14392;1974;13405;67976;4.72;1859;1656;0.8908;9033;4.8586;52.80
1900;91;0.148638;12417;1846;11495;54572;4.39;1568;1407;0.8971;7174;4.5749;49.40
1900;92;0.160066;10572;1692;9726;43077;4.07;1305;1179;0.9034;5606;4.2957;46.05
1900;93;0.184228;8880;1636;8062;33352;3.76;1071;975;0.9098;4301;4.0140;42.67
1900;94;0.200213;7244;1450;6519;25290;3.49;854;782;0.9150;3229;3.7796;39.86
1900;95;0.220064;5793;1275;5156;18772;3.24;668;615;0.9201;2375;3.5553;37.16
1900;96;0.238509;4518;1078;3980;13616;3.01;509;471;0.9246;1707;3.3517;34.72
1900;97;0.259913;3441;894;2994;9636;2.80;379;352;0.9290;1198;3.1593;32.41
1900;98;0.278808;2546;710;2191;6642;2.61;274;256;0.9329;819;2.9848;30.32
1900;99;0.306779;1836;563;1555;4451;2.42;193;181;0.9367;544;2.8154;28.28
1900;100;0.329134;1273;419;1064;2896;2.27;131;123;0.9398;351;2.6790;26.65
1900;101;0.344756;854;294;707;1832;2.15;86;81;0.9424;220;2.5603;25.22
1900;102;0.371185;560;208;456;1126;2.01;55;52;0.9452;134;2.4360;23.73
1900;103;0.393010;352;138;283;670;1.90;34;32;0.9475;79;2.3361;22.53
1900;104;0.399179;214;85;171;387;1.81;20;19;0.9494;45;2.2519;21.52
1900;105;0.435064;128;56;100;216;1.68;12;11;0.9521;25;2.1316;20.08
1900;106;0.453029;73;33;56;116;1.60;7;6;0.9539;13;2.0491;19.09
1900;107;0.473645;40;19;30;60;1.50;3;3;0.9559;7;1.9620;18.04
1900;108;0.511986;21;11;16;29;1.41;2;2;0.9580;3;1.8698;16.94
1900;109;0.509540;10;5;8;14;1.36;1;1;0.9590;2;1.8233;16.38
1900;110;0.547629;5;3;4;6;1.24;0;0;0.9614;1;1.7172;15.11
1900;111;0.589954;2;1;2;3;1.14;0;0;0.9635;0;1.6220;13.96
1900;112;0.616893;1;1;1;1;1.07;0;0;0.9651;0;1.5517;13.12
1900;113;0.655277;0;0;0;0;0.99;0;0;0.9669;0;1.4732;12.18
1900;114;0.686813;0;0;0;0;0.92;0;0;0.9684;0;1.4042;11.35
1900;115;0.743516;0;0;0;0;0.83;0;0;0.9703;0;1.3203;10.34
1900;116;0.766268;0;0;0;0;0.79;0;0;0.9713;0;1.2774;9.83
1900;117;0.811829;0;0;0;0;0.72;0;0;0.9727;0;1.2141;9.07
1900;118;0.850110;0;0;0;0;0.67;0;0;0.9738;0;1.1637;8.46
1900;119;0.887826;0;0;0;0;0.62;0;0;0.9749;0;1.1175;7.91
1901;0;0.104258;100000;10426;93031;5971364;59.71;100000;34806;0.3481;2899697;28.9970;342.46
1901;1;0.030162;89574;2702;88223;5878333;65.63;87560;24615;0.2811;2799697;31.9745;378.19
1901;2;0.013924;86872;1210;86268;5790109;66.65;83010;22033;0.2654;2712137;32.6724;386.57
1901;3;0.010302;85663;883;85222;5703842;66.58;80014;20904;0.2612;2629127;32.8584;388.80
1901;4;0.007662;84780;650;84456;5618620;66.27;77409;20098;0.2596;2549113;32.9304;389.66
1901;5;0.005989;84131;504;83879;5534165;65.78;75089;19518;0.2599;2471704;32.9170;389.50
1901;6;0.004142;83627;346;83454;5450286;65.17;72961;19078;0.2615;2396615;32.8478;388.67
1901;7;0.002928;83280;244;83159;5366832;64.44;71025;18783;0.2645;2323653;32.7158;387.09
1901;8;0.002114;83037;176;82949;5283674;63.63;69225;18580;0.2684;2252628;32.5405;384.99
1901;9;0.002015;82861;167;82778;5200725;62.76;67526;18437;0.2730;2183403;32.3343;382.51
1901;10;0.001842;82694;152;82618;5117947;61.89;65875;18304;0.2779;2115877;32.1197;379.94
1901;11;0.001765;82542;146;82469;5035329;61.00;64275;18185;0.2829;2050002;31.8942;377.23
1901;12;0.002106;82396;174;82309;4952860;60.11;62719;18074;0.2882;1985727;31.6607;374.43
1901;13;0.002125;82223;175;82135;4870551;59.24;61180;17945;0.2933;1923008;31.4321;371.68
1901;14;0.002279;82048;187;81954;4788415;58.36;59677;17818;0.2986;1861828;31.1983;368.88
1901;15;0.002660;81861;218;81752;4706461;57.49;58203;17685;0.3039;1802151;30.9634;366.06
1901;16;0.003252;81643;266;81510;4624709;56.65;56743;17534;0.3090;1743948;30.7344;363.31
1901;17;0.006855;81378;558;81099;4543198;55.83;55287;17353;0.3139;1687206;30.5175;360.71
1901;18;0.004701;80820;380;80630;4462100;55.21;53673;16983;0.3164;1631919;30.4048;359.36
1901;19;0.004825;80440;388;80246;4381470;54.47;52220;16736;0.3205;1578246;30.2232;357.18
1901;20;0.004234;80052;339;79882;4301224;53.73;50799;16490;0.3246;1526027;30.0403;354.98
1901;21;0.004455;79713;355;79535;4221342;52.96;49447;16280;0.3292;1475227;29.8345;352.51
1901;22;0.004703;79358;373;79171;4141807;52.19;48120;16064;0.3338;1425780;29.6297;350.06
1901;23;0.004736;78984;374;78797;4062636;51.44;46817;15843;0.3384;1377660;29.4266;347.62
1901;24;0.004752;78610;374;78424;3983838;50.68;45548;15626;0.3431;1330843;29.2188;345.13
1901;25;0.004795;78237;375;78049;3905415;49.92;44312;15415;0.3479;1285296;29.0056;342.57
1901;26;0.004548;77862;354;77685;3827365;49.16;43108;15207;0.3528;1240984;28.7878;339.95
1901;27;0.004691;77508;364;77326;3749681;48.38;41947;15015;0.3580;1197876;28.5568;337.18
1901;28;0.004707;77144;363;76962;3672355;47.60;40812;14823;0.3632;1155929;28.3235;334.38
1901;29;0.004366;76781;335;76613;3595392;46.83;39706;14635;0.3686;1115117;28.0841;331.51
1901;30;0.004329;76446;331;76280;3518779;46.03;38644;14466;0.3743;1075411;27.8285;328.44
1901;31;0.004186;76115;319;75956;3442499;45.23;37612;14302;0.3803;1036767;27.5649;325.28
1901;32;0.004098;75796;311;75641;3366543;44.42;36612;14148;0.3864;999155;27.2901;321.98
1901;33;0.004170;75486;315;75328;3290902;43.60;35642;14002;0.3928;962542;27.0055;318.57
1901;34;0.004314;75171;324;75009;3215574;42.78;34696;13856;0.3994;926900;26.7150;315.08
1901;35;0.004648;74847;348;74673;3140565;41.96;33769;13710;0.4060;892204;26.4204;311.55
1901;36;0.004594;74499;342;74328;3065893;41.15;32857;13557;0.4126;858435;26.1265;308.02
1901;37;0.004307;74156;319;73997;2991565;40.34;31971;13409;0.4194;825578;25.8231;304.38
1901;38;0.004293;73837;317;73678;2917568;39.51;31117;13275;0.4266;793607;25.5038;300.55
1901;39;0.004310;73520;317;73362;2843890;38.68;30287;13144;0.4340;762490;25.1755;296.61
1901;40;0.004360;73203;319;73044;2770528;37.85;29478;13016;0.4416;732203;24.8386;292.56
1901;41;0.004468;72884;326;72721;2697485;37.01;28690;12891;0.4493;702725;24.4937;288.42
1901;42;0.004737;72558;344;72386;2624764;36.17;27920;12765;0.4572;674035;24.1419;284.20
1901;43;0.004814;72215;348;72041;2552377;35.34;27163;12636;0.4652;646115;23.7869;279.94
1901;44;0.004906;71867;353;71691;2480337;34.51;26424;12508;0.4734;618952;23.4237;275.58
1901;45;0.004995;71514;357;71336;2408646;33.68;25703;12382;0.4817;592528;23.0526;271.13
1901;46;0.005308;71157;378;70968;2337310;32.85;25000;12256;0.4902;566825;22.6730;266.58
1901;47;0.005461;70779;387;70586;2266342;32.02;24308;12126;0.4989;541825;22.2898;261.98
1901;48;0.005877;70393;414;70186;2195756;31.19;23632;11997;0.5076;517517;21.8991;257.29
1901;49;0.006064;69979;424;69767;2125570;30.37;22965;11861;0.5165;493885;21.5062;252.57
1901;50;0.006618;69555;460;69325;2055803;29.56;22312;11725;0.5255;470920;21.1058;247.77
1901;51;0.007052;69095;487;68851;1986478;28.75;21666;11580;0.5345;448608;20.7052;242.96
1901;52;0.007511;68607;515;68350;1917627;27.95;21030;11431;0.5436;426941;20.3016;238.12
1901;53;0.007651;68092;521;67832;1849277;27.16;20403;11277;0.5527;405911;19.8950;233.24
1901;54;0.007785;67571;526;67308;1781446;26.36;19791;11124;0.5621;385509;19.4786;228.24
1901;55;0.008373;67045;561;66764;1714138;25.57;19196;10973;0.5717;365717;19.0519;223.12
1901;56;0.009145;66484;608;66180;1647374;24.78;18607;10816;0.5813;346521;18.6230;217.98
1901;57;0.009551;65876;629;65561;1581194;24.00;18022;10650;0.5909;327914;18.1948;212.84
1901;58;0.010183;65247;664;64914;1515633;23.23;17449;10482;0.6007;309892;17.7599;207.62
1901;59;0.011139;64582;719;64222;1450718;22.46;16883;10308;0.6106;292443;17.3217;202.36
1901;60;0.011964;63863;764;63481;1386496;21.71;16320;10124;0.6204;275560;16.8852;197.12
1901;61;0.013457;63099;849;62674;1323015;20.97;15762;9933;0.6302;259240;16.4473;191.87
1901;62;0.014923;62250;929;61785;1260341;20.25;15200;9726;0.6399;243478;16.0182;186.72
1901;63;0.015669;61321;961;60840;1198556;19.55;14637;9504;0.6493;228278;15.5963;181.66
1901;64;0.016561;60360;1000;59860;1137716;18.85;14083;9280;0.6589;213642;15.1698;176.54
1901;65;0.017795;59360;1056;58832;1077856;18.16;13539;9052;0.6686;199558;14.7398;171.38
1901;66;0.019067;58304;1112;57748;1019024;17.48;12999;8817;0.6783;186019;14.3104;166.23
1901;67;0.019816;57192;1133;56626;961276;16.81;12464;8574;0.6879;173021;13.8812;161.07
1901;68;0.020841;56059;1168;55475;904650;16.14;11943;8333;0.6977;160556;13.4439;155.83
1901;69;0.022714;54891;1247;54267;849176;15.47;11431;8090;0.7077;148614;13.0011;150.51
1901;70;0.024771;53644;1329;52979;794908;14.82;10920;7836;0.7176;137183;12.5625;145.25
1901;71;0.027428;52315;1435;51598;741929;14.18;10410;7571;0.7273;126263;12.1288;140.05
1901;72;0.029205;50880;1486;50137;690332;13.57;9897;7292;0.7368;115853;11.7059;134.97
1901;73;0.030980;49394;1530;48629;640194;12.96;9392;7010;0.7464;105956;11.2816;129.88
1901;74;0.032878;47864;1574;47077;591565;12.36;8896;6725;0.7560;96564;10.8543;124.75
1901;75;0.035562;46290;1646;45467;544488;11.76;8410;6439;0.7656;87667;10.4237;119.58
1901;76;0.038150;44644;1703;43792;499021;11.18;7929;6147;0.7753;79257;9.9959;114.45
1901;77;0.041855;42941;1797;42042;455229;10.60;7455;5851;0.7849;71328;9.5678;109.31
1901;78;0.044799;41144;1843;40222;413186;10.04;6982;5546;0.7943;63873;9.1477;104.27
1901;79;0.050805;39300;1997;38302;372964;9.49;6520;5241;0.8038;56891;8.7261;99.21
1901;80;0.054322;37304;2026;36291;334662;8.97;6049;4917;0.8128;50371;8.3268;94.42
1901;81;0.058406;35277;2060;34247;298372;8.46;5592;4596;0.8218;44322;7.9259;89.61
1901;82;0.065886;33217;2189;32123;264124;7.95;5147;4276;0.8308;38730;7.5246;84.80
1901;83;0.071971;31028;2233;29912;232002;7.48;4700;3945;0.8393;33583;7.1455;80.25
1901;84;0.080291;28795;2312;27639;202090;7.02;4264;3614;0.8477;28883;6.7744;75.79
1901;85;0.087537;26483;2318;25324;174451;6.59;3833;3280;0.8556;24619;6.4229;71.57
1901;86;0.096396;24165;2329;23000;149126;6.17;3419;2952;0.8633;20786;6.0799;67.46
1901;87;0.108336;21836;2366;20653;126126;5.78;3020;2629;0.8707;17367;5.7511;63.51
1901;88;0.114895;19470;2237;18352;105473;5.42;2632;2310;0.8774;14348;5.4509;59.91
1901;89;0.124483;17233;2145;16160;87122;5.06;2277;2014;0.8843;11715;5.1443;56.23
1901;90;0.135202;15088;2040;14068;70961;4.70;1949;1737;0.8911;9438;4.8424;52.61
1901;91;0.146038;13048;1905;12095;56894;4.36;1648;1479;0.8978;7489;4.5453;49.04
1901;92;0.168319;11142;1875;10205;44798;4.02;1375;1244;0.9045;5841;4.2471;45.47
1901;93;0.183302;9267;1699;8418;34594;3.73;1118;1018;0.9102;4466;3.9941;42.43
1901;94;0.202681;7568;1534;6801;26176;3.46;893;817;0.9157;3348;3.7504;39.50
1901;95;0.220935;6034;1333;5368;19375;3.21;696;641;0.9207;2455;3.5289;36.85
1901;96;0.242065;4701;1138;4132;14007;2.98;530;490;0.9253;1759;3.3207;34.35
1901;97;0.261376;3563;931;3097;9875;2.77;393;365;0.9296;1230;3.1323;32.09
1901;98;0.289414;2632;762;2251;6777;2.58;283;265;0.9336;837;2.9532;29.94
1901;99;0.310504;1870;581;1580;4526;2.42;197;184;0.9368;554;2.8120;28.24
1901;100;0.325241;1289;419;1080;2947;2.29;133;125;0.9396;357;2.6884;26.76
1901;101;0.350174;870;305;718;1867;2.15;88;82;0.9424;224;2.5598;25.22
1901;102;0.370764;565;210;461;1149;2.03;56;53;0.9448;137;2.4556;23.97
1901;103;0.376584;356;134;289;689;1.94;34;32;0.9468;81;2.3665;22.90
1901;104;0.410438;222;91;176;400;1.80;21;20;0.9496;47;2.2423;21.41
1901;105;0.427386;131;56;103;224;1.71;12;11;0.9515;26;2.1557;20.37
1901;106;0.446835;75;33;58;121;1.61;7;6;0.9536;14;2.0647;19.28
1901;107;0.483005;41;20;31;63;1.51;4;3;0.9557;7;1.9690;18.13
1901;108;0.480698;21;10;16;31;1.45;2;2;0.9569;4;1.9174;17.51
1901;109;0.516631;11;6;8;15;1.34;1;1;0.9594;2;1.8072;16.19
1901;110;0.556560;5;3;4;7;1.23;0;0;0.9616;1;1.7084;15.00
1901;111;0.581975;2;1;2;3;1.16;0;0;0.9633;0;1.6342;14.11
1901;112;0.618186;1;1;1;1;1.07;0;0;0.9651;0;1.5519;13.12
1901;113;0.647936;0;0;0;0;0.99;0;0;0.9668;0;1.4787;12.24
1901;114;0.702323;0;0;0;0;0.90;0;0;0.9687;0;1.3911;11.19
1901;115;0.722894;0;0;0;0;0.85;0;0;0.9698;0;1.3440;10.63
1901;116;0.773170;0;0;0;0;0.78;0;0;0.9714;0;1.2700;9.74
1901;117;0.809628;0;0;0;0;0.72;0;0;0.9726;0;1.2176;9.11
1901;118;0.845548;0;0;0;0;0.67;0;0;0.9737;0;1.1692;8.53
1901;119;0.884929;0;0;0;0;0.62;0;0;0.9748;0;1.1209;7.95
1902;0;0.102616;100000;10262;93101;6028241;60.28;100000;34361;0.3436;2919493;29.1949;344.84
1902;1;0.028193;89738;2530;88473;5935141;66.14;87721;24330;0.2774;2819493;32.1417;380.20
1902;2;0.014194;87208;1238;86589;5846667;67.04;83331;21913;0.2630;2731773;32.7822;387.89
1902;3;0.009596;85971;825;85558;5760078;67.00;80301;20757;0.2585;2648442;32.9813;390.28
1902;4;0.008194;85146;698;84797;5674520;66.64;77743;20003;0.2573;2568140;33.0339;390.91
1902;5;0.005655;84448;478;84209;5589723;66.19;75372;19381;0.2571;2490398;33.0414;391.00
1902;6;0.003943;83970;331;83805;5505514;65.57;73261;18964;0.2589;2415025;32.9648;390.08
1902;7;0.002723;83639;228;83525;5421709;64.82;71331;18682;0.2619;2341765;32.8294;388.45
1902;8;0.002284;83411;191;83316;5338184;64.00;69538;18492;0.2659;2270433;32.6504;386.30
1902;9;0.001857;83221;155;83144;5254868;63.14;67819;18337;0.2704;2200895;32.4524;383.93
1902;10;0.001651;83066;137;82998;5171724;62.26;66171;18214;0.2752;2133076;32.2357;381.33
1902;11;0.001934;82929;160;82849;5088726;61.36;64577;18107;0.2804;2066905;32.0070;378.58
1902;12;0.001959;82769;162;82688;5005877;60.48;63003;17985;0.2855;2002328;31.7816;375.88
1902;13;0.002059;82607;170;82522;4923189;59.60;61466;17864;0.2906;1939326;31.5514;373.12
1902;14;0.002355;82437;194;82340;4840668;58.72;59960;17740;0.2959;1877860;31.3185;370.32
1902;15;0.002870;82243;236;82125;4758328;57.86;58474;17602;0.3010;1817900;31.0891;367.57
1902;16;0.005996;82007;492;81761;4676203;57.02;56995;17438;0.3060;1759426;30.8697;364.94
1902;17;0.004213;81515;343;81343;4594443;56.36;55380;17104;0.3089;1702431;30.7410;363.39
1902;18;0.004338;81171;352;80995;4513100;55.60;53907;16876;0.3131;1647051;30.5538;361.15
1902;19;0.003873;80819;313;80663;4432104;54.84;52466;16647;0.3173;1593145;30.3653;358.88
1902;20;0.004138;80506;333;80340;4351442;54.05;51088;16449;0.3220;1540679;30.1575;356.39
1902;21;0.004496;80173;360;79993;4271102;53.27;49732;16242;0.3266;1489591;29.9521;353.92
1902;22;0.004655;79813;371;79627;4191109;52.51;48396;16024;0.3311;1439858;29.7517;351.52
1902;23;0.004723;79441;375;79254;4111482;51.76;47088;15803;0.3356;1391463;29.5506;349.11
1902;24;0.004724;79066;374;78879;4032229;51.00;45811;15586;0.3402;1344375;29.3458;346.65
1902;25;0.004488;78692;353;78516;3953350;50.24;44570;15374;0.3450;1298564;29.1354;344.12
1902;26;0.004662;78339;365;78157;3874834;49.46;43372;15179;0.3500;1253994;28.9123;341.45
1902;27;0.004658;77974;363;77792;3796677;48.69;42200;14981;0.3550;1210621;28.6880;338.76
1902;28;0.004288;77611;333;77444;3718885;47.92;41059;14789;0.3602;1168422;28.4574;335.99
1902;29;0.004178;77278;323;77117;3641440;47.12;39963;14617;0.3658;1127363;28.2099;333.02
1902;30;0.004063;76955;313;76799;3564324;46.32;38902;14454;0.3715;1087400;27.9525;329.93
1902;31;0.003977;76642;305;76490;3487525;45.50;37873;14299;0.3776;1048498;27.6849;326.72
1902;32;0.004011;76338;306;76185;3411035;44.68;36874;14152;0.3838;1010625;27.4076;323.39
1902;33;0.004087;76031;311;75876;3334850;43.86;35900;14007;0.3902;973752;27.1238;319.99
1902;34;0.004350;75721;329;75556;3258974;43.04;34950;13864;0.3967;937851;26.8344;316.51
1902;35;0.004352;75391;328;75227;3183418;42.23;34015;13715;0.4032;902902;26.5440;313.03
1902;36;0.004083;75063;306;74910;3108191;41.41;33106;13571;0.4099;868886;26.2457;309.45
1902;37;0.004102;74757;307;74603;3033281;40.58;32229;13439;0.4170;835781;25.9323;305.69
1902;38;0.004054;74450;302;74299;2958678;39.74;31376;13309;0.4242;803551;25.6108;301.83
1902;39;0.004044;74148;300;73998;2884379;38.90;30546;13185;0.4316;772176;25.2793;297.85
1902;40;0.004175;73848;308;73694;2810380;38.06;29738;13064;0.4393;741630;24.9386;293.76
1902;41;0.004448;73540;327;73376;2736686;37.21;28948;12943;0.4471;711892;24.5918;289.60
1902;42;0.004572;73213;335;73046;2663310;36.38;28172;12817;0.4550;682943;24.2423;285.41
1902;43;0.004587;72878;334;72711;2590264;35.54;27412;12691;0.4630;654772;23.8861;281.13
1902;44;0.004632;72544;336;72376;2517553;34.70;26673;12568;0.4712;627360;23.5203;276.74
1902;45;0.004902;72208;354;72031;2445177;33.86;25953;12447;0.4796;600687;23.1455;272.25
1902;46;0.005055;71854;363;71672;2373146;33.03;25245;12323;0.4881;574734;22.7665;267.70
1902;47;0.005476;71491;391;71295;2301474;32.19;24552;12198;0.4968;549489;22.3802;263.06
