Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;12914;843;0;309296;5145;66711;307;3965;433.0;307.0;176.0;229.0;213.0;122.0;783.0;559.0;604.0;735.0;307.0
2024;1134903;15481;1263;0;315831;4405;67753;317;4036;383.0;317.0;177.0;218.0;191.0;114.0;724.0;511.0;547.0;678.0;317.0
2025;1149121;14383;2025;0;321257;4180;69554;284;4019;352.0;284.0;143.0;223.0;169.0;101.0;727.0;518.0;566.0;689.0;284.0
2026;1161479;14820;3013;0;326566;4028;70657;288;4049;318.0;288.0;164.0;179.0;162.0;101.0;829.0;574.0;603.0;760.0;288.0
2027;1173286;14189;4025;0;331596;3949;71390;263;4147;256.0;263.0;143.0;151.0;136.0;89.0;498.0;317.0;357.0;456.0;263.0
2028;1183450;13632;5086;0;336515;3974;72327;284;4321;288.0;284.0;147.0;178.0;142.0;105.0;563.0;379.0;419.0;524.0;284.0
2029;1191996;13183;5882;0;341999;3947;74507;290;4344;262.0;290.0;157.0;171.0;142.0;82.0;693.0;485.0;519.0;641.0;290.0
2030;1199297;13925;6606;0;347668;3917;75970;287;4502;298.0;287.0;150.0;183.0;167.0;85.0;718.0;508.0;532.0;667.0;287.0
2031;1206616;14762;6973;0;353191;3880;76911;267;4490;312.0;267.0;147.0;178.0;161.0;93.0;609.0;403.0;448.0;562.0;267.0
2032;1214405;13947;7205;0;357139;3828;78230;283;4579;325.0;283.0;149.0;188.0;169.0;102.0;635.0;437.0;475.0;586.0;283.0
2033;1221147;13448;7765;0;360475;3762;79036;249;4694;306.0;249.0;133.0;180.0;151.0;91.0;477.0;325.0;357.0;441.0;249.0
2034;1226830;14433;8399;0;363630;3729;79534;250;4621;326.0;250.0;125.0;173.0;174.0;104.0;604.0;430.0;449.0;552.0;250.0
2035;1232864;12762;9194;0;366800;3730;80307;264;4710;295.0;264.0;125.0;187.0;156.0;91.0;451.0;294.0;325.0;414.0;264.0
2036;1236432;14147;9693;0;370355;3737;81840;312;4726;340.0;312.0;170.0;195.0;184.0;103.0;658.0;427.0;497.0;612.0;312.0
2037;1240886;14121;10690;0;374505;3639;82652;281;4885;336.0;281.0;150.0;204.0;175.0;88.0;624.0;424.0;460.0;582.0;281.0
2038;1244317;13166;11519;0;379159;3583;83564;293;4941;331.0;293.0;158.0;203.0;169.0;94.0;678.0;477.0;512.0;634.0;293.0
2039;1245964;14741;12020;0;384468;3539;84888;281;5000;342.0;281.0;157.0;191.0;180.0;95.0;601.0;417.0;447.0;553.0;281.0
2040;1248685;14609;12550;0;389717;3530;86099;283;5027;339.0;283.0;138.0;204.0;179.0;101.0;595.0;400.0;454.0;553.0;283.0
2041;1250744;14966;12932;0;395099;3502;86560;315;5066;322.0;315.0;155.0;195.0;197.0;90.0;762.0;542.0;582.0;708.0;315.0
2042;1252778;12314;13281;0;400263;3474;87755;288;5068;315.0;288.0;151.0;178.0;172.0;102.0;551.0;377.0;413.0;500.0;288.0
2043;1251811;13801;13368;0;405733;3473;88753;321;5279;333.0;321.0;163.0;223.0;184.0;84.0;707.0;487.0;531.0;658.0;321.0
2044;1252244;14292;13726;0;411137;3435;90597;332;5380;366.0;332.0;192.0;215.0;196.0;95.0;783.0;543.0;580.0;726.0;332.0
2045;1252810;13425;14190;0;416569;3331;90586;300;5307;360.0;300.0;156.0;210.0;183.0;111.0;609.0;428.0;454.0;567.0;300.0
2046;1252045;15008;14665;0;421596;3259;91571;287;5282;331.0;287.0;165.0;187.0;178.0;88.0;744.0;518.0;557.0;698.0;287.0
2047;1252388;15076;15017;0;425657;3250;92921;327;5316;318.0;327.0;176.0;185.0;189.0;95.0;813.0;571.0;603.0;750.0;327.0
2048;1252447;14101;15441;0;429982;3206;94719;304;5596;332.0;304.0;163.0;194.0;172.0;107.0;565.0;376.0;425.0;529.0;304.0
2049;1251107;14752;15655;0;433634;3181;94016;311;5346;387.0;311.0;155.0;246.0;210.0;87.0;708.0;513.0;549.0;659.0;311.0
2050;1250204;14786;15764;0;437700;3183;94281;318;5487;327.0;318.0;171.0;190.0;193.0;91.0;766.0;549.0;587.0;712.0;318.0
2051;1249226;14194;15731;0;441760;3183;96001;333;5626;350.0;333.0;164.0;206.0;206.0;107.0;709.0;482.0;526.0;662.0;333.0
2052;1247689;14014;15363;0;445468;3153;96853;309;5493;354.0;309.0;152.0;204.0;202.0;105.0;639.0;456.0;480.0;588.0;309.0
2053;1246340;12882;15069;0;448601;3118;96523;313;5614;334.0;313.0;166.0;204.0;187.0;90.0;735.0;500.0;559.0;688.0;313.0
2054;1244153;13748;14787;0;450426;3173;96925;346;5619;398.0;346.0;201.0;223.0;204.0;116.0;841.0;586.0;643.0;793.0;346.0
2055;1243114;15031;14712;0;451634;3102;98237;309;5766;403.0;309.0;171.0;207.0;216.0;118.0;645.0;440.0;487.0;601.0;309.0
2056;1243433;13959;14519;0;452451;3072;98838;356;5728;369.0;356.0;205.0;209.0;196.0;115.0;949.0;660.0;704.0;880.0;356.0
2057;1242873;14170;14193;0;452481;3014;98536;361;5875;362.0;361.0;179.0;205.0;211.0;128.0;697.0;467.0;514.0;644.0;361.0
2058;1242850;15546;14115;0;453957;2991;98409;346;5847;378.0;346.0;207.0;221.0;183.0;113.0;853.0;593.0;628.0;791.0;346.0
2059;1244281;14143;14276;0;455442;2954;99674;324;5734;414.0;324.0;176.0;236.0;206.0;120.0;693.0;498.0;526.0;649.0;324.0
2060;1244148;15181;14481;0;456280;2874;99157;345;5715;361.0;345.0;170.0;213.0;216.0;107.0;681.0;480.0;519.0;632.0;345.0
2061;1244848;13525;14326;0;457128;2853;99301;344;5760;362.0;344.0;172.0;219.0;216.0;99.0;728.0;491.0;536.0;668.0;344.0
2062;1244047;12713;14808;0;456465;2845;99568;352;5863;369.0;352.0;183.0;226.0;186.0;126.0;724.0;504.0;541.0;667.0;352.0
2063;1241952;14307;15314;0;454881;2813;99730;348;5860;402.0;348.0;192.0;244.0;200.0;114.0;827.0;585.0;603.0;772.0;348.0
2064;1240945;13910;15437;0;452400;2756;99151;317;5903;380.0;317.0;167.0;222.0;200.0;108.0;684.0;469.0;517.0;630.0;317.0
2065;1239418;14729;15822;0;448683;2776;98996;346;5841;368.0;346.0;199.0;228.0;185.0;102.0;790.0;530.0;585.0;724.0;346.0
2066;1238325;14300;15923;0;444930;2750;97641;323;5811;361.0;323.0;174.0;228.0;188.0;94.0;693.0;463.0;511.0;642.0;323.0
2067;1236702;13624;16334;0;442336;2757;96723;343;5675;371.0;343.0;187.0;232.0;186.0;109.0;712.0;485.0;528.0;661.0;343.0
2068;1233992;14653;16705;0;440178;2737;96888;335;5728;391.0;335.0;191.0;232.0;184.0;119.0;831.0;590.0;611.0;771.0;335.0
2069;1231940;13582;16738;0;436269;2737;97076;328;5840;387.0;328.0;177.0;220.0;204.0;114.0;676.0;441.0;501.0;628.0;328.0
2070;1228784;13684;16701;0;431763;2670;94477;339;5506;379.0;339.0;189.0;199.0;216.0;114.0;779.0;541.0;588.0;718.0;339.0
2071;1225767;13829;17097;0;427878;2643;92890;306;5425;383.0;306.0;160.0;223.0;202.0;104.0;641.0;447.0;490.0;604.0;306.0
2072;1222499;14274;17087;0;422383;2602;93190;315;5452;419.0;315.0;180.0;231.0;201.0;122.0;772.0;542.0;578.0;717.0;315.0
2073;1219686;14975;17299;0;417726;2487;92603;300;5440;377.0;300.0;168.0;211.0;179.0;119.0;656.0;462.0;500.0;619.0;300.0
2074;1217362;13917;17150;0;414327;2467;90571;295;5228;390.0;295.0;148.0;243.0;194.0;100.0;574.0;401.0;427.0;531.0;295.0
2075;1214129;12484;17636;0;410901;2449;89613;310;5275;372.0;310.0;153.0;203.0;220.0;106.0;548.0;389.0;417.0;509.0;310.0
2076;1208977;13461;17481;0;407982;2461;89853;286;5183;364.0;286.0;151.0;224.0;179.0;96.0;672.0;477.0;509.0;625.0;286.0
2077;1204957;12759;17802;0;404987;2528;89550;326;5244;359.0;326.0;159.0;235.0;190.0;101.0;592.0;405.0;446.0;554.0;326.0
