Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;93890;5915;203;258;244;124;1552;2914;2822;5631;829;12919;15960;551.0;2490.0;1009.0;733.0;774.0;940.0;396.0
2024;95876;6079;229;226;219;126;1751;2552;2533;5722;800;12558;15679;562.0;2559.0;995.0;693.0;742.0;924.0;423.0
2025;97854;5970;120;186;146;87;918;2101;1689;3951;539;8659;11746;574.0;2513.0;504.0;342.0;391.0;474.0;215.0
2026;99026;5946;129;155;139;102;986;1750;1608;4632;525;8976;12060;581.0;2503.0;520.0;352.0;382.0;484.0;218.0
2027;101125;6147;129;161;135;91;986;1818;1562;4133;516;8499;11680;593.0;2588.0;542.0;364.0;388.0;493.0;232.0
2028;102085;6285;130;189;136;85;994;2134;1573;3860;540;8561;11806;599.0;2646.0;641.0;440.0;474.0;589.0;236.0
2029;104176;6363;129;186;143;95;986;2101;1654;4314;553;9055;12345;611.0;2679.0;523.0;362.0;392.0;483.0;236.0
2030;105349;6464;131;202;156;88;1002;2281;1805;3996;577;9084;12423;618.0;2721.0;512.0;363.0;378.0;480.0;241.0
2031;107622;6514;127;198;164;100;971;2236;1897;4541;589;9645;13018;631.0;2742.0;479.0;329.0;355.0;450.0;231.0
2032;108751;6702;139;198;176;111;1063;2236;2036;5041;624;10376;13836;638.0;2822.0;622.0;434.0;466.0;571.0;256.0
2033;109922;6727;131;213;143;89;1002;2405;1654;4042;576;9103;12580;645.0;2832.0;523.0;372.0;388.0;485.0;228.0
2034;110830;6731;133;184;171;116;1017;2078;1978;5268;604;10341;13825;650.0;2834.0;510.0;346.0;372.0;465.0;245.0
2035;111795;6802;91;200;145;89;696;2259;1677;4042;525;8674;12194;656.0;2864.0;334.0;209.0;233.0;305.0;203.0
2036;112736;6809;145;201;166;97;1109;2270;1920;4405;609;9704;13232;661.0;2867.0;702.0;491.0;528.0;646.0;249.0
2037;113865;7054;135;210;155;91;1032;2372;1793;4133;591;9330;12968;668.0;2970.0;561.0;385.0;412.0;516.0;228.0
2038;115266;7041;134;211;178;111;1025;2383;2059;5041;634;10508;14148;676.0;2964.0;536.0;359.0;405.0;501.0;256.0
2039;116700;7155;145;203;192;100;1109;2293;2221;4541;640;10164;13860;684.0;3012.0;516.0;348.0;375.0;473.0;259.0
2040;118655;7252;129;219;176;109;986;2473;2036;4950;633;10445;14194;696.0;3053.0;525.0;370.0;389.0;484.0;252.0
2041;119848;7313;143;223;180;108;1094;2518;2082;4905;654;10599;14381;703.0;3079.0;620.0;427.0;453.0;570.0;269.0
2042;121997;7261;139;185;167;102;1063;2089;1932;4632;593;9716;13489;716.0;3057.0;462.0;312.0;356.0;430.0;243.0
