Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;13824;870;0;309298;5132;197038;747;11578;433.0;747.0;381.0;309.0;332.0;158.0;1905.0;1350.0;1468.0;1776.0;747.0
2024;1135786;14150;1288;0;315832;3952;201552;841;11801;318.0;841.0;444.0;262.0;318.0;135.0;2265.0;1587.0;1689.0;2090.0;841.0
2025;1148648;14936;2063;0;321258;3287;205770;429;12013;199.0;429.0;227.0;155.0;162.0;84.0;1090.0;750.0;825.0;1012.0;429.0
2026;1161521;13960;2872;0;326568;3154;210637;438;12254;184.0;438.0;232.0;147.0;167.0;76.0;1074.0;731.0;798.0;990.0;438.0
2027;1172609;14142;3928;0;331593;3048;215181;401;12590;164.0;401.0;189.0;138.0;167.0;71.0;860.0;595.0;646.0;794.0;401.0
2028;1182823;14084;5022;0;336518;3016;220758;377;12942;164.0;377.0;193.0;133.0;139.0;76.0;857.0;590.0;640.0;795.0;377.0
2029;1191885;15631;5914;0;341995;3025;225632;426;13246;142.0;426.0;221.0;143.0;147.0;57.0;1101.0;759.0;815.0;1016.0;426.0
2030;1201602;12840;6478;0;347660;2987;230998;441;13489;170.0;441.0;218.0;142.0;176.0;75.0;1033.0;705.0;752.0;950.0;441.0
2031;1207964;13127;6920;0;353203;2908;235739;410;13798;193.0;410.0;206.0;138.0;190.0;69.0;883.0;598.0;661.0;822.0;410.0
2032;1214171;13621;7205;0;357158;2836;240609;377;14167;195.0;377.0;190.0;134.0;172.0;76.0;855.0;583.0;628.0;787.0;377.0
2033;1220587;13589;7692;0;360496;2788;244990;388;14286;167.0;388.0;193.0;141.0;157.0;64.0;776.0;534.0;594.0;717.0;388.0
2034;1226484;14454;8341;0;363679;2770;249508;431;14589;185.0;431.0;210.0;138.0;177.0;91.0;846.0;569.0;633.0;778.0;431.0
2035;1232597;13522;9157;0;366864;2731;252801;422;14773;169.0;422.0;193.0;156.0;177.0;65.0;1015.0;704.0;755.0;937.0;422.0
2036;1236962;14211;9952;0;370407;2715;256714;462;15018;185.0;462.0;232.0;146.0;191.0;78.0;1108.0;771.0;847.0;1033.0;462.0
2037;1241221;14112;10749;0;374548;2605;259318;423;15361;185.0;423.0;226.0;147.0;173.0;62.0;1032.0;697.0;753.0;946.0;423.0
2038;1244584;13797;11326;0;379207;2564;262369;458;15235;196.0;458.0;240.0;171.0;168.0;75.0;1062.0;739.0;809.0;994.0;458.0
2039;1247055;13155;11922;0;384539;2512;264373;422;15381;194.0;422.0;215.0;138.0;191.0;72.0;938.0;663.0;698.0;862.0;422.0
2040;1248288;14343;12565;0;389790;2504;266460;438;15706;190.0;438.0;212.0;159.0;182.0;75.0;1001.0;697.0;741.0;917.0;438.0
2041;1250066;13602;12987;0;395192;2501;267921;445;15721;198.0;445.0;221.0;155.0;179.0;88.0;881.0;583.0;656.0;827.0;445.0
2042;1250681;13613;13278;0;400405;2440;268759;457;15497;175.0;457.0;248.0;140.0;177.0;67.0;1070.0;736.0;801.0;986.0;457.0
2043;1251016;15090;13586;0;405901;2405;269769;439;15747;190.0;439.0;210.0;167.0;190.0;62.0;1047.0;743.0;792.0;972.0;439.0
2044;1252520;13437;13939;0;411220;2399;269987;466;15848;214.0;466.0;257.0;176.0;177.0;70.0;1182.0;829.0;897.0;1099.0;466.0
2045;1252018;14326;14174;0;416640;2312;270331;455;15861;212.0;455.0;236.0;149.0;194.0;88.0;1084.0;756.0;825.0;997.0;455.0
