Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;AsymtomaticCCRDiscovered
2046;1249893;13431;14610;0;421610;2572;212704;421;12256;233.0;421.0;198.0;163.0;212.0;81.0;925.0;421.0
2047;1248714;14690;15159;0;425443;2541;214276;389;12232;229.0;389.0;191.0;148.0;207.0;72.0;864.0;389.0
2048;1248245;13507;15332;0;429733;2551;214696;393;12607;247.0;393.0;190.0;181.0;184.0;85.0;906.0;393.0
2049;1246420;13960;15436;0;433208;2508;215674;393;12326;271.0;393.0;204.0;193.0;198.0;69.0;906.0;393.0
2050;1244944;14633;15721;0;437186;2531;216248;435;12584;236.0;435.0;207.0;180.0;211.0;73.0;947.0;435.0
2051;1243856;13209;15481;0;440992;2511;216810;416;12660;269.0;416.0;211.0;185.0;193.0;96.0;1073.0;416.0
2052;1241584;14722;15427;0;444414;2480;218440;389;12622;262.0;389.0;202.0;168.0;189.0;92.0;986.0;389.0
2053;1240879;15375;15210;0;447257;2458;219465;424;12726;252.0;424.0;239.0;165.0;188.0;84.0;964.0;424.0
2054;1241044;14354;14766;0;448849;2456;221865;414;12848;304.0;414.0;216.0;203.0;199.0;100.0;1034.0;414.0
2055;1240632;14876;14333;0;449714;2406;222386;434;13128;307.0;434.0;241.0;185.0;219.0;96.0;1154.0;434.0
2056;1241175;13424;14351;0;450230;2337;224076;478;13076;280.0;478.0;231.0;208.0;203.0;116.0;994.0;478.0
2057;1240248;13369;14267;0;450083;2263;223977;450;13241;273.0;450.0;257.0;180.0;196.0;90.0;1107.0;450.0
2058;1239350;13897;14065;0;451314;2249;224334;414;13171;264.0;414.0;224.0;168.0;192.0;94.0;956.0;414.0
2059;1239182;13884;14281;0;452472;2232;223814;432;13148;305.0;432.0;225.0;189.0;212.0;111.0;857.0;432.0
2060;1238785;14431;14153;0;453048;2154;224935;435;13063;264.0;435.0;214.0;192.0;210.0;83.0;980.0;435.0
2061;1239063;13905;14512;0;453604;2156;223592;467;12933;259.0;467.0;226.0;191.0;213.0;96.0;952.0;467.0
2062;1238456;13622;14950;0;452583;2101;224001;480;13210;289.0;480.0;235.0;200.0;217.0;117.0;1006.0;480.0
2063;1237128;14554;15248;0;450696;2037;223574;417;13196;288.0;417.0;220.0;195.0;192.0;98.0;892.0;417.0
2064;1236434;14325;15473;0;448188;2011;223626;435;13154;275.0;435.0;218.0;204.0;202.0;86.0;967.0;435.0
2065;1235286;14224;16044;0;444449;2012;221020;397;12947;259.0;397.0;192.0;197.0;186.0;81.0;948.0;397.0
2066;1233466;13992;16021;0;440442;2021;219500;452;12928;260.0;452.0;232.0;186.0;217.0;77.0;894.0;452.0
2067;1231437;13781;16290;0;437696;2012;217083;433;12611;264.0;433.0;232.0;184.0;192.0;89.0;1032.0;433.0
2068;1228928;13473;16501;0;435325;2013;214550;413;12691;296.0;413.0;230.0;203.0;183.0;93.0;837.0;413.0
2069;1225900;14191;16700;0;431171;2020;212253;407;12691;298.0;407.0;208.0;193.0;209.0;95.0;763.0;407.0
2070;1223391;14166;16899;0;426433;1966;209311;392;12257;267.0;392.0;200.0;160.0;203.0;96.0;869.0;392.0
2071;1220658;14222;17095;0;422443;1985;207922;401;12272;279.0;401.0;206.0;192.0;185.0;97.0;904.0;401.0
2072;1217785;16061;17159;0;416821;1974;205310;377;11889;313.0;377.0;191.0;200.0;209.0;90.0;839.0;377.0
2073;1216687;13439;17276;0;411888;1889;204364;365;12007;311.0;365.0;182.0;210.0;189.0;95.0;757.0;365.0
2074;1212850;14829;17319;0;406420;1872;201299;364;11824;310.0;364.0;194.0;205.0;188.0;87.0;814.0;364.0
2075;1210360;13152;17448;0;403020;1840;201256;344;11748;273.0;344.0;182.0;176.0;183.0;76.0;878.0;344.0
2076;1206064;14001;17394;0;399559;1883;198540;364;11670;276.0;364.0;165.0;201.0;181.0;93.0;638.0;364.0
2077;1202671;15135;17753;0;397129;1925;199111;397;11677;289.0;397.0;218.0;199.0;186.0;83.0;925.0;397.0
2078;1200053;13633;17823;0;394727;1907;195617;385;11449;284.0;385.0;180.0;199.0;206.0;84.0;705.0;385.0
2079;1195863;13471;17536;0;393057;1890;197193;376;11574;286.0;376.0;198.0;199.0;191.0;74.0;837.0;376.0
2080;1191798;14744;17590;0;392289;1874;193689;358;11349;286.0;358.0;187.0;213.0;154.0;90.0;804.0;358.0
2081;1188952;15270;17352;0;391654;1874;195649;337;11520;290.0;337.0;176.0;182.0;185.0;84.0;793.0;337.0
2082;1186870;14743;17351;0;389143;1868;192039;370;11215;279.0;370.0;193.0;188.0;190.0;78.0;951.0;370.0
2083;1184262;14606;16959;0;386925;1882;194811;374;11523;295.0;374.0;193.0;204.0;178.0;94.0;769.0;374.0
2084;1181909;13886;16921;0;383841;1843;190630;360;11236;279.0;360.0;191.0;183.0;186.0;79.0;776.0;360.0
2085;1178874;14136;16757;0;380810;1865;192945;366;11275;305.0;366.0;196.0;194.0;191.0;90.0;869.0;366.0
2086;1176253;14246;16500;0;377745;1859;188288;364;10922;274.0;364.0;200.0;194.0;150.0;94.0;828.0;364.0
2087;1173999;13749;16199;0;375290;1803;190605;341;11187;276.0;341.0;191.0;167.0;185.0;74.0;780.0;341.0
2088;1171549;14771;16072;0;373500;1812;186400;354;10724;268.0;354.0;178.0;176.0;188.0;80.0;732.0;354.0
2089;1170248;14069;15825;0;371119;1822;188353;376;10997;278.0;376.0;210.0;173.0;181.0;90.0;974.0;376.0
2090;1168492;13568;15902;0;368492;1795;184420;347;10737;295.0;347.0;173.0;188.0;190.0;91.0;787.0;347.0
2091;1166158;14302;15775;0;366874;1773;186312;360;10815;268.0;360.0;193.0;166.0;185.0;84.0;830.0;360.0
2092;1164685;13767;15369;0;365858;1788;182279;348;10688;281.0;348.0;176.0;181.0;182.0;90.0;722.0;348.0
2093;1163083;14875;15388;0;363924;1783;185513;347;10844;253.0;347.0;170.0;153.0;189.0;88.0;775.0;347.0
2094;1162570;13883;15458;0;361332;1817;181259;338;10482;258.0;338.0;171.0;185.0;177.0;63.0;805.0;338.0
2095;1160995;13585;15108;0;360191;1836;183403;349;10730;264.0;349.0;170.0;195.0;177.0;71.0;697.0;349.0
2096;1159472;14968;15143;0;360185;1826;179312;345;10449;279.0;345.0;183.0;179.0;182.0;80.0;742.0;345.0
2097;1159297;14278;15176;0;360496;1805;181906;313;10626;287.0;313.0;152.0;186.0;175.0;87.0;645.0;313.0
2098;1158399;14091;15040;0;361036;1778;179927;338;10558;287.0;338.0;179.0;182.0;179.0;85.0;730.0;338.0
2099;1157450;14733;14919;0;361463;1754;182085;352;10803;291.0;352.0;187.0;178.0;188.0;90.0;831.0;352.0
2100;1157264;14129;14761;0;362655;1700;181036;316;10411;260.0;316.0;160.0;152.0;179.0;85.0;623.0;316.0
2101;1156632;13404;14826;0;361715;1714;183206;301;10682;275.0;301.0;176.0;182.0;144.0;74.0;816.0;301.0
2102;1155210;15450;14838;0;362447;1758;181842;371;10552;260.0;371.0;186.0;178.0;183.0;84.0;760.0;371.0
2103;1155822;14180;14278;0;363257;1787;182694;350;10699;247.0;350.0;183.0;153.0;170.0;91.0;759.0;350.0
2104;1155724;14093;14144;0;363967;1841;182005;380;10782;256.0;380.0;203.0;171.0;195.0;67.0;861.0;380.0
2105;1155673;14556;13920;0;364369;1784;182817;340;10724;268.0;340.0;156.0;181.0;175.0;96.0;597.0;340.0
2106;1156309;13553;13908;0;363757;1768;182149;324;10547;289.0;324.0;163.0;184.0;178.0;88.0;729.0;324.0
2107;1155954;14461;13645;0;362469;1764;182238;340;10599;253.0;340.0;186.0;171.0;158.0;78.0;780.0;340.0
2108;1156770;13610;13666;0;362936;1747;181560;346;10496;261.0;346.0;190.0;169.0;170.0;78.0;849.0;346.0
2109;1156714;14980;13566;0;363035;1762;181635;335;10578;284.0;335.0;177.0;197.0;163.0;82.0;760.0;335.0
2110;1158128;15270;13659;0;363215;1723;182583;326;10623;267.0;326.0;172.0;153.0;187.0;81.0;693.0;326.0
2111;1159739;14723;13392;0;362689;1743;182247;349;10731;270.0;349.0;177.0;193.0;156.0;93.0;718.0;349.0
2112;1161070;13505;13489;0;362893;1708;183288;333;10850;241.0;333.0;168.0;175.0;152.0;79.0;680.0;333.0
2113;1161086;12719;13387;0;362364;1752;182066;342;10638;270.0;342.0;186.0;179.0;156.0;91.0;797.0;342.0
2114;1160418;14816;13466;0;362754;1767;183505;348;10709;266.0;348.0;167.0;175.0;179.0;93.0;810.0;348.0
2115;1161768;13655;13391;0;363509;1730;181449;344;10688;261.0;344.0;180.0;189.0;164.0;72.0;787.0;344.0
2116;1162032;12886;13414;0;364108;1736;183215;362;10837;250.0;362.0;190.0;177.0;165.0;80.0;816.0;362.0
2117;1161504;13872;13338;0;363872;1730;181707;331;10860;254.0;331.0;185.0;162.0;153.0;85.0;707.0;331.0
2118;1162038;13847;13289;0;363568;1733;183790;338;10727;297.0;338.0;175.0;187.0;182.0;91.0;685.0;338.0
2119;1162596;14695;13224;0;363067;1690;181627;358;10581;244.0;358.0;177.0;166.0;178.0;81.0;833.0;358.0
2120;1164067;13066;13106;0;363111;1697;183916;357;10776;251.0;357.0;185.0;162.0;178.0;83.0;847.0;357.0
2121;1164027;13958;13167;0;363588;1679;181050;330;10447;239.0;330.0;176.0;164.0;168.0;61.0;789.0;330.0
2122;1164818;13491;13297;0;364328;1717;184175;326;10798;280.0;326.0;174.0;168.0;176.0;88.0;652.0;326.0
2123;1165012;13627;13391;0;363633;1656;181519;303;10591;243.0;303.0;167.0;163.0;157.0;59.0;610.0;303.0
2124;1165248;14599;13307;0;364334;1705;183683;338;11026;266.0;338.0;174.0;171.0;166.0;93.0;779.0;338.0
2125;1166540;12744;13350;0;364091;1676;180712;340;10668;262.0;340.0;192.0;164.0;158.0;88.0;801.0;340.0
2126;1165934;14640;13061;0;364184;1674;184317;364;10849;243.0;364.0;190.0;165.0;183.0;69.0;874.0;364.0
2127;1167513;15115;13379;0;365533;1686;181257;339;10590;249.0;339.0;185.0;149.0;161.0;93.0;779.0;339.0
2128;1169249;12904;13431;0;364440;1668;185239;326;10930;251.0;326.0;161.0;159.0;175.0;82.0;676.0;326.0
2129;1168722;13466;13306;0;363268;1662;181929;322;10787;245.0;322.0;162.0;152.0;164.0;89.0;599.0;322.0
2130;1168882;14411;13063;0;363320;1646;184829;313;10703;261.0;313.0;171.0;180.0;146.0;77.0;699.0;313.0
2131;1170230;13893;13449;0;363249;1628;182102;322;10823;249.0;322.0;159.0;173.0;167.0;72.0;629.0;322.0
2132;1170674;14036;13420;0;364123;1656;184930;346;10905;275.0;346.0;186.0;196.0;165.0;74.0;748.0;346.0
2133;1171290;14415;13328;0;364697;1635;181658;312;10551;232.0;312.0;162.0;165.0;149.0;68.0;692.0;312.0
2134;1172377;13358;13439;0;364826;1657;185738;305;10919;260.0;305.0;159.0;174.0;164.0;68.0;625.0;305.0
2135;1172296;14662;13188;0;365442;1675;181884;350;10532;253.0;350.0;182.0;167.0;178.0;76.0;757.0;350.0
2136;1173770;14026;13294;0;365906;1697;185697;354;10852;232.0;354.0;176.0;166.0;170.0;74.0;623.0;354.0
2137;1174502;13925;13405;0;366473;1653;181769;318;10805;289.0;318.0;150.0;165.0;208.0;84.0;604.0;318.0
2138;1175022;14817;13045;0;367397;1637;185357;346;10939;248.0;346.0;173.0;156.0;191.0;74.0;721.0;346.0
2139;1176794;13371;13207;0;367262;1649;182254;340;10588;255.0;340.0;174.0;173.0;180.0;68.0;792.0;340.0
2140;1176958;13609;13245;0;366512;1611;185067;341;10770;243.0;341.0;171.0;162.0;169.0;82.0;719.0;341.0
2141;1177322;15695;13550;0;365656;1648;182290;311;10783;239.0;311.0;167.0;144.0;160.0;79.0;645.0;311.0
2142;1179467;14109;13456;0;364634;1710;185260;352;10895;242.0;352.0;178.0;151.0;182.0;83.0;836.0;352.0
2143;1180120;13625;13504;0;364985;1729;181841;359;10787;255.0;359.0;191.0;182.0;152.0;89.0;740.0;359.0
2144;1180241;13882;13198;0;364644;1733;184867;377;10764;259.0;377.0;190.0;177.0;186.0;83.0;659.0;377.0
2145;1180925;14569;13261;0;365051;1699;182015;357;10813;248.0;357.0;184.0;166.0;169.0;86.0;743.0;357.0
2146;1182233;13114;13154;0;366089;1714;184665;332;10741;252.0;332.0;164.0;160.0;184.0;76.0;557.0;332.0
2147;1182193;14061;13299;0;365904;1672;182247;357;10659;260.0;357.0;202.0;141.0;182.0;92.0;766.0;357.0
2148;1182955;14618;13324;0;365248;1624;185189;334;10987;262.0;334.0;158.0;160.0;182.0;96.0;619.0;334.0
2149;1184249;13540;13284;0;365233;1614;182188;339;10673;263.0;339.0;178.0;168.0;163.0;93.0;612.0;339.0
2150;1184505;14084;13575;0;364440;1633;184662;361;10709;267.0;361.0;188.0;161.0;204.0;75.0;784.0;361.0
2151;1185014;14214;13611;0;364803;1614;183217;324;10854;225.0;324.0;161.0;166.0;161.0;61.0;795.0;324.0
2152;1185617;13272;13360;0;365384;1672;183673;364;10732;220.0;364.0;191.0;160.0;164.0;69.0;710.0;364.0
2153;1185529;14550;13488;0;365328;1686;183796;361;10687;247.0;361.0;180.0;177.0;167.0;84.0;893.0;361.0
2154;1186591;13148;13401;0;366107;1679;183552;336;10719;260.0;336.0;188.0;161.0;175.0;72.0;815.0;336.0
2155;1186338;13419;13556;0;367639;1650;183954;314;10845;252.0;314.0;171.0;172.0;152.0;71.0;718.0;314.0
2156;1186201;13967;13348;0;366347;1692;184975;356;10866;255.0;356.0;190.0;188.0;170.0;63.0;923.0;356.0
2157;1186820;14629;13478;0;366211;1699;184308;354;10922;247.0;354.0;184.0;163.0;175.0;79.0;724.0;354.0
2158;1187971;14677;13710;0;365268;1669;184434;326;10698;263.0;326.0;179.0;160.0;164.0;86.0;789.0;326.0
2159;1188938;14388;13198;0;365724;1685;183283;339;10740;264.0;339.0;176.0;167.0;170.0;90.0;714.0;339.0
2160;1190128;14886;13404;0;366650;1674;184222;359;10840;253.0;359.0;174.0;161.0;201.0;76.0;786.0;359.0
2161;1191610;13572;13437;0;365915;1673;183546;344;10675;265.0;344.0;187.0;184.0;164.0;74.0;781.0;344.0
2162;1191745;12911;13281;0;365384;1690;183976;342;10969;222.0;342.0;171.0;152.0;170.0;71.0;700.0;342.0
2163;1191375;15226;13382;0;364596;1709;183340;342;10676;243.0;342.0;187.0;150.0;173.0;75.0;823.0;342.0
2164;1193219;14504;13405;0;364432;1696;183324;324;10697;275.0;324.0;170.0;167.0;174.0;88.0;718.0;324.0
2165;1194318;13754;13153;0;365027;1648;184247;347;10790;256.0;347.0;165.0;160.0;192.0;86.0;690.0;347.0
2166;1194919;13526;13454;0;364827;1614;182184;335;10622;262.0;335.0;172.0;170.0;169.0;86.0;612.0;335.0
2167;1194991;14207;13383;0;365525;1619;184585;332;10776;253.0;332.0;161.0;163.0;179.0;82.0;623.0;332.0
2168;1195815;13425;13367;0;365746;1589;182052;329;10488;237.0;329.0;181.0;164.0;147.0;74.0;642.0;329.0
2169;1195873;13891;13296;0;366983;1625;184599;351;10871;211.0;351.0;190.0;160.0;152.0;60.0;845.0;351.0
2170;1196468;13736;13484;0;366940;1666;182687;360;10772;259.0;360.0;168.0;187.0;186.0;78.0;623.0;360.0
2171;1196720;13980;13267;0;367150;1677;184568;369;10825;229.0;369.0;170.0;165.0;174.0;89.0;769.0;369.0
2172;1197433;13576;13325;0;365933;1647;183396;350;10834;280.0;350.0;198.0;182.0;161.0;89.0;806.0;350.0
2173;1197684;13907;13170;0;365607;1658;185308;335;10964;240.0;335.0;198.0;154.0;140.0;83.0;721.0;335.0
2174;1198421;13139;13397;0;365835;1698;181867;371;10650;258.0;371.0;185.0;193.0;168.0;83.0;805.0;371.0
2175;1198163;14347;13428;0;365966;1662;184644;351;10948;235.0;351.0;182.0;162.0;174.0;68.0;667.0;351.0
2176;1199082;14130;13170;0;366630;1660;181821;337;10648;249.0;337.0;181.0;175.0;161.0;69.0;730.0;337.0
2177;1200042;13448;13084;0;367406;1611;184435;321;10857;259.0;321.0;171.0;158.0;166.0;85.0;751.0;321.0
2178;1200406;13577;13237;0;365869;1601;182031;329;10721;275.0;329.0;176.0;186.0;164.0;78.0;780.0;329.0
2179;1200746;14455;13065;0;364912;1542;184999;349;10947;248.0;349.0;195.0;151.0;169.0;82.0;727.0;349.0
2180;1202136;15049;12772;0;364794;1561;181413;339;10547;224.0;339.0;170.0;158.0;158.0;77.0;754.0;339.0
2181;1204413;14074;12910;0;363221;1584;184834;341;10851;220.0;341.0;167.0;174.0;141.0;79.0;805.0;341.0
2182;1205577;13869;12677;0;363784;1590;181045;347;10728;234.0;347.0;170.0;159.0;182.0;70.0;721.0;347.0
2183;1206769;13773;12651;0;364048;1610;183628;325;10824;242.0;325.0;166.0;151.0;169.0;81.0;674.0;325.0
2184;1207891;14796;12642;0;364018;1622;181592;341;10667;243.0;341.0;172.0;184.0;149.0;79.0;620.0;341.0
2185;1210045;14349;12857;0;363741;1587;182515;316;10665;248.0;316.0;173.0;151.0;157.0;83.0;693.0;316.0
2186;1211537;12934;13056;0;362391;1561;181379;318;10604;231.0;318.0;147.0;156.0;171.0;75.0;607.0;318.0
2187;1211415;13061;12760;0;361968;1580;182836;327;10714;248.0;327.0;154.0;158.0;177.0;86.0;678.0;327.0
2188;1211716;15419;12703;0;362023;1597;180437;379;10479;241.0;379.0;217.0;170.0;153.0;80.0;913.0;379.0
2189;1214432;12684;12957;0;361837;1552;182520;340;10676;231.0;340.0;165.0;169.0;168.0;69.0;683.0;340.0
2190;1214159;13860;13038;0;360796;1557;180065;308;10412;236.0;308.0;166.0;155.0;146.0;77.0;803.0;308.0
2191;1214981;14168;13281;0;361410;1596;183212;346;10629;226.0;346.0;185.0;157.0;152.0;78.0;851.0;346.0
2192;1215868;13522;13179;0;361656;1565;178993;324;10502;239.0;324.0;180.0;152.0;148.0;83.0;781.0;324.0
2193;1216211;14548;13541;0;360698;1607;183168;335;10701;248.0;335.0;170.0;173.0;168.0;72.0;808.0;335.0
2194;1217218;14074;13380;0;360372;1558;179036;323;10424;238.0;323.0;160.0;146.0;169.0;86.0;612.0;323.0
2195;1217912;14598;13634;0;359454;1588;182160;335;10656;239.0;335.0;169.0;170.0;158.0;77.0;779.0;335.0
2196;1218876;13922;13664;0;359225;1573;178880;314;10238;235.0;314.0;148.0;164.0;161.0;76.0;551.0;314.0
2197;1219134;14186;13553;0;359491;1599;181064;325;10661;236.0;325.0;163.0;162.0;161.0;75.0;650.0;325.0
2198;1219767;12361;13854;0;359460;1664;179128;364;10578;232.0;364.0;198.0;170.0;152.0;76.0;811.0;364.0
2199;1218274;12783;13967;0;358681;1630;180958;337;10666;253.0;337.0;170.0;160.0;175.0;85.0;598.0;337.0
2200;1217090;14202;13913;0;357909;1635;179014;318;10292;246.0;318.0;174.0;149.0;156.0;85.0;733.0;318.0
2201;1217379;14099;14089;0;357384;1621;180607;337;10711;216.0;337.0;175.0;154.0;148.0;76.0;805.0;337.0
2202;1217389;12659;14088;0;356882;1645;178705;315;10338;284.0;315.0;158.0;181.0;163.0;97.0;740.0;315.0
2203;1215960;14183;14008;0;356211;1607;181482;355;10699;230.0;355.0;198.0;161.0;145.0;81.0;899.0;355.0
2204;1216135;13933;14252;0;356690;1598;178855;326;10447;264.0;326.0;160.0;179.0;154.0;97.0;690.0;326.0
2205;1215816;14281;14028;0;356712;1585;181190;342;10602;236.0;342.0;162.0;153.0;175.0;88.0;655.0;342.0
2206;1216069;14232;13983;0;356416;1616;179828;326;10523;234.0;326.0;177.0;145.0;156.0;82.0;689.0;326.0
2207;1216318;14153;14054;0;357998;1651;180898;375;10632;246.0;375.0;209.0;166.0;172.0;74.0;974.0;375.0
2208;1216417;13966;14239;0;358595;1604;179221;317;10486;226.0;317.0;172.0;149.0;150.0;72.0;688.0;317.0
2209;1216144;15158;13882;0;358414;1660;181647;352;10435;224.0;352.0;197.0;149.0;159.0;71.0;794.0;352.0
2210;1217420;13650;14190;0;358753;1711;179685;340;10458;241.0;340.0;186.0;167.0;143.0;85.0;857.0;340.0
2211;1216880;14610;14287;0;357666;1684;181264;336;10512;260.0;336.0;174.0;174.0;171.0;77.0;768.0;336.0
2212;1217203;13588;13842;0;357234;1667;179826;327;10670;253.0;327.0;160.0;172.0;164.0;84.0;633.0;327.0
2213;1216949;15448;14041;0;358224;1638;181508;346;10841;282.0;346.0;177.0;197.0;159.0;95.0;872.0;346.0
2214;1218356;14925;14121;0;358536;1604;179855;356;10501;245.0;356.0;180.0;156.0;176.0;89.0;845.0;356.0
2215;1219160;14470;13937;0;359534;1591;181950;330;10756;250.0;330.0;190.0;145.0;157.0;88.0;893.0;330.0
2216;1219693;14184;14096;0;360014;1540;179594;322;10700;232.0;322.0;161.0;153.0;166.0;74.0;660.0;322.0
2217;1219781;13611;14037;0;359405;1552;182946;323;10865;225.0;323.0;158.0;136.0;168.0;86.0;687.0;323.0
2218;1219355;15106;14042;0;358932;1611;179785;360;10524;226.0;360.0;175.0;162.0;178.0;71.0;805.0;360.0
2219;1220419;13865;14064;0;359614;1618;182319;332;10687;256.0;332.0;161.0;172.0;180.0;75.0;667.0;332.0
2220;1220220;13880;14004;0;359671;1621;179910;342;10699;232.0;342.0;179.0;160.0;154.0;81.0;620.0;342.0
2221;1220096;13986;13983;0;359885;1627;183089;319;10841;214.0;319.0;167.0;143.0;151.0;72.0;741.0;319.0
2222;1220099;14089;13851;0;360488;1674;180204;332;10571;263.0;332.0;169.0;185.0;162.0;79.0;754.0;332.0
