Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;114041;7227;249;267;272;128;1904;3015;3146;5813;916;13878;17590;669.0;3043.0;1242.0;897.0;963.0;1167.0;483.0
2024;115927;7406;284;233;237;121;2172;2631;2741;5495;875;13039;16837;680.0;3118.0;1306.0;908.0;976.0;1214.0;519.0
2025;117737;7222;163;186;146;88;1247;2101;1689;3996;583;9033;12764;691.0;3040.0;712.0;497.0;540.0;664.0;298.0
2026;118875;7174;143;158;142;96;1094;1784;1643;4360;539;8881;12598;697.0;3020.0;606.0;407.0;441.0;555.0;262.0
2027;120036;7209;138;151;143;83;1055;1705;1654;3769;515;8183;11922;704.0;3035.0;514.0;327.0;371.0;469.0;272.0
2028;120649;7445;150;170;138;91;1147;1920;1596;4133;549;8796;12638;708.0;3134.0;727.0;501.0;532.0;672.0;287.0
2029;121759;7440;149;156;138;81;1139;1762;1596;3679;524;8176;12022;714.0;3132.0;630.0;437.0;477.0;588.0;281.0
2030;122792;7484;147;171;174;84;1124;1931;2013;3815;576;8883;12754;720.0;3151.0;655.0;456.0;496.0;610.0;289.0
2031;124200;7530;157;185;151;99;1201;2089;1747;4496;592;9533;13431;728.0;3170.0;660.0;452.0;472.0;609.0;279.0
2032;125323;7644;147;189;170;93;1124;2134;1966;4224;599;9448;13401;735.0;3218.0;697.0;482.0;505.0;634.0;282.0
2033;125722;7698;134;196;141;90;1025;2213;1631;4087;561;8956;12934;737.0;3241.0;563.0;385.0;425.0;522.0;260.0
2034;126171;7682;146;179;163;108;1116;2021;1885;4905;596;9927;13901;740.0;3234.0;694.0;480.0;520.0;639.0;278.0
2035;126755;7748;132;184;160;91;1009;2078;1851;4133;567;9071;13076;743.0;3262.0;499.0;332.0;372.0;462.0;268.0
2036;128078;7707;145;177;175;100;1109;1999;2024;4541;597;9673;13669;751.0;3245.0;608.0;419.0;457.0;562.0;274.0
