Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;62714;3942;118;232;188;117;902;2620;2175;5313;655;11010;13038;368.0;1660.0;518.0;374.0;400.0;484.0;222.0
2024;63646;4053;151;209;176;125;1155;2360;2036;5677;661;11228;13307;373.0;1706.0;654.0;461.0;489.0;607.0;262.0
2025;65353;3958;103;197;135;97;788;2225;1562;4405;532;8980;11029;383.0;1666.0;430.0;295.0;325.0;401.0;155.0
2026;65784;3965;101;177;147;110;772;1999;1700;4996;535;9467;11522;386.0;1669.0;383.0;264.0;280.0;359.0;160.0
2027;67506;4093;100;180;132;106;765;2033;1527;4814;518;9139;11258;396.0;1723.0;366.0;247.0;261.0;329.0;174.0
2028;67890;4217;90;199;140;93;688;2247;1619;4224;522;8778;10951;398.0;1775.0;415.0;287.0;308.0;385.0;144.0
2029;69519;4171;93;210;130;104;711;2372;1504;4723;537;9310;11474;408.0;1756.0;318.0;215.0;240.0;300.0;150.0
2030;70001;4361;95;220;163;99;726;2485;1885;4496;577;9592;11839;411.0;1836.0;329.0;231.0;248.0;309.0;168.0
2031;71832;4345;93;225;168;110;711;2541;1943;4996;596;10191;12441;421.0;1829.0;348.0;247.0;257.0;324.0;146.0
2032;72184;4393;109;214;155;129;834;2417;1793;5858;607;10902;13174;423.0;1849.0;449.0;309.0;331.0;414.0;165.0
2033;73378;4523;90;239;136;116;688;2699;1573;5268;581;10228;12562;430.0;1904.0;341.0;240.0;257.0;317.0;150.0
2034;73619;4465;101;207;182;122;772;2338;2105;5541;612;10756;13068;432.0;1880.0;407.0;282.0;306.0;375.0;162.0
2035;74609;4524;78;225;145;102;596;2541;1677;4632;550;9446;11789;438.0;1905.0;296.0;201.0;224.0;272.0;151.0
2036;75031;4531;107;229;160;112;818;2586;1851;5086;608;10341;12689;440.0;1908.0;424.0;281.0;318.0;396.0;172.0
2037;75917;4674;106;223;153;103;811;2518;1770;4678;585;9777;12190;445.0;1968.0;325.0;210.0;228.0;298.0;151.0
2038;76751;4696;95;233;163;121;726;2631;1885;5495;612;10737;13164;450.0;1977.0;373.0;262.0;293.0;348.0;161.0
2039;77964;4768;92;235;192;106;704;2654;2221;4814;625;10393;12857;457.0;2007.0;347.0;236.0;253.0;317.0;172.0
2040;79022;4797;91;247;182;120;696;2789;2105;5450;640;11040;13523;463.0;2020.0;359.0;250.0;265.0;331.0;183.0
2041;80056;4871;91;265;170;127;696;2993;1966;5768;653;11423;13944;470.0;2051.0;317.0;221.0;233.0;295.0;186.0
2042;81339;4829;99;215;158;109;757;2428;1828;4950;581;9963;12473;477.0;2033.0;333.0;236.0;256.0;311.0;160.0
