Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;93896;5910;201;256;243;124;1537;2891;2811;5631;824;12870;15909;551.0;2488.0;1003.0;726.0;771.0;937.0;391.0
2024;95875;6083;232;227;219;125;1774;2564;2533;5677;803;12548;15671;562.0;2561.0;1017.0;708.0;759.0;944.0;426.0
2025;97858;5970;123;187;145;85;941;2112;1677;3860;540;8590;11677;574.0;2513.0;526.0;360.0;405.0;492.0;215.0
2026;99022;5958;134;156;143;102;1025;1762;1654;4632;535;9073;12162;581.0;2508.0;528.0;363.0;387.0;493.0;228.0
2027;101131;6150;129;161;135;89;986;1818;1562;4042;514;8408;11590;593.0;2589.0;529.0;356.0;382.0;482.0;231.0
2028;102086;6284;125;187;135;87;956;2112;1562;3951;534;8581;11826;599.0;2646.0;606.0;410.0;448.0;557.0;231.0
2029;104174;6371;129;186;148;96;986;2101;1712;4360;559;9159;12452;611.0;2682.0;510.0;352.0;379.0;469.0;241.0
2030;105350;6469;133;200;160;89;1017;2259;1851;4042;582;9169;12510;618.0;2723.0;539.0;384.0;397.0;501.0;248.0
2031;107614;6508;115;200;165;102;879;2259;1909;4632;582;9679;13050;631.0;2740.0;438.0;302.0;326.0;411.0;224.0
2032;108761;6691;133;192;180;109;1017;2168;2082;4950;614;10217;13672;638.0;2817.0;592.0;416.0;453.0;548.0;246.0
2033;109910;6728;142;208;136;93;1086;2349;1573;4224;579;9232;12710;645.0;2833.0;544.0;382.0;407.0;506.0;231.0
2034;110819;6735;141;185;167;115;1078;2089;1932;5223;608;10322;13807;650.0;2835.0;537.0;367.0;396.0;493.0;250.0
2035;111793;6807;91;201;144;91;696;2270;1666;4133;527;8765;12287;656.0;2866.0;351.0;223.0;248.0;320.0;207.0
2036;112739;6816;140;199;172;97;1071;2247;1990;4405;608;9713;13244;661.0;2870.0;631.0;441.0;476.0;582.0;250.0
2037;113868;7051;137;209;159;90;1048;2360;1839;4087;595;9334;12971;668.0;2969.0;573.0;397.0;424.0;529.0;231.0
2038;115289;7034;133;217;172;112;1017;2451;1990;5086;634;10544;14181;676.0;2961.0;590.0;406.0;451.0;552.0;253.0
2039;116712;7155;146;196;196;102;1116;2213;2267;4632;640;10228;13925;685.0;3012.0;529.0;351.0;381.0;487.0;259.0
2040;118668;7254;128;220;181;111;979;2485;2094;5041;640;10599;14349;696.0;3054.0;490.0;339.0;364.0;451.0;255.0
2041;119864;7309;132;235;173;105;1009;2654;2001;4768;645;10432;14212;703.0;3077.0;587.0;410.0;437.0;542.0;263.0
2042;121996;7273;138;188;176;100;1055;2123;2036;4541;602;9755;13533;716.0;3062.0;459.0;315.0;359.0;431.0;249.0
