Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;23736;1468;57;201;144;111;436;2270;1666;5041;513;9413;10170;139.0;618.0;186.0;138.0;143.0;177.0;80.0
2024;23835;1556;69;200;141;114;528;2259;1631;5177;524;9595;10390;140.0;655.0;338.0;247.0;252.0;314.0;102.0
2025;24721;1445;39;208;124;105;298;2349;1434;4768;476;8849;9602;145.0;608.0;121.0;88.0;94.0;116.0;49.0
2026;24630;1509;39;202;140;124;298;2281;1619;5631;505;9829;10608;144.0;635.0;118.0;84.0;87.0;113.0;54.0
2027;25532;1602;47;201;123;113;359;2270;1423;5132;484;9184;10008;150.0;674.0;147.0;103.0;107.0;131.0;72.0
2028;25410;1567;38;237;141;108;291;2676;1631;4905;524;9503;10312;149.0;660.0;93.0;64.0;70.0;89.0;51.0
2029;26141;1577;50;232;137;110;382;2620;1585;4996;529;9583;10400;153.0;664.0;86.0;51.0;64.0;76.0;67.0
2030;26235;1589;56;244;150;108;428;2756;1735;4905;558;9824;10647;154.0;669.0;220.0;156.0;163.0;205.0;62.0
2031;27026;1649;54;259;163;134;413;2925;1885;6085;610;11308;12161;159.0;694.0;184.0;138.0;141.0;174.0;68.0
2032;26957;1645;47;246;163;143;359;2778;1885;6494;599;11516;12367;158.0;693.0;143.0;98.0;101.0;129.0;57.0
2033;27585;1715;45;255;136;126;344;2880;1573;5722;562;10519;11403;162.0;722.0;102.0;65.0;75.0;95.0;54.0
2034;27523;1664;50;237;178;137;382;2676;2059;6222;602;11339;12201;161.0;701.0;114.0;71.0;85.0;107.0;59.0
2035;28034;1724;38;274;152;116;291;3094;1758;5268;580;10411;11301;164.0;726.0;108.0;69.0;80.0;98.0;67.0
2036;27928;1662;61;238;168;129;466;2688;1943;5858;596;10955;11819;164.0;700.0;191.0;140.0;143.0;181.0;68.0
2037;28537;1788;58;262;148;124;444;2959;1712;5631;592;10746;11666;167.0;753.0;136.0;90.0;98.0;126.0;54.0
2038;28599;1707;48;258;162;136;367;2914;1874;6176;604;11331;12218;168.0;719.0;130.0;84.0;94.0;118.0;66.0
2039;29327;1780;45;268;175;123;344;3027;2024;5586;611;10981;11902;172.0;749.0;88.0;60.0;57.0;79.0;51.0
2040;29447;1742;48;276;162;131;367;3117;1874;5949;617;11307;12213;173.0;733.0;114.0;77.0;83.0;109.0;69.0
2041;29964;1863;46;289;154;137;352;3264;1781;6222;626;11619;12579;176.0;784.0;149.0;107.0;106.0;136.0;66.0
2042;30260;1782;56;259;145;134;428;2925;1677;6085;594;11115;12042;177.0;750.0;159.0;116.0;125.0;149.0;59.0
