Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;125349;7943;266;275;281;129;2034;3106;3250;5858;951;14248;18327;735.0;3344.0;1336.0;967.0;1032.0;1252.0;518.0
2024;128043;8121;304;232;245;118;2325;2620;2834;5359;899;13138;17308;751.0;3419.0;1433.0;1006.0;1068.0;1330.0;558.0
2025;130528;7981;185;177;149;84;1415;1999;1724;3815;595;8953;13079;766.0;3360.0;797.0;556.0;606.0;744.0;327.0
2026;132358;8013;161;154;149;92;1231;1739;1724;4178;556;8872;13022;776.0;3374.0;659.0;445.0;485.0;607.0;296.0
2027;134789;8101;146;144;144;82;1116;1626;1666;3724;516;8132;12334;791.0;3411.0;562.0;365.0;404.0;513.0;290.0
2028;136405;8383;156;161;147;87;1193;1818;1700;3951;551;8662;12991;800.0;3529.0;752.0;514.0;553.0;697.0;311.0
2029;138761;8476;162;158;143;73;1239;1784;1654;3315;536;7992;12374;814.0;3568.0;713.0;500.0;537.0;662.0;313.0
2030;140902;8532;175;164;176;82;1338;1852;2036;3724;597;8950;13368;826.0;3592.0;724.0;496.0;538.0;673.0;336.0
2031;143366;8672;179;173;167;90;1369;1954;1932;4087;609;9342;13834;841.0;3651.0;739.0;504.0;531.0;682.0;323.0
2032;145392;8935;157;188;175;88;1201;2123;2024;3996;608;9344;13959;853.0;3762.0;758.0;527.0;564.0;695.0;324.0
2033;146580;8914;151;192;142;83;1155;2168;1643;3769;568;8735;13348;860.0;3753.0;637.0;441.0;481.0;595.0;302.0
2034;148029;9023;163;171;166;99;1247;1931;1920;4496;599;9594;14261;868.0;3799.0;784.0;539.0;580.0;718.0;316.0
2035;149145;9111;139;171;156;82;1063;1931;1805;3724;548;8523;13234;875.0;3836.0;503.0;328.0;367.0;462.0;297.0
2036;150609;9098;176;167;177;96;1346;1886;2047;4360;616;9639;14352;883.0;3830.0;727.0;504.0;546.0;674.0;324.0
2037;151946;9390;160;181;167;76;1224;2044;1932;3451;584;8651;13495;891.0;3953.0;680.0;460.0;496.0;624.0;301.0
2038;153890;9391;180;203;173;84;1377;2293;2001;3815;640;9486;14343;903.0;3954.0;814.0;555.0;623.0;760.0;344.0
2039;155816;9525;185;185;186;93;1415;2089;2152;4224;649;9880;14804;914.0;4010.0;798.0;559.0;589.0;732.0;342.0
2040;158193;9724;160;201;203;111;1224;2270;2348;5041;675;10883;15905;928.0;4094.0;629.0;435.0;475.0;582.0;358.0
2041;160010;9796;174;190;178;80;1331;2146;2059;3633;622;9169;14231;938.0;4124.0;828.0;579.0;617.0;763.0;337.0
2042;162707;9683;192;169;153;83;1468;1909;1770;3769;597;8916;13947;954.0;4077.0;824.0;575.0;608.0;758.0;325.0
