Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;13805;845;0;309297;5150;138094;556;8135;433.0;556.0;287.0;279.0;290.0;133.0;1362.0;986.0;1053.0;1279.0;556.0
2024;1135792;13148;1253;0;315832;4161;141658;596;8398;335.0;596.0;317.0;242.0;249.0;123.0;1382.0;963.0;1027.0;1285.0;596.0
2025;1147687;14234;2043;0;321258;3689;144957;345;8534;250.0;345.0;184.0;176.0;151.0;84.0;810.0;566.0;621.0;758.0;345.0
2026;1159878;14365;2975;0;326569;3610;147747;322;8640;238.0;322.0;178.0;148.0;149.0;85.0;764.0;520.0;567.0;704.0;322.0
2027;1171268;13734;4002;0;331594;3550;150838;331;8784;207.0;331.0;174.0;142.0;147.0;75.0;687.0;455.0;499.0;631.0;331.0
2028;1181000;13178;4997;0;336518;3562;153605;335;9082;222.0;335.0;170.0;159.0;145.0;83.0;818.0;562.0;604.0;764.0;335.0
2029;1189181;14406;5939;0;341995;3545;156768;317;9217;209.0;317.0;165.0;145.0;144.0;72.0;732.0;520.0;554.0;680.0;317.0
2030;1197648;14555;6519;0;347661;3547;159900;364;9296;241.0;364.0;186.0;161.0;174.0;84.0;789.0;537.0;584.0;731.0;364.0
2031;1205684;14407;6841;0;353196;3479;163731;338;9570;266.0;338.0;179.0;171.0;169.0;85.0;740.0;501.0;533.0;683.0;338.0
2032;1213250;13134;7234;0;357148;3437;167093;350;9870;261.0;350.0;175.0;171.0;180.0;85.0;799.0;552.0;593.0;732.0;350.0
2033;1219150;13480;7717;0;360514;3352;170101;330;9984;248.0;330.0;170.0;187.0;140.0;81.0;677.0;474.0;517.0;639.0;330.0
2034;1224913;13212;8420;0;363674;3301;172688;343;10139;263.0;343.0;175.0;168.0;169.0;94.0;777.0;538.0;582.0;719.0;343.0
2035;1229705;14186;9121;0;366830;3272;175410;337;10346;234.0;337.0;152.0;175.0;164.0;80.0;581.0;383.0;422.0;537.0;337.0
2036;1234770;13099;10040;0;370412;3247;178136;359;10417;266.0;359.0;191.0;167.0;173.0;94.0;766.0;526.0;571.0;708.0;359.0
2037;1237829;14114;10979;0;374550;3172;180627;330;10843;265.0;330.0;171.0;175.0;172.0;77.0;709.0;477.0;515.0;646.0;330.0
2038;1240964;13948;11571;0;379210;3139;183751;375;10815;270.0;375.0;197.0;184.0;178.0;86.0;856.0;588.0;661.0;801.0;375.0
2039;1243341;13718;12113;0;384469;3081;186531;385;10994;276.0;385.0;203.0;171.0;196.0;91.0;834.0;580.0;621.0;770.0;385.0
2040;1244946;14926;12234;0;389691;3035;189454;395;11211;265.0;395.0;183.0;183.0;199.0;95.0;670.0;459.0;507.0;623.0;395.0
2041;1247638;14143;12883;0;395111;2994;191621;406;11341;244.0;406.0;202.0;175.0;191.0;82.0;910.0;640.0;690.0;847.0;406.0
2042;1248898;13861;13206;0;400307;2934;194073;382;11176;239.0;382.0;210.0;164.0;165.0;82.0;885.0;617.0;650.0;813.0;382.0
2043;1249553;13967;13337;0;405749;2909;195616;390;11508;251.0;390.0;179.0;189.0;200.0;73.0;782.0;551.0;598.0;737.0;390.0
2044;1250183;13075;13842;0;411096;2882;197916;405;11632;276.0;405.0;222.0;190.0;190.0;79.0;894.0;621.0;670.0;831.0;405.0
2045;1249416;14920;14227;0;416442;2790;198787;370;11638;271.0;370.0;187.0;180.0;181.0;93.0;786.0;554.0;597.0;728.0;370.0
2046;1250109;14108;14649;0;421448;2727;201179;385;11698;241.0;385.0;200.0;155.0;196.0;75.0;898.0;616.0;682.0;842.0;385.0
2047;1249568;14718;15223;0;425338;2714;201860;404;11584;243.0;404.0;203.0;168.0;190.0;86.0;947.0;667.0;700.0;877.0;404.0
2048;1249063;14189;15279;0;429582;2692;204219;388;12026;262.0;388.0;180.0;167.0;198.0;105.0;624.0;430.0;472.0;585.0;388.0
2049;1247973;14137;15621;0;433187;2661;204750;413;11768;290.0;413.0;208.0;208.0;221.0;66.0;890.0;620.0;680.0;822.0;413.0
2050;1246489;13207;15793;0;437191;2623;206462;427;12065;254.0;427.0;218.0;185.0;196.0;82.0;951.0;672.0;708.0;878.0;427.0
2051;1243903;13411;15503;0;441123;2597;207304;388;12136;264.0;388.0;178.0;178.0;198.0;98.0;780.0;557.0;592.0;735.0;388.0
2052;1241811;13761;15363;0;444576;2599;208582;410;12107;275.0;410.0;213.0;168.0;209.0;95.0;982.0;706.0;744.0;916.0;410.0
2053;1240209;13292;15042;0;447510;2546;209248;375;12147;267.0;375.0;187.0;176.0;194.0;85.0;758.0;515.0;587.0;717.0;375.0
2054;1238459;15150;14701;0;449201;2563;210112;419;12210;289.0;419.0;234.0;195.0;189.0;90.0;986.0;676.0;740.0;915.0;419.0
2055;1238908;14547;14605;0;450216;2543;210766;427;12478;305.0;427.0;216.0;182.0;228.0;106.0;965.0;685.0;727.0;903.0;427.0
2056;1238850;13752;14238;0;450800;2475;211372;416;12357;288.0;416.0;245.0;182.0;170.0;107.0;1014.0;694.0;739.0;936.0;416.0
2057;1238364;14293;14451;0;450774;2452;212806;472;12595;272.0;472.0;263.0;187.0;196.0;98.0;1025.0;693.0;770.0;960.0;472.0
2058;1238206;14084;14248;0;452185;2419;213656;435;12617;291.0;435.0;244.0;179.0;208.0;95.0;1037.0;727.0;776.0;956.0;435.0
