Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;62707;3946;119;231;191;118;910;2609;2209;5359;659;11087;13116;368.0;1661.0;518.0;374.0;400.0;483.0;226.0
2024;63645;4055;153;207;178;124;1170;2338;2059;5631;662;11198;13278;373.0;1707.0;666.0;470.0;500.0;620.0;263.0
2025;65352;3954;102;198;133;96;780;2236;1538;4360;529;8914;10962;383.0;1665.0;429.0;294.0;324.0;401.0;151.0
2026;65783;3962;99;177;146;111;757;1999;1689;5041;533;9486;11540;386.0;1668.0;371.0;256.0;267.0;346.0;158.0
2027;67508;4091;100;180;133;106;765;2033;1538;4814;519;9150;11268;396.0;1722.0;360.0;244.0;259.0;325.0;175.0
2028;67885;4213;83;203;144;92;635;2293;1666;4178;522;8772;10944;398.0;1774.0;411.0;288.0;307.0;383.0;143.0
2029;69513;4163;95;209;128;102;726;2360;1481;4632;534;9199;11360;408.0;1753.0;344.0;232.0;259.0;322.0;148.0
2030;70001;4356;97;219;157;103;742;2473;1816;4678;576;9709;11954;411.0;1834.0;315.0;217.0;237.0;294.0;165.0
2031;71839;4333;85;227;162;110;650;2564;1874;4996;584;10084;12329;421.0;1824.0;317.0;229.0;232.0;297.0;136.0
2032;72187;4396;105;215;160;130;803;2428;1851;5904;610;10986;13260;423.0;1851.0;426.0;296.0;315.0;393.0;166.0
2033;73383;4526;92;235;139;116;704;2654;1608;5268;582;10234;12569;430.0;1905.0;351.0;245.0;265.0;325.0;151.0
2034;73622;4471;107;207;178;122;818;2338;2059;5541;614;10756;13070;432.0;1882.0;438.0;304.0;331.0;404.0;166.0
2035;74601;4531;82;222;152;102;627;2507;1758;4632;558;9524;11870;438.0;1908.0;298.0;198.0;221.0;275.0;159.0
2036;75045;4527;104;228;159;111;795;2575;1839;5041;602;10250;12596;440.0;1906.0;447.0;302.0;333.0;415.0;166.0
2037;75917;4674;98;228;152;104;749;2575;1758;4723;582;9805;12218;445.0;1968.0;329.0;215.0;232.0;299.0;147.0
2038;76745;4697;95;231;162;119;726;2609;1874;5404;607;10613;13040;450.0;1977.0;370.0;254.0;290.0;348.0;161.0
2039;77958;4782;98;234;196;109;749;2643;2267;4950;637;10609;13079;457.0;2013.0;344.0;236.0;249.0;313.0;181.0
2040;79010;4796;92;244;184;124;704;2756;2128;5631;644;11219;13701;463.0;2019.0;333.0;234.0;249.0;311.0;186.0
2041;80052;4859;93;261;165;122;711;2948;1909;5541;641;11109;13625;470.0;2046.0;328.0;228.0;245.0;306.0;174.0
2042;81326;4815;103;212;155;112;788;2394;1793;5086;582;10061;12565;477.0;2027.0;352.0;248.0;267.0;327.0;151.0
