Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;AsymtomaticCCRDiscovered
2023;1122832;14921;819;0;309296;5139;13006;43;772;433.0;43.0;38.0;196.0;132.0;110.0;77.0;43.0
2024;1136934;12774;1297;0;315832;4665;13432;57;864;432.0;57.0;43.0;197.0;135.0;114.0;154.0;57.0
2025;1148411;14145;2032;0;321257;4658;14171;36;803;445.0;36.0;36.0;214.0;125.0;106.0;88.0;36.0
2026;1160524;15424;2986;0;326567;4683;14420;37;845;460.0;37.0;32.0;206.0;138.0;121.0;121.0;37.0
2027;1172962;14064;3927;0;331593;4692;15184;44;923;426.0;44.0;39.0;204.0;115.0;112.0;105.0;44.0
2028;1183099;13913;4924;0;336513;4755;15215;36;919;486.0;36.0;33.0;242.0;134.0;113.0;99.0;36.0
2029;1192088;16170;5818;0;341991;4798;15788;42;903;484.0;42.0;45.0;238.0;131.0;112.0;80.0;42.0
2030;1202440;14041;6617;0;347657;4796;15676;36;916;511.0;36.0;37.0;246.0;150.0;114.0;72.0;36.0
2031;1209864;15242;7070;0;353188;4776;16389;44;922;551.0;44.0;35.0;256.0;169.0;135.0;45.0;44.0
2032;1218036;14268;7213;0;357115;4721;16131;42;972;572.0;42.0;41.0;255.0;170.0;148.0;91.0;42.0
2033;1225091;13659;7631;0;360435;4644;16655;37;1041;535.0;37.0;40.0;256.0;143.0;133.0;68.0;37.0
2034;1231119;14327;8446;0;363608;4598;16370;53;966;560.0;53.0;45.0;242.0;190.0;136.0;135.0;53.0
2035;1237000;13774;9115;0;366740;4560;16784;45;992;530.0;45.0;32.0;279.0;142.0;122.0;81.0;45.0
2036;1241659;14052;9913;0;370294;4566;16315;46;952;551.0;46.0;53.0;247.0;164.0;133.0;139.0;46.0
2037;1245798;13576;10946;0;374414;4504;16598;34;1013;551.0;34.0;47.0;265.0;150.0;123.0;66.0;34.0
2038;1248428;14034;11601;0;379059;4478;16200;46;929;554.0;46.0;43.0;266.0;162.0;129.0;125.0;46.0
2039;1250861;13276;12051;0;384339;4464;16434;43;957;587.0;43.0;46.0;277.0;175.0;132.0;93.0;43.0
2040;1252086;14161;12915;0;389563;4463;16333;48;937;570.0;48.0;35.0;284.0;164.0;135.0;94.0;48.0
2041;1253332;15205;13027;0;394900;4458;16573;43;999;581.0;43.0;39.0;290.0;158.0;137.0;118.0;43.0
2042;1255510;14221;13144;0;400063;4431;16573;38;905;556.0;38.0;41.0;271.0;144.0;138.0;50.0;38.0
