Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;13802;829;0;309296;5146;125347;521;7425;433.0;521.0;265.0;278.0;283.0;128.0;1341.0;973.0;1040.0;1259.0;521.0
2024;1135805;13903;1224;0;315833;4192;128039;556;7562;341.0;556.0;306.0;234.0;238.0;119.0;1395.0;970.0;1034.0;1295.0;556.0
2025;1148484;14739;2060;0;321257;3764;130531;322;7653;271.0;322.0;180.0;179.0;148.0;86.0;769.0;542.0;590.0;720.0;322.0
2026;1161163;14198;2865;0;326568;3664;132353;290;7713;259.0;290.0;158.0;150.0;151.0;90.0;648.0;441.0;479.0;594.0;290.0
2027;1172496;13293;3871;0;331594;3636;134783;299;7811;229.0;299.0;156.0;145.0;143.0;84.0;611.0;390.0;432.0;554.0;299.0
2028;1181918;13982;5058;0;336514;3660;136405;315;8071;240.0;315.0;157.0;161.0;146.0;91.0;729.0;490.0;536.0;678.0;315.0
2029;1190842;14153;5953;0;341991;3640;138752;329;8168;229.0;329.0;168.0;156.0;154.0;80.0;744.0;515.0;559.0;691.0;329.0
2030;1199042;13619;6565;0;347659;3615;140903;317;8192;259.0;317.0;160.0;166.0;171.0;79.0;691.0;476.0;519.0;644.0;317.0
2031;1206096;12997;6973;0;353198;3551;143366;299;8345;284.0;299.0;166.0;168.0;163.0;86.0;689.0;482.0;497.0;636.0;299.0
2032;1212120;14153;7334;0;357151;3527;145390;326;8607;289.0;326.0;169.0;183.0;174.0;89.0;796.0;551.0;590.0;730.0;326.0
2033;1218939;12993;7666;0;360495;3437;146582;305;8614;262.0;305.0;164.0;182.0;135.0;86.0;641.0;435.0;483.0;600.0;305.0
2034;1224266;14904;8338;0;363668;3414;148020;324;8702;282.0;324.0;170.0;168.0;167.0;101.0;818.0;567.0;604.0;753.0;324.0
2035;1230832;13721;8995;0;366861;3379;149153;306;8817;253.0;306.0;145.0;173.0;155.0;86.0;551.0;359.0;397.0;505.0;306.0
2036;1235558;14089;9951;0;370424;3367;150623;318;8777;295.0;318.0;169.0;172.0;178.0;94.0;703.0;477.0;521.0;646.0;318.0
2037;1239696;13768;11042;0;374539;3310;151948;302;9088;281.0;302.0;160.0;182.0;171.0;70.0;681.0;462.0;498.0;624.0;302.0
2038;1242422;12389;11461;0;379183;3291;153864;336;9044;292.0;336.0;176.0;205.0;164.0;83.0;805.0;553.0;610.0;750.0;336.0
2039;1243350;13694;12212;0;384458;3261;155804;335;9181;306.0;335.0;170.0;182.0;195.0;94.0;720.0;501.0;538.0;666.0;335.0
2040;1244832;14409;12346;0;389726;3227;158226;359;9366;307.0;359.0;158.0;201.0;203.0;104.0;601.0;424.0;462.0;558.0;359.0
2041;1246895;14549;13021;0;395127;3176;159995;356;9460;290.0;356.0;183.0;196.0;182.0;85.0;846.0;599.0;638.0;785.0;356.0
2042;1248423;14505;13117;0;400306;3118;162722;341;9362;280.0;341.0;195.0;174.0;166.0;86.0;813.0;560.0;600.0;746.0;341.0
