Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;14195;866;0;309297;5145;230694;898;13487;433.0;898.0;477.0;325.0;369.0;160.0;2348.0;1642.0;1757.0;2162.0;898.0
2024;1136161;13370;1236;0;315832;3814;236433;889;13784;313.0;889.0;432.0;276.0;349.0;145.0;2337.0;1653.0;1783.0;2176.0;889.0
2025;1148295;13825;2035;0;321258;3100;242258;460;14205;184.0;460.0;256.0;140.0;164.0;84.0;1143.0;766.0;856.0;1059.0;460.0
2026;1160085;13601;2938;0;326570;2960;247633;449;14353;161.0;449.0;223.0;137.0;165.0;85.0;1102.0;782.0;840.0;1023.0;449.0
2027;1170748;13945;4004;0;331596;2850;253294;405;14746;149.0;405.0;208.0;133.0;152.0;61.0;1171.0;827.0;865.0;1079.0;405.0
2028;1180689;14210;5009;0;336517;2827;257868;449;15043;149.0;449.0;211.0;143.0;163.0;81.0;992.0;681.0;745.0;910.0;449.0
2029;1189890;14005;5911;0;341998;2764;263453;429;15409;131.0;429.0;209.0;130.0;157.0;64.0;922.0;633.0;680.0;851.0;429.0
2030;1197984;14450;6541;0;347665;2744;267543;435;15619;154.0;435.0;226.0;132.0;174.0;57.0;1120.0;764.0;827.0;1036.0;435.0
2031;1205893;13756;6980;0;353201;2693;272512;423;15928;165.0;423.0;197.0;144.0;173.0;74.0;840.0;564.0;620.0;763.0;423.0
2032;1212669;13590;7188;0;357154;2640;276580;429;16199;178.0;429.0;217.0;136.0;183.0;71.0;914.0;628.0;684.0;845.0;429.0
2033;1219071;13665;7750;0;360482;2589;280617;442;16293;157.0;442.0;231.0;128.0;166.0;74.0;1021.0;671.0;737.0;936.0;442.0
2034;1224986;14033;8328;0;363658;2490;283964;425;16653;153.0;425.0;201.0;138.0;173.0;66.0;978.0;682.0;732.0;906.0;425.0
2035;1230691;15045;9113;0;366840;2478;286971;472;16742;159.0;472.0;232.0;154.0;164.0;81.0;1250.0;904.0;950.0;1154.0;472.0
2036;1236623;13179;9991;0;370418;2439;289701;421;16963;162.0;421.0;205.0;134.0;178.0;66.0;955.0;661.0;693.0;878.0;421.0
2037;1239811;13853;10707;0;374567;2391;291460;455;17227;151.0;455.0;229.0;136.0;177.0;64.0;1055.0;720.0;786.0;973.0;455.0
2038;1242957;13808;11331;0;379242;2356;293472;416;17057;173.0;416.0;224.0;141.0;167.0;57.0;1039.0;711.0;776.0;962.0;416.0
2039;1245434;13957;12156;0;384540;2352;294434;451;17080;170.0;451.0;234.0;153.0;169.0;65.0;1161.0;815.0;861.0;1075.0;451.0
2040;1247235;15045;12413;0;389817;2330;295566;495;17369;181.0;495.0;237.0;154.0;205.0;80.0;1109.0;761.0;824.0;1020.0;495.0
2041;1249867;12575;12817;0;395241;2277;296105;493;17332;167.0;493.0;246.0;132.0;206.0;76.0;1088.0;754.0;825.0;1001.0;493.0
2042;1249625;14566;13023;0;400411;2214;297495;470;17274;166.0;470.0;222.0;155.0;184.0;75.0;958.0;653.0;721.0;884.0;470.0
2043;1251168;13998;13597;0;405914;2154;297787;496;17411;176.0;496.0;270.0;151.0;186.0;65.0;1191.0;810.0;894.0;1100.0;496.0
2044;1251569;13943;13804;0;411293;2106;299548;449;17616;194.0;449.0;233.0;157.0;180.0;73.0;1190.0;852.0;897.0;1099.0;449.0
