Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;125351;7946;266;276;281;129;2034;3117;3250;5858;952;14259;18339;735.0;3345.0;1324.0;958.0;1024.0;1241.0;519.0
2024;128049;8111;303;229;239;118;2317;2586;2765;5359;889;13027;17193;751.0;3415.0;1396.0;971.0;1037.0;1296.0;548.0
2025;130533;7977;182;177;149;86;1392;1999;1724;3906;594;9021;13145;766.0;3358.0;796.0;554.0;605.0;743.0;322.0
2026;132356;8003;150;158;151;91;1147;1784;1747;4133;550;8811;12956;776.0;3369.0;594.0;405.0;439.0;546.0;292.0
2027;134787;8110;149;146;150;83;1139;1649;1735;3769;528;8292;12497;791.0;3414.0;591.0;390.0;424.0;539.0;297.0
2028;136401;8375;154;165;141;88;1178;1863;1631;3996;548;8668;12994;800.0;3526.0;763.0;524.0;568.0;709.0;306.0
2029;138759;8484;165;157;146;79;1262;1773;1689;3588;547;8312;12698;814.0;3572.0;732.0;509.0;550.0;678.0;320.0
2030;140887;8532;173;167;170;85;1323;1886;1966;3860;595;9035;13453;826.0;3592.0;732.0;503.0;544.0;682.0;335.0
2031;143366;8672;164;178;176;91;1254;2010;2036;4133;609;9433;13925;841.0;3651.0;685.0;477.0;499.0;633.0;322.0
2032;145367;8937;170;178;177;91;1300;2010;2047;4133;616;9490;14106;853.0;3763.0;781.0;535.0;580.0;712.0;329.0
2033;146586;8903;160;181;132;77;1224;2044;1527;3497;550;8292;12900;860.0;3748.0;659.0;459.0;497.0;613.0;289.0
2034;148020;9017;166;171;168;97;1269;1931;1943;4405;602;9548;14212;868.0;3796.0;789.0;545.0;586.0;727.0;317.0
2035;149138;9120;136;179;158;86;1040;2021;1828;3906;559;8795;13510;875.0;3840.0;507.0;326.0;366.0;467.0;307.0
2036;150621;9104;172;170;175;96;1315;1920;2024;4360;613;9619;14335;883.0;3833.0;668.0;458.0;501.0;622.0;323.0
2037;151958;9391;160;183;170;76;1224;2067;1966;3451;589;8708;13553;891.0;3954.0;672.0;456.0;493.0;617.0;302.0
2038;153884;9385;179;200;168;89;1369;2259;1943;4042;636;9613;14467;903.0;3951.0;820.0;563.0;618.0;761.0;340.0
2039;155824;9510;184;177;181;89;1407;1999;2094;4042;631;9542;14460;914.0;4004.0;737.0;505.0;543.0;677.0;328.0
2040;158205;9711;157;201;191;107;1201;2270;2209;4859;656;10539;15555;928.0;4088.0;613.0;419.0;465.0;566.0;346.0
2041;159988;9822;178;194;192;88;1361;2191;2221;3996;652;9769;14842;938.0;4135.0;820.0;576.0;613.0;757.0;362.0
2042;162709;9700;189;173;162;89;1445;1954;1874;4042;613;9315;14353;954.0;4084.0;762.0;526.0;559.0;698.0;336.0
