Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;93893;5912;204;258;241;123;1560;2914;2788;5586;826;12848;15888;551.0;2489.0;1011.0;734.0;776.0;943.0;393.0
2024;95876;6077;231;227;216;125;1767;2564;2499;5677;799;12507;15627;562.0;2558.0;1015.0;709.0;757.0;942.0;422.0
2025;97859;5969;116;187;146;88;887;2112;1689;3996;537;8684;11771;574.0;2513.0;501.0;341.0;383.0;467.0;213.0
2026;99021;5959;135;157;145;102;1032;1773;1677;4632;539;9114;12204;581.0;2509.0;524.0;357.0;383.0;489.0;231.0
2027;101128;6155;134;162;134;90;1025;1830;1550;4087;520;8492;11676;593.0;2591.0;557.0;374.0;402.0;509.0;237.0
2028;102090;6291;127;190;141;86;971;2146;1631;3906;544;8654;11902;599.0;2649.0;635.0;437.0;474.0;585.0;237.0
2029;104174;6364;126;185;150;94;964;2089;1735;4269;555;9057;12347;611.0;2679.0;547.0;380.0;410.0;504.0;236.0
2030;105352;6464;133;195;154;88;1017;2202;1781;3996;570;8996;12335;618.0;2721.0;524.0;373.0;387.0;489.0;241.0
2031;107616;6519;122;199;165;101;933;2247;1909;4587;587;9676;13052;631.0;2745.0;417.0;287.0;312.0;394.0;233.0
2032;108745;6705;143;196;176;106;1094;2213;2036;4814;621;10157;13618;638.0;2823.0;650.0;445.0;489.0;598.0;255.0
2033;109923;6723;133;207;144;86;1017;2338;1666;3906;570;8927;12402;645.0;2830.0;517.0;365.0;385.0;480.0;223.0
2034;110834;6722;132;182;166;115;1009;2055;1920;5223;595;10207;13687;650.0;2830.0;504.0;344.0;370.0;461.0;239.0
2035;111789;6801;93;199;143;90;711;2247;1654;4087;525;8699;12218;656.0;2863.0;363.0;228.0;257.0;331.0;204.0
2036;112752;6815;143;203;168;99;1094;2293;1943;4496;613;9826;13356;661.0;2869.0;643.0;448.0;480.0;593.0;249.0
2037;113848;7038;134;210;154;88;1025;2372;1781;3996;586;9174;12805;668.0;2963.0;561.0;391.0;412.0;519.0;223.0
2038;115284;7023;129;217;170;111;986;2451;1966;5041;627;10444;14077;676.0;2957.0;553.0;383.0;420.0;517.0;245.0
2039;116704;7149;137;199;197;100;1048;2247;2279;4541;633;10115;13809;684.0;3010.0;493.0;331.0;359.0;453.0;256.0
2040;118649;7260;129;219;186;112;986;2473;2152;5086;646;10697;14449;696.0;3056.0;499.0;347.0;379.0;461.0;259.0
2041;119865;7309;142;233;169;111;1086;2631;1955;5041;655;10713;14493;703.0;3077.0;643.0;452.0;485.0;596.0;265.0
2042;121999;7272;143;187;170;100;1094;2112;1966;4541;600;9713;13491;716.0;3062.0;502.0;343.0;377.0;466.0;248.0
