Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;125348;7949;266;277;284;129;2034;3128;3285;5858;956;14305;18387;735.0;3347.0;1329.0;963.0;1029.0;1246.0;523.0
2024;128045;8113;303;233;238;118;2317;2631;2753;5359;892;13060;17227;751.0;3416.0;1381.0;961.0;1023.0;1282.0;551.0
2025;130531;7977;185;176;147;85;1415;1988;1700;3860;593;8963;13087;766.0;3358.0;800.0;555.0;607.0;747.0;322.0
2026;132363;7997;151;155;149;89;1155;1750;1724;4042;544;8671;12814;776.0;3367.0;627.0;425.0;466.0;578.0;285.0
2027;134778;8130;161;148;153;84;1231;1671;1770;3815;546;8487;12700;790.0;3423.0;641.0;422.0;462.0;586.0;315.0
2028;136403;8380;158;163;142;92;1208;1841;1643;4178;555;8870;13198;800.0;3528.0;793.0;549.0;585.0;733.0;313.0
2029;138758;8481;157;154;143;77;1201;1739;1654;3497;531;8091;12476;814.0;3571.0;671.0;468.0;508.0;625.0;307.0
2030;140899;8529;176;166;171;82;1346;1875;1978;3724;595;8923;13340;826.0;3591.0;736.0;501.0;550.0;684.0;332.0
2031;143369;8658;170;172;166;88;1300;1942;1920;3996;596;9158;13644;841.0;3645.0;697.0;481.0;504.0;642.0;312.0
2032;145380;8936;164;187;176;89;1254;2112;2036;4042;616;9444;14059;853.0;3762.0;809.0;563.0;600.0;740.0;328.0
2033;146574;8912;155;185;137;82;1185;2089;1585;3724;559;8583;13195;860.0;3752.0;609.0;415.0;465.0;573.0;297.0
2034;148024;9019;159;171;170;100;1216;1931;1966;4541;600;9654;14319;868.0;3797.0;739.0;515.0;553.0;680.0;316.0
2035;149134;9122;142;177;157;85;1086;1999;1816;3860;561;8761;13476;875.0;3840.0;562.0;368.0;402.0;518.0;308.0
2036;150598;9117;189;175;173;93;1445;1976;2001;4224;630;9646;14367;883.0;3838.0;788.0;539.0;584.0;728.0;335.0
2037;151950;9396;170;178;162;72;1300;2010;1874;3270;582;8454;13301;891.0;3956.0;711.0;488.0;518.0;646.0;302.0
2038;153854;9381;181;195;169;87;1384;2202;1955;3951;632;9492;14343;902.0;3949.0;837.0;574.0;634.0;779.0;342.0
2039;155798;9511;174;178;190;94;1331;2010;2198;4269;636;9808;14726;914.0;4004.0;737.0;510.0;546.0;676.0;333.0
2040;158208;9717;154;201;201;103;1178;2270;2325;4678;659;10451;15470;928.0;4091.0;604.0;417.0;459.0;557.0;353.0
2041;160007;9819;179;191;184;83;1369;2157;2128;3769;637;9423;14495;938.0;4134.0;836.0;589.0;629.0;778.0;355.0
2042;162704;9714;197;172;163;88;1507;1942;1885;3996;620;9330;14374;954.0;4090.0;802.0;557.0;599.0;739.0;348.0
