Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;93895;5912;203;256;243;124;1552;2891;2811;5631;826;12885;15925;551.0;2489.0;1015.0;736.0;780.0;947.0;393.0
2024;95874;6083;232;227;218;126;1774;2564;2522;5722;803;12582;15705;562.0;2561.0;1017.0;707.0;757.0;944.0;426.0
2025;97853;5971;123;187;146;86;941;2112;1689;3906;542;8648;11736;574.0;2514.0;518.0;352.0;401.0;487.0;218.0
2026;99032;5948;131;156;138;101;1002;1762;1596;4587;526;8947;12032;581.0;2504.0;512.0;351.0;374.0;477.0;218.0
2027;101123;6158;129;165;135;92;986;1863;1562;4178;521;8589;11775;593.0;2593.0;526.0;357.0;382.0;480.0;238.0
2028;102087;6285;124;189;140;87;948;2134;1619;3951;540;8652;11897;599.0;2646.0;614.0;418.0;455.0;565.0;235.0
2029;104172;6355;123;181;146;91;941;2044;1689;4133;541;8807;12093;611.0;2675.0;488.0;338.0;360.0;449.0;225.0
2030;105351;6471;136;198;161;89;1040;2236;1862;4042;584;9180;12522;618.0;2724.0;546.0;388.0;408.0;509.0;251.0
2031;107615;6525;131;202;165;104;1002;2281;1909;4723;602;9915;13293;631.0;2747.0;509.0;349.0;377.0;475.0;240.0
2032;108759;6698;137;196;175;109;1048;2213;2024;4950;617;10235;13693;638.0;2820.0;621.0;437.0;463.0;571.0;250.0
2033;109929;6717;130;211;138;92;994;2383;1596;4178;571;9151;12624;645.0;2828.0;492.0;348.0;368.0;457.0;218.0
2034;110833;6721;135;181;164;117;1032;2044;1897;5313;597;10286;13766;650.0;2830.0;486.0;326.0;360.0;448.0;237.0
2035;111802;6799;98;195;144;88;749;2202;1666;3996;525;8613;12131;656.0;2862.0;395.0;250.0;281.0;360.0;200.0
2036;112749;6816;141;199;173;97;1078;2247;2001;4405;610;9731;13262;661.0;2870.0;663.0;464.0;500.0;610.0;249.0
2037;113862;7045;132;213;157;87;1009;2405;1816;3951;589;9181;12815;668.0;2966.0;535.0;371.0;392.0;493.0;227.0
2038;115281;7013;123;217;164;109;941;2451;1897;4950;613;10239;13868;676.0;2953.0;561.0;388.0;426.0;522.0;235.0
2039;116709;7156;142;202;195;102;1086;2281;2256;4632;641;10255;13952;684.0;3013.0;519.0;353.0;374.0;476.0;259.0
2040;118656;7271;137;221;188;109;1048;2496;2175;4950;655;10669;14426;696.0;3061.0;540.0;377.0;404.0;498.0;268.0
2041;119857;7313;140;229;177;103;1071;2586;2047;4678;649;10382;14164;703.0;3079.0;571.0;389.0;422.0;528.0;267.0
2042;121992;7272;142;188;174;99;1086;2123;2013;4496;603;9718;13495;715.0;3062.0;489.0;339.0;381.0;460.0;252.0
