Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;14290;803;0;309296;5140;125345;521;7424;433.0;521.0;268.0;276.0;281.0;129.0;1315.0;954.0;1020.0;1235.0;521.0
2024;1136319;14220;1311;0;315834;4187;128042;552;7562;341.0;552.0;303.0;231.0;241.0;118.0;1391.0;970.0;1033.0;1292.0;552.0
2025;1149228;13629;2009;0;321259;3768;130528;325;7655;272.0;325.0;182.0;176.0;152.0;87.0;783.0;540.0;595.0;731.0;325.0
2026;1160848;13567;2989;0;326568;3686;132358;289;7715;258.0;289.0;156.0;153.0;147.0;91.0;639.0;435.0;474.0;585.0;289.0
2027;1171426;13464;3994;0;331596;3629;134783;301;7813;230.0;301.0;151.0;152.0;145.0;83.0;612.0;399.0;438.0;556.0;301.0
2028;1180896;14161;5025;0;336515;3654;136405;319;8072;244.0;319.0;160.0;168.0;147.0;88.0;773.0;528.0;572.0;720.0;319.0
2029;1190032;14280;5921;0;341991;3627;138751;311;8162;224.0;311.0;159.0;154.0;148.0;74.0;714.0;506.0;547.0;667.0;311.0
2030;1198391;13973;6605;0;347656;3631;140895;331;8196;260.0;331.0;171.0;166.0;169.0;85.0;726.0;490.0;539.0;673.0;331.0
2031;1205759;13636;6911;0;353191;3574;143371;303;8346;286.0;303.0;165.0;172.0;163.0;89.0;682.0;474.0;486.0;626.0;303.0
2032;1212484;13538;7227;0;357139;3523;145373;333;8610;287.0;333.0;177.0;179.0;177.0;87.0;834.0;583.0;616.0;764.0;333.0
2033;1218795;14585;7671;0;360488;3426;146584;298;8613;259.0;298.0;156.0;182.0;137.0;82.0;596.0;406.0;452.0;558.0;298.0
2034;1225709;13952;8301;0;363658;3400;148030;325;8707;287.0;325.0;163.0;174.0;172.0;103.0;785.0;547.0;579.0;719.0;325.0
2035;1231360;14358;9193;0;366829;3362;149146;317;8820;255.0;317.0;148.0;175.0;164.0;85.0;569.0;372.0;409.0;525.0;317.0
2036;1236525;14578;10008;0;370381;3357;150610;317;8777;292.0;317.0;171.0;170.0;172.0;96.0;684.0;465.0;511.0;636.0;317.0
2037;1241095;14939;10708;0;374539;3273;151947;282;9082;278.0;282.0;153.0;181.0;157.0;69.0;678.0;466.0;497.0;621.0;282.0
2038;1245326;13630;11538;0;379201;3302;153867;343;9042;293.0;343.0;188.0;192.0;169.0;87.0;847.0;582.0;654.0;794.0;343.0
2039;1247418;13229;12091;0;384498;3255;155823;339;9176;300.0;339.0;182.0;178.0;187.0;92.0;741.0;508.0;545.0;681.0;339.0
2040;1248556;13411;12582;0;389737;3222;158221;345;9364;310.0;345.0;150.0;206.0;194.0;105.0;591.0;408.0;450.0;544.0;345.0
2041;1249385;15750;12733;0;395105;3200;160014;353;9462;290.0;353.0;176.0;195.0;186.0;86.0;818.0;580.0;612.0;754.0;353.0
2042;1252402;13023;13200;0;400298;3140;162724;336;9370;278.0;336.0;193.0;171.0;159.0;91.0;785.0;539.0;573.0;720.0;336.0
2043;1252225;13403;13311;0;405830;3122;164191;366;9703;292.0;366.0;177.0;203.0;200.0;78.0;832.0;590.0;633.0;780.0;366.0
2044;1252317;13647;13918;0;411255;3077;167267;356;9761;319.0;356.0;192.0;206.0;189.0;88.0;842.0;593.0;634.0;779.0;356.0
2045;1252046;13624;14307;0;416709;3004;168527;321;9841;322.0;321.0;158.0;195.0;184.0;106.0;607.0;417.0;459.0;562.0;321.0
