Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;241673;15051;480;319;374;162;3671;3603;4326;7357;1335;18957;26711;1417.0;6337.0;2358.0;1644.0;1768.0;2174.0;902.0
2024;248620;15348;438;276;344;149;3349;3117;3979;6767;1207;17212;25132;1458.0;6462.0;2328.0;1643.0;1764.0;2165.0;895.0
2025;255750;15469;252;145;168;84;1927;1638;1943;3815;649;9323;17336;1500.0;6513.0;1129.0;761.0;844.0;1044.0;465.0
2026;262305;15651;233;142;169;81;1782;1604;1955;3679;625;9020;17147;1538.0;6589.0;1151.0;823.0;893.0;1075.0;467.0
2027;269191;16087;210;128;147;54;1606;1446;1700;2452;539;7204;15556;1579.0;6773.0;1136.0;806.0;837.0;1044.0;397.0
2028;274931;16509;215;144;161;83;1644;1626;1862;3769;603;8901;17463;1612.0;6950.0;986.0;667.0;739.0;905.0;456.0
2029;281645;16921;217;136;158;61;1659;1536;1828;2770;572;7793;16569;1652.0;7124.0;1045.0;721.0;776.0;969.0;446.0
2030;286440;17222;221;124;177;56;1690;1400;2047;2543;578;7680;16611;1680.0;7251.0;1121.0;773.0;824.0;1034.0;430.0
2031;292422;17474;196;138;170;76;1499;1558;1966;3451;580;8474;17546;1715.0;7357.0;803.0;541.0;591.0;735.0;420.0
2032;296929;17743;215;130;182;65;1644;1468;2105;2952;592;8169;17380;1741.0;7470.0;936.0;646.0;706.0;866.0;420.0
2033;302075;18037;241;132;165;72;1843;1491;1909;3270;610;8513;17879;1772.0;7594.0;1025.0;673.0;742.0;936.0;455.0
2034;305937;18388;212;150;174;71;1621;1694;2013;3224;607;8552;18087;1794.0;7741.0;1072.0;752.0;803.0;987.0;452.0
2035;309903;18592;233;146;164;76;1782;1649;1897;3451;619;8779;18424;1818.0;7827.0;1212.0;859.0;912.0;1118.0;464.0
2036;313243;18780;213;128;179;64;1629;1446;2071;2907;584;8053;17796;1837.0;7906.0;924.0;622.0;664.0;853.0;425.0
2037;315975;19160;231;140;178;59;1767;1581;2059;2679;608;8086;18005;1853.0;8066.0;1113.0;781.0;841.0;1034.0;460.0
2038;318555;18982;232;139;177;56;1774;1570;2047;2543;604;7934;17794;1868.0;7992.0;1052.0;727.0;781.0;973.0;438.0
2039;320109;19071;250;148;183;72;1912;1671;2117;3270;653;8970;18876;1877.0;8029.0;1194.0;826.0;889.0;1104.0;487.0
2040;321944;19341;232;150;196;81;1774;1694;2267;3679;659;9414;19445;1888.0;8143.0;1007.0;690.0;755.0;933.0;483.0
