Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;62710;3943;118;231;190;117;902;2609;2198;5313;656;11022;13050;368.0;1660.0;511.0;368.0;394.0;477.0;223.0
2024;63644;4057;153;211;177;124;1170;2383;2047;5631;665;11231;13312;373.0;1708.0;668.0;473.0;501.0;621.0;266.0
2025;65359;3956;100;198;133;97;765;2236;1538;4405;528;8944;10992;383.0;1665.0;427.0;296.0;324.0;398.0;151.0
2026;65786;3958;97;175;146;111;742;1976;1689;5041;529;9448;11500;386.0;1666.0;363.0;251.0;267.0;342.0;154.0
2027;67504;4091;103;181;133;102;788;2044;1538;4632;519;9002;11120;396.0;1722.0;404.0;276.0;291.0;365.0;175.0
2028;67894;4216;93;198;138;92;711;2236;1596;4178;521;8721;10894;398.0;1775.0;436.0;299.0;321.0;402.0;144.0
2029;69516;4164;93;207;129;106;711;2338;1492;4814;535;9355;11516;408.0;1753.0;286.0;186.0;217.0;272.0;147.0
2030;69996;4362;99;221;159;100;757;2496;1839;4541;579;9633;11880;411.0;1836.0;334.0;230.0;250.0;313.0;169.0
2031;71838;4343;88;232;165;109;673;2620;1909;4950;594;10152;12401;421.0;1828.0;346.0;248.0;253.0;321.0;145.0
2032;72187;4402;111;215;159;131;849;2428;1839;5949;616;11065;13341;423.0;1853.0;446.0;308.0;329.0;413.0;172.0
2033;73391;4540;92;241;143;114;704;2722;1654;5177;590;10257;12598;430.0;1911.0;374.0;265.0;285.0;345.0;159.0
2034;73631;4464;100;205;179;123;765;2315;2071;5586;607;10737;13048;432.0;1879.0;398.0;278.0;301.0;367.0;160.0
2035;74612;4512;75;217;146;106;574;2451;1689;4814;544;9528;11866;438.0;1900.0;279.0;185.0;204.0;257.0;142.0
2036;75039;4522;106;226;158;111;811;2552;1828;5041;601;10232;12576;440.0;1904.0;437.0;297.0;327.0;405.0;164.0
2037;75925;4682;104;225;155;104;795;2541;1793;4723;588;9852;12268;445.0;1971.0;306.0;193.0;221.0;282.0;153.0
2038;76749;4688;85;234;168;119;650;2643;1943;5404;606;10640;13064;450.0;1974.0;324.0;221.0;255.0;304.0;154.0
2039;77978;4771;91;236;189;107;696;2665;2186;4859;623;10406;12872;457.0;2009.0;323.0;220.0;234.0;296.0;170.0
2040;79016;4823;110;245;188;122;841;2767;2175;5541;665;11324;13818;463.0;2031.0;411.0;288.0;308.0;382.0;210.0
2041;80043;4868;95;267;165;123;726;3015;1909;5586;650;11236;13754;469.0;2049.0;365.0;263.0;267.0;338.0;183.0
2042;81309;4822;98;213;151;112;749;2405;1747;5086;574;9987;12494;477.0;2030.0;339.0;236.0;262.0;316.0;153.0
