Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;14152;837;0;309296;5159;31441;114;1826;433.0;114.0;70.0;210.0;154.0;113.0;322.0;241.0;243.0;299.0;114.0
2024;1136147;13217;1314;0;315832;4612;31907;146;1948;421.0;146.0;92.0;206.0;155.0;114.0;466.0;342.0;347.0;434.0;146.0
2025;1148050;14765;2009;0;321258;4503;32800;73;1906;407.0;73.0;56.0;204.0;123.0;97.0;198.0;139.0;157.0;190.0;73.0
2026;1160806;14438;2939;0;326569;4516;32949;65;1895;432.0;65.0;49.0;200.0;140.0;108.0;200.0;139.0;150.0;187.0;65.0
2027;1172305;12856;3977;0;331596;4538;33908;90;1969;395.0;90.0;54.0;200.0;124.0;107.0;176.0;120.0;119.0;153.0;90.0
2028;1181184;14515;5014;0;336515;4612;33924;75;2052;459.0;75.0;52.0;228.0;143.0;111.0;165.0;116.0;125.0;156.0;75.0
2029;1190685;14929;5974;0;341999;4601;34810;82;2005;454.0;82.0;63.0;232.0;131.0;110.0;185.0;138.0;146.0;174.0;82.0
2030;1199640;13983;6496;0;347666;4591;34997;86;2088;481.0;86.0;58.0;244.0;157.0;108.0;178.0;119.0;124.0;162.0;86.0
2031;1207127;13431;6784;0;353204;4567;35980;75;2105;516.0;75.0;50.0;244.0;170.0;127.0;185.0;137.0;138.0;173.0;75.0
2032;1213774;14172;7390;0;357132;4512;35984;78;2109;522.0;78.0;57.0;249.0;157.0;137.0;250.0;182.0;189.0;228.0;78.0
2033;1220556;13464;7705;0;360456;4435;36750;74;2203;498.0;74.0;58.0;255.0;136.0;123.0;188.0;130.0;135.0;172.0;74.0
2034;1226315;14260;8374;0;363589;4415;36709;69;2180;517.0;69.0;51.0;229.0;178.0;128.0;122.0;75.0;93.0;115.0;69.0
2035;1232201;14566;9246;0;366787;4401;37359;76;2220;495.0;76.0;43.0;266.0;148.0;114.0;133.0;81.0;100.0;123.0;76.0
2036;1237521;12927;10112;0;370311;4399;37340;80;2152;518.0;80.0;70.0;238.0;164.0;126.0;193.0;131.0;143.0;182.0;80.0
2037;1240336;13853;10931;0;374433;4345;38022;75;2279;520.0;75.0;66.0;255.0;154.0;120.0;181.0;125.0;131.0;167.0;75.0
2038;1243258;14032;11395;0;379103;4310;38182;96;2201;525.0;96.0;64.0;259.0;167.0;131.0;209.0;147.0;158.0;192.0;96.0
2039;1245895;14365;12282;0;384385;4283;39093;83;2257;532.0;83.0;55.0;260.0;176.0;124.0;137.0;86.0;94.0;125.0;83.0
2040;1247978;13717;12521;0;389613;4278;39220;91;2272;534.0;91.0;54.0;272.0;166.0;133.0;177.0;124.0;130.0;167.0;91.0
2041;1249174;15259;12916;0;394956;4276;40030;82;2370;548.0;82.0;58.0;292.0;150.0;130.0;231.0;170.0;171.0;210.0;82.0
2042;1251517;14368;13059;0;400108;4236;40367;73;2324;508.0;73.0;59.0;243.0;148.0;131.0;147.0;105.0;116.0;137.0;73.0
