Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;13737;853;0;309296;5145;125346;521;7424;433.0;521.0;265.0;278.0;283.0;128.0;1343.0;973.0;1040.0;1259.0;521.0
2024;1135716;13821;1209;0;315833;4191;128042;554;7562;341.0;554.0;306.0;231.0;239.0;119.0;1400.0;975.0;1040.0;1301.0;554.0
2025;1148328;13353;2044;0;321258;3760;130531;324;7655;271.0;324.0;184.0;176.0;148.0;87.0;771.0;535.0;585.0;719.0;324.0
2026;1159637;13923;2935;0;326566;3663;132358;289;7716;258.0;289.0;151.0;154.0;151.0;91.0;628.0;430.0;468.0;577.0;289.0
2027;1170625;14104;4030;0;331592;3638;134785;301;7815;230.0;301.0;151.0;150.0;147.0;83.0;598.0;393.0;431.0;547.0;301.0
2028;1180699;15231;5102;0;336510;3669;136397;303;8070;246.0;303.0;154.0;171.0;137.0;87.0;771.0;533.0;571.0;713.0;303.0
2029;1190828;14135;5814;0;341988;3637;138758;311;8166;225.0;311.0;164.0;155.0;141.0;76.0;695.0;483.0;523.0;647.0;311.0
2030;1199149;15748;6365;0;347651;3634;140884;343;8197;260.0;343.0;173.0;170.0;174.0;86.0;707.0;477.0;519.0;658.0;343.0
2031;1208532;15300;6969;0;353199;3569;143372;309;8349;285.0;309.0;170.0;170.0;167.0;87.0;726.0;505.0;527.0;669.0;309.0
2032;1216863;13881;7252;0;357147;3521;145390;323;8612;286.0;323.0;169.0;176.0;174.0;90.0;814.0;563.0;606.0;744.0;323.0
2033;1223492;13393;7784;0;360498;3448;146582;303;8615;267.0;303.0;161.0;190.0;135.0;84.0;648.0;443.0;491.0;607.0;303.0
2034;1229101;13956;8197;0;363662;3413;148036;315;8710;288.0;315.0;164.0;171.0;166.0;102.0;765.0;536.0;570.0;705.0;315.0
2035;1234860;15064;8932;0;366847;3364;149147;308;8815;256.0;308.0;139.0;176.0;164.0;85.0;512.0;331.0;371.0;470.0;308.0
2036;1240992;14179;10125;0;370424;3365;150612;331;8781;290.0;331.0;173.0;172.0;182.0;94.0;700.0;476.0;525.0;646.0;331.0
2037;1245046;13906;10811;0;374574;3299;151966;294;9093;279.0;294.0;155.0;180.0;164.0;74.0;700.0;481.0;509.0;638.0;294.0
2038;1248141;14304;11460;0;379225;3289;153882;328;9041;295.0;328.0;180.0;194.0;164.0;85.0;789.0;536.0;594.0;736.0;328.0
2039;1250985;14968;12070;0;384492;3278;155807;345;9181;301.0;345.0;186.0;177.0;192.0;91.0;754.0;520.0;557.0;697.0;345.0
2040;1253883;13693;12534;0;389726;3220;158233;356;9360;311.0;356.0;155.0;209.0;195.0;108.0;616.0;430.0;473.0;576.0;356.0
2041;1255042;13747;12984;0;395114;3183;160009;349;9465;293.0;349.0;177.0;191.0;186.0;88.0;831.0;586.0;620.0;769.0;349.0
2042;1255805;13374;12972;0;400337;3140;162727;342;9366;273.0;342.0;196.0;172.0;158.0;89.0;817.0;569.0;604.0;748.0;342.0
