Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;AsymtomaticCCRDiscovered
2093;1150989;14180;15531;0;360218;2271;79176;278;4640;334.0;278.0;151.0;183.0;182.0;96.0;681.0;278.0
2094;1149638;15400;15594;0;357472;2295;77748;231;4436;335.0;231.0;129.0;198.0;165.0;74.0;526.0;231.0
2095;1149444;14259;15391;0;356235;2308;79065;269;4689;352.0;269.0;152.0;200.0;183.0;86.0;577.0;269.0
2096;1148312;13382;15473;0;356114;2303;79079;256;4737;361.0;256.0;153.0;209.0;179.0;76.0;602.0;256.0
2097;1146221;15052;15168;0;356482;2312;77070;259;4424;367.0;259.0;145.0;209.0;178.0;94.0;495.0;259.0
2098;1146105;13822;15458;0;357273;2271;77477;259;4542;336.0;259.0;134.0;203.0;173.0;85.0;653.0;259.0
2099;1144469;14254;15199;0;357487;2276;79083;260;4627;376.0;260.0;139.0;187.0;203.0;107.0;562.0;260.0
2100;1143524;12824;14901;0;358365;2197;78682;243;4507;351.0;243.0;138.0;184.0;170.0;102.0;480.0;243.0
2101;1141447;14353;14878;0;357373;2203;78669;260;4553;346.0;260.0;129.0;229.0;170.0;78.0;467.0;260.0
2102;1140922;12833;14412;0;358546;2236;77267;250;4394;349.0;250.0;139.0;192.0;176.0;92.0;518.0;250.0
2103;1139343;14559;14509;0;358292;2262;79279;304;4647;327.0;304.0;165.0;192.0;181.0;93.0;672.0;304.0
2104;1139393;14732;14449;0;359156;2279;77797;255;4472;318.0;255.0;124.0;191.0;162.0;96.0;469.0;255.0
2105;1139676;13941;14095;0;359254;2292;79812;265;4772;347.0;265.0;142.0;203.0;154.0;113.0;442.0;265.0
2106;1139522;13145;13900;0;359402;2275;76769;232;4436;373.0;232.0;126.0;211.0;175.0;93.0;473.0;232.0
2107;1138767;13890;13831;0;359906;2238;79397;232;4658;339.0;232.0;121.0;201.0;148.0;101.0;464.0;232.0
2108;1138826;13063;13835;0;358935;2261;78184;286;4498;355.0;286.0;161.0;221.0;173.0;86.0;651.0;286.0
2109;1138054;14441;13500;0;358904;2192;79563;254;4619;350.0;254.0;153.0;204.0;168.0;79.0;571.0;254.0
2110;1138995;13573;13449;0;359746;2169;77649;228;4473;374.0;228.0;134.0;177.0;192.0;99.0;435.0;228.0
2111;1139119;13202;13256;0;361250;2153;79377;243;4609;337.0;243.0;120.0;222.0;152.0;86.0;656.0;243.0
2112;1139065;15218;13345;0;362539;2159;78611;258;4629;315.0;258.0;139.0;187.0;149.0;98.0;553.0;258.0
2113;1140938;12881;13265;0;361494;2217;80718;261;4735;343.0;261.0;145.0;204.0;176.0;79.0;614.0;261.0
2114;1140554;13463;13532;0;361587;2179;77659;255;4548;312.0;255.0;121.0;176.0;172.0;98.0;541.0;255.0
2115;1140485;14279;13340;0;361916;2212;79810;286;4690;337.0;286.0;166.0;205.0;172.0;80.0;621.0;286.0
2116;1141424;13915;13166;0;360411;2211;78826;252;4575;337.0;252.0;122.0;202.0;188.0;77.0;615.0;252.0
2117;1142173;13463;13112;0;361243;2184;79719;245;4718;360.0;245.0;144.0;184.0;178.0;99.0;564.0;245.0
2118;1142524;13225;13218;0;359968;2191;78204;259;4623;353.0;259.0;137.0;204.0;175.0;96.0;514.0;259.0
2119;1142531;13112;13134;0;360412;2213;78493;243;4507;328.0;243.0;134.0;193.0;150.0;94.0;508.0;243.0
2120;1142509;12799;13056;0;360375;2214;78928;245;4598;331.0;245.0;131.0;166.0;180.0;99.0;521.0;245.0
2121;1142252;13465;13020;0;361145;2227;79304;264;4510;303.0;264.0;142.0;182.0;160.0;83.0;570.0;264.0
2122;1142697;13399;13027;0;361852;2238;79253;270;4642;367.0;270.0;154.0;204.0;173.0;106.0;530.0;270.0
2123;1143069;13730;13012;0;361482;2139;79284;247;4623;345.0;247.0;128.0;203.0;164.0;97.0;500.0;247.0
2124;1143787;14156;13020;0;360715;2104;79251;231;4786;341.0;231.0;143.0;199.0;134.0;96.0;520.0;231.0
2125;1144923;14364;13250;0;359821;2139;78695;272;4606;332.0;272.0;148.0;178.0;178.0;100.0;667.0;272.0
2126;1146037;13324;13140;0;358454;2158;77941;267;4579;326.0;267.0;133.0;186.0;182.0;92.0;518.0;267.0
2127;1146221;14270;12992;0;358258;2173;78978;266;4648;319.0;266.0;144.0;188.0;163.0;90.0;547.0;266.0
2128;1147499;13947;13208;0;358979;2190;78781;246;4623;317.0;246.0;137.0;176.0;150.0;100.0;563.0;246.0
2129;1148238;14562;13074;0;359922;2216;78769;248;4599;331.0;248.0;146.0;196.0;155.0;82.0;581.0;248.0
2130;1149726;13173;13279;0;359261;2208;78787;241;4482;337.0;241.0;165.0;182.0;147.0;84.0;589.0;241.0
2131;1149620;12822;13252;0;359665;2181;78416;259;4698;327.0;259.0;136.0;216.0;155.0;79.0;545.0;259.0
2132;1149190;14213;13193;0;358915;2181;79087;262;4714;375.0;262.0;143.0;219.0;184.0;91.0;681.0;262.0
2133;1150210;13485;13313;0;358475;2140;77622;233;4557;322.0;233.0;132.0;191.0;143.0;89.0;489.0;233.0
2134;1150382;14312;13282;0;359201;2165;78701;262;4590;337.0;262.0;137.0;211.0;169.0;82.0;572.0;262.0
2135;1151412;13715;13264;0;359404;2092;78879;235;4617;315.0;235.0;132.0;167.0;163.0;88.0;502.0;235.0
2136;1151863;13477;13252;0;359582;2138;79547;262;4664;310.0;262.0;147.0;178.0;166.0;81.0;557.0;262.0
2137;1152088;14522;13173;0;359515;2143;78725;238;4635;343.0;238.0;132.0;207.0;165.0;77.0;425.0;238.0
2138;1153437;14113;13373;0;358028;2121;79028;284;4672;346.0;284.0;143.0;188.0;216.0;83.0;515.0;284.0
2139;1154177;14278;13227;0;358263;2039;78047;246;4576;305.0;246.0;131.0;167.0;164.0;89.0;497.0;246.0
2140;1155228;13271;13264;0;357547;2054;78729;237;4581;303.0;237.0;129.0;202.0;139.0;70.0;529.0;237.0
2141;1155235;13996;13261;0;356890;2089;77478;236;4599;331.0;236.0;136.0;180.0;161.0;90.0;509.0;236.0
2142;1155970;14188;13205;0;357258;2100;79341;270;4621;305.0;270.0;144.0;174.0;159.0;98.0;536.0;270.0
2143;1156953;14101;13292;0;357331;2111;77321;233;4554;329.0;233.0;127.0;198.0;138.0;99.0;452.0;233.0
2144;1157762;13339;13135;0;358956;2124;78690;273;4567;294.0;273.0;157.0;158.0;160.0;92.0;615.0;273.0
2145;1157966;14569;13249;0;359000;2173;78878;259;4716;337.0;259.0;145.0;190.0;153.0;108.0;567.0;259.0
2146;1159286;15373;13184;0;358817;2157;78861;242;4546;333.0;242.0;113.0;179.0;178.0;105.0;431.0;242.0
2147;1161475;13662;13337;0;358280;2160;77946;274;4571;336.0;274.0;131.0;210.0;169.0;100.0;489.0;274.0
2148;1161800;13933;13318;0;357640;2110;78929;221;4636;319.0;221.0;123.0;177.0;154.0;86.0;499.0;221.0
2149;1162415;13663;13114;0;356984;2148;79193;238;4589;348.0;238.0;147.0;182.0;150.0;107.0;553.0;238.0
2150;1162964;15136;13247;0;357152;2197;78197;244;4491;322.0;244.0;136.0;188.0;167.0;75.0;457.0;244.0
2151;1164853;14710;13297;0;358463;2173;76867;271;4483;340.0;271.0;136.0;192.0;186.0;97.0;405.0;271.0
2152;1166266;14176;13087;0;357916;2122;79077;272;4656;294.0;272.0;143.0;176.0;173.0;74.0;587.0;272.0
2153;1167355;13065;13261;0;358751;2098;79060;266;4578;323.0;266.0;146.0;192.0;164.0;87.0;553.0;266.0
2154;1167159;13164;13290;0;358309;2134;79169;276;4578;335.0;276.0;161.0;192.0;170.0;88.0;659.0;276.0
2155;1167033;13951;13269;0;357079;2038;77517;252;4599;331.0;252.0;140.0;202.0;148.0;93.0;520.0;252.0
2156;1167715;14435;13126;0;356646;2031;78893;277;4617;299.0;277.0;152.0;191.0;158.0;75.0;609.0;277.0
2157;1169024;13849;13286;0;356943;2051;77890;235;4629;307.0;235.0;137.0;158.0;162.0;85.0;490.0;235.0
2158;1169587;12777;13264;0;357113;2123;78836;288;4594;324.0;288.0;143.0;195.0;178.0;96.0;705.0;288.0
2159;1169100;13258;13231;0;357531;2089;76940;252;4430;291.0;252.0;146.0;179.0;146.0;72.0;504.0;252.0
2160;1169127;12574;13253;0;357184;2079;78811;268;4671;313.0;268.0;149.0;180.0;156.0;96.0;595.0;268.0
2161;1168448;13872;12997;0;356900;2120;78478;266;4555;318.0;266.0;139.0;190.0;167.0;88.0;470.0;266.0
2162;1169323;14518;13275;0;356393;2120;79566;234;4783;327.0;234.0;127.0;173.0;157.0;104.0;435.0;234.0
2163;1170566;14375;13173;0;355119;2127;76887;250;4572;307.0;250.0;133.0;172.0;171.0;81.0;436.0;250.0
2164;1171768;14567;13148;0;355359;2167;78121;236;4617;303.0;236.0;121.0;168.0;159.0;91.0;455.0;236.0
2165;1173187;14174;13499;0;355300;2189;77561;278;4506;327.0;278.0;151.0;189.0;169.0;96.0;619.0;278.0
2166;1173862;13703;13104;0;355263;2162;78716;284;4490;348.0;284.0;141.0;181.0;196.0;114.0;465.0;284.0
2167;1174461;15187;13203;0;354632;2103;76956;247;4490;334.0;247.0;136.0;196.0;159.0;90.0;519.0;247.0
2168;1176445;14054;13062;0;354043;2142;77718;277;4481;322.0;277.0;158.0;167.0;176.0;98.0;546.0;277.0
2169;1177437;12858;13235;0;353388;2134;76886;253;4526;300.0;253.0;131.0;182.0;151.0;89.0;523.0;253.0
2170;1177060;13599;13111;0;352009;2153;78616;259;4613;319.0;259.0;139.0;198.0;151.0;90.0;467.0;259.0
2171;1177548;14002;13140;0;351856;2174;76873;258;4493;342.0;258.0;142.0;188.0;170.0;100.0;536.0;258.0
2172;1178410;14128;12938;0;352015;2144;77305;265;4547;341.0;265.0;143.0;184.0;178.0;101.0;456.0;265.0
2173;1179600;13967;13056;0;351141;2101;76199;247;4482;321.0;247.0;139.0;186.0;144.0;99.0;578.0;247.0
2174;1180511;13348;12826;0;351195;2140;78148;264;4571;332.0;264.0;145.0;195.0;152.0;104.0;557.0;264.0
2175;1181033;14862;12701;0;351480;2136;77380;243;4567;319.0;243.0;146.0;190.0;137.0;89.0;574.0;243.0
2176;1183194;12042;12799;0;351327;2105;77234;265;4598;346.0;265.0;153.0;211.0;160.0;87.0;571.0;265.0
2177;1182437;14599;12827;0;351024;2118;75468;236;4449;315.0;236.0;136.0;174.0;154.0;87.0;478.0;236.0
2178;1184209;14025;12858;0;351661;2150;78388;286;4655;351.0;286.0;151.0;217.0;178.0;91.0;530.0;286.0
2179;1185376;13378;12712;0;352510;2077;77714;257;4586;325.0;257.0;124.0;204.0;174.0;80.0;522.0;257.0
2180;1186042;14208;12633;0;351198;2031;77757;230;4593;280.0;230.0;119.0;178.0;136.0;77.0;473.0;230.0
2181;1187617;14133;12358;0;351014;2106;75473;288;4477;331.0;288.0;154.0;200.0;186.0;79.0;605.0;288.0
2182;1189392;13681;12461;0;351442;2055;77386;270;4653;317.0;270.0;140.0;188.0;172.0;87.0;554.0;270.0
2183;1190612;14547;12559;0;350466;2020;77352;246;4623;293.0;246.0;128.0;171.0;160.0;80.0;496.0;246.0
2184;1192600;14068;12726;0;351370;2068;77693;243;4528;287.0;243.0;133.0;177.0;157.0;63.0;572.0;243.0
2185;1193942;14157;12605;0;350693;2073;76050;244;4458;326.0;244.0;125.0;188.0;146.0;111.0;448.0;244.0
2186;1195494;13789;12491;0;350258;2075;76497;268;4424;308.0;268.0;141.0;190.0;161.0;84.0;542.0;268.0
2187;1196792;14891;12551;0;351039;2069;77501;223;4596;316.0;223.0;118.0;182.0;146.0;93.0;518.0;223.0
2188;1199132;14940;12590;0;351572;2053;78579;265;4578;325.0;265.0;150.0;176.0;171.0;93.0;646.0;265.0
2189;1201482;13654;12772;0;352345;2016;76626;222;4473;306.0;222.0;102.0;178.0;162.0;86.0;428.0;222.0
2190;1202364;14338;12631;0;352894;2014;76581;253;4475;316.0;253.0;118.0;190.0;171.0;90.0;497.0;253.0
2191;1204071;13751;12859;0;354118;2029;77473;243;4513;319.0;243.0;130.0;198.0;149.0;85.0;512.0;243.0
2192;1204963;13568;12820;0;354722;2005;79643;220;4783;301.0;220.0;121.0;158.0;160.0;82.0;451.0;220.0
2193;1205711;13881;12888;0;355554;2049;77147;224;4589;280.0;224.0;120.0;152.0;147.0;85.0;533.0;224.0
2194;1206704;13527;12990;0;356812;2139;76992;252;4460;314.0;252.0;138.0;176.0;154.0;98.0;620.0;252.0
2195;1207241;13194;13120;0;357862;2127;77826;245;4549;341.0;245.0;152.0;195.0;132.0;107.0;629.0;245.0
2196;1207315;14424;13224;0;359617;2087;81026;272;4631;324.0;272.0;154.0;211.0;140.0;91.0;640.0;272.0
2197;1208515;14108;13349;0;360248;2089;78980;245;4614;318.0;245.0;115.0;186.0;171.0;91.0;470.0;245.0
2198;1209274;13601;13383;0;360210;2085;77489;270;4609;335.0;270.0;153.0;201.0;161.0;90.0;645.0;270.0
2199;1209492;13472;13486;0;360119;2064;78285;228;4643;313.0;228.0;108.0;179.0;163.0;91.0;391.0;228.0
2200;1209478;14455;13413;0;360973;2100;80357;265;4591;301.0;265.0;143.0;181.0;169.0;73.0;537.0;265.0
2201;1210520;15423;13501;0;361384;2138;80105;239;4697;311.0;239.0;120.0;200.0;138.0;92.0;434.0;239.0
2202;1212442;14180;13581;0;361777;2120;78528;227;4489;316.0;227.0;128.0;196.0;144.0;75.0;646.0;227.0
2203;1213041;13168;13452;0;361002;2127;78025;267;4642;333.0;267.0;148.0;188.0;172.0;92.0;684.0;267.0
2204;1212757;14604;13543;0;360574;2123;79829;271;4566;344.0;271.0;148.0;209.0;164.0;94.0;560.0;271.0
2205;1213818;14205;13500;0;359693;2081;80276;235;4666;325.0;235.0;128.0;181.0;163.0;88.0;528.0;235.0
2206;1214523;13589;13683;0;361091;2098;78635;242;4654;315.0;242.0;123.0;176.0;165.0;93.0;499.0;242.0
2207;1214429;14624;13637;0;361779;2122;78641;257;4565;319.0;257.0;145.0;167.0;174.0;90.0;632.0;257.0
2208;1215416;13629;13466;0;361657;2113;78719;274;4580;322.0;274.0;151.0;173.0;176.0;96.0;588.0;274.0
2209;1215579;15005;13486;0;362881;2133;80800;285;4672;306.0;285.0;163.0;182.0;167.0;79.0;618.0;285.0
2210;1217098;13956;13666;0;362672;2072;79660;243;4576;299.0;243.0;130.0;164.0;155.0;93.0;527.0;243.0
2211;1217388;14374;13575;0;363515;2113;78565;250;4562;344.0;250.0;159.0;193.0;153.0;89.0;665.0;250.0
2212;1218187;14442;13527;0;365049;2115;79333;243;4784;309.0;243.0;132.0;182.0;153.0;85.0;642.0;243.0
2213;1219102;13413;13464;0;364646;2218;81455;274;4975;329.0;274.0;163.0;181.0;160.0;99.0;662.0;274.0
2214;1219051;14214;13794;0;364152;2150;80581;284;4679;307.0;284.0;158.0;184.0;150.0;99.0;665.0;284.0
2215;1219471;14381;13833;0;364771;2172;79121;274;4717;313.0;274.0;146.0;180.0;164.0;97.0;599.0;274.0
2216;1220019;14133;13593;0;365057;2161;79428;220;4801;357.0;220.0;119.0;208.0;148.0;102.0;497.0;220.0
2217;1220559;12906;13613;0;365306;2147;81450;253;4849;362.0;253.0;135.0;196.0;182.0;102.0;519.0;253.0
2218;1219852;14473;13640;0;365361;2146;81250;288;4675;303.0;288.0;149.0;175.0;177.0;90.0;543.0;288.0
2219;1220685;14475;13475;0;364299;2106;79438;243;4631;312.0;243.0;121.0;176.0;162.0;96.0;585.0;243.0
2220;1221685;13895;13628;0;364329;2140;77963;265;4672;335.0;265.0;138.0;219.0;152.0;91.0;643.0;265.0
2221;1221952;15876;13778;0;362755;2128;81243;250;4858;306.0;250.0;142.0;170.0;149.0;95.0;621.0;250.0
2222;1224050;13682;13862;0;361864;2117;80510;264;4765;333.0;264.0;152.0;201.0;147.0;97.0;561.0;264.0
