Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;7787;482;22;190;125;109;168;2146;1446;4950;446;8710;8959;46.0;203.0;9.0;5.0;8.0;11.0;13.0
2024;8019;538;30;199;127;113;229;2247;1469;5132;469;9077;9351;47.0;227.0;106.0;77.0;78.0;97.0;30.0
2025;8119;472;28;214;123;107;214;2417;1423;4859;472;8913;9160;48.0;199.0;60.0;42.0;43.0;54.0;18.0
2026;8310;505;18;209;139;125;138;2360;1608;5677;491;9783;10045;49.0;213.0;15.0;10.0;9.0;16.0;17.0
2027;8423;523;24;217;109;116;184;2451;1261;5268;466;9164;9433;49.0;220.0;21.0;13.0;16.0;20.0;19.0
2028;8577;521;22;249;135;118;168;2812;1562;5359;524;9901;10170;50.0;219.0;5.0;0.0;3.0;5.0;16.0
2029;8644;525;38;239;123;117;291;2699;1423;5313;517;9726;9998;51.0;221.0;51.0;36.0;40.0;49.0;21.0
2030;8773;506;29;254;151;121;222;2868;1747;5495;555;10332;10596;51.0;213.0;61.0;39.0;42.0;55.0;22.0
2031;8992;515;26;261;159;140;199;2948;1839;6358;586;11344;11614;53.0;217.0;31.0;21.0;23.0;29.0;15.0
2032;9030;559;40;257;171;151;306;2902;1978;6858;619;12044;12332;53.0;235.0;76.0;49.0;58.0;72.0;23.0
2033;9206;557;29;267;144;133;222;3015;1666;6040;573;10943;11231;54.0;234.0;15.0;6.0;7.0;14.0;17.0
2034;9146;568;26;242;194;144;199;2733;2244;6540;606;11716;12009;54.0;239.0;31.0;22.0;26.0;29.0;22.0
2035;9316;572;22;281;143;125;168;3173;1654;5677;571;10672;10968;55.0;241.0;12.0;3.0;7.0;10.0;19.0
2036;9290;568;39;258;165;139;298;2914;1909;6313;601;11434;11727;54.0;239.0;64.0;47.0;49.0;59.0;24.0
2037;9447;586;36;270;150;130;275;3049;1735;5904;586;10963;11265;55.0;247.0;31.0;21.0;23.0;27.0;16.0
2038;9497;568;36;270;159;134;275;3049;1839;6085;599;11248;11543;56.0;239.0;52.0;35.0;38.0;50.0;26.0
2039;9723;613;35;282;174;137;268;3185;2013;6222;628;11688;12003;57.0;258.0;26.0;16.0;15.0;26.0;22.0
2040;9782;582;29;276;162;144;222;3117;1874;6540;611;11753;12055;57.0;245.0;53.0;38.0;39.0;49.0;27.0
2041;9927;622;30;296;160;139;229;3343;1851;6313;625;11736;12056;58.0;262.0;68.0;47.0;48.0;61.0;26.0
2042;10065;577;38;271;152;139;291;3060;1758;6313;600;11422;11724;59.0;243.0;52.0;37.0;41.0;49.0;23.0
