Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;15657;989;43;197;138;110;329;2225;1596;4996;488;9146;9654;92.0;416.0;110.0;80.0;86.0;107.0;55.0
2024;15898;1051;55;195;132;114;421;2202;1527;5177;496;9327;9862;93.0;442.0;204.0;147.0;146.0;189.0;64.0
2025;16366;961;38;213;125;108;291;2405;1446;4905;484;9047;9548;96.0;405.0;106.0;78.0;84.0;100.0;40.0
2026;16438;1005;28;206;138;123;214;2326;1596;5586;495;9722;10241;96.0;423.0;109.0;79.0;83.0;104.0;32.0
2027;16900;1061;37;205;115;110;283;2315;1330;4996;467;8924;9470;99.0;447.0;104.0;73.0;74.0;93.0;40.0
2028;16996;1040;34;241;136;115;260;2722;1573;5223;526;9778;10316;100.0;438.0;85.0;60.0;65.0;82.0;35.0
2029;17330;1041;47;232;128;112;359;2620;1481;5086;519;9546;10086;102.0;438.0;79.0;53.0;60.0;73.0;45.0
2030;17522;1063;41;253;154;116;314;2857;1781;5268;564;10220;10771;103.0;448.0;114.0;77.0;80.0;104.0;50.0
2031;17906;1047;39;257;155;137;298;2902;1793;6222;588;11215;11761;105.0;441.0;109.0;76.0;80.0;102.0;32.0
2032;18059;1123;40;259;166;146;306;2925;1920;6630;611;11781;12360;106.0;473.0;105.0;71.0;81.0;98.0;39.0
2033;18315;1171;39;262;141;127;298;2959;1631;5768;569;10656;11256;107.0;493.0;81.0;54.0;59.0;75.0;38.0
2034;18390;1117;43;238;186;138;329;2688;2152;6267;605;11436;12014;108.0;470.0;104.0;74.0;81.0;97.0;44.0
2035;18658;1138;27;278;145;115;206;3140;1677;5223;565;10246;10834;109.0;479.0;81.0;50.0;60.0;73.0;39.0
2036;18692;1123;48;250;168;132;367;2823;1943;5995;598;11128;11711;110.0;473.0;119.0;85.0;88.0;111.0;43.0
2037;18992;1200;44;263;154;130;336;2970;1781;5904;591;10991;11607;111.0;505.0;41.0;24.0;30.0;39.0;37.0
2038;19153;1154;44;269;160;133;336;3038;1851;6040;606;11265;11863;112.0;486.0;115.0;77.0;83.0;105.0;54.0
2039;19496;1174;46;283;180;127;352;3196;2082;5768;636;11398;12006;114.0;494.0;97.0;66.0;66.0;90.0;48.0
2040;19742;1178;34;276;167;140;260;3117;1932;6358;617;11667;12279;116.0;496.0;64.0;44.0;49.0;58.0;49.0
2041;19871;1244;37;292;156;136;283;3298;1805;6176;621;11562;12203;117.0;524.0;119.0;87.0;86.0;109.0;42.0
2042;20283;1155;51;267;144;137;390;3015;1666;6222;599;11293;11898;119.0;486.0;131.0;95.0;99.0;123.0;44.0
