Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;23737;1467;56;200;145;111;428;2259;1677;5041;512;9405;10162;139.0;618.0;184.0;137.0;141.0;175.0;79.0
2024;23836;1555;69;199;141;114;528;2247;1631;5177;523;9583;10378;140.0;655.0;338.0;247.0;252.0;314.0;101.0
2025;24724;1446;41;208;123;104;314;2349;1423;4723;476;8809;9563;145.0;609.0;123.0;87.0;95.0;118.0;49.0
2026;24628;1507;38;203;139;124;291;2293;1608;5631;504;9823;10601;144.0;634.0;113.0;79.0;84.0;109.0;52.0
2027;25535;1598;45;200;122;113;344;2259;1411;5132;480;9146;9969;150.0;673.0;140.0;99.0;102.0;124.0;68.0
2028;25412;1567;40;239;138;109;306;2699;1596;4950;526;9551;10360;149.0;660.0;99.0;71.0;74.0;95.0;51.0
2029;26139;1584;53;234;139;110;405;2643;1608;4996;536;9652;10472;153.0;667.0;97.0;60.0;72.0;86.0;73.0
2030;26230;1596;57;244;155;109;436;2756;1793;4950;565;9935;10761;154.0;672.0;223.0;157.0;164.0;207.0;69.0
2031;27022;1643;51;257;161;136;390;2902;1862;6176;605;11330;12180;158.0;692.0;171.0;128.0;132.0;163.0;63.0
2032;26954;1649;50;247;165;144;382;2789;1909;6540;606;11620;12472;158.0;694.0;167.0;114.0;119.0;152.0;61.0
2033;27580;1714;45;260;135;126;344;2936;1562;5722;566;10564;11448;162.0;722.0;115.0;76.0;85.0;105.0;56.0
2034;27527;1668;50;235;182;137;382;2654;2105;6222;604;11363;12226;161.0;702.0;110.0;70.0;83.0;103.0;63.0
2035;28034;1717;33;273;150;115;252;3083;1735;5223;571;10293;11180;164.0;723.0;78.0;49.0;60.0;72.0;61.0
2036;27926;1660;60;237;168;129;459;2676;1943;5858;594;10936;11799;164.0;699.0;172.0;128.0;130.0;166.0;65.0
2037;28535;1778;57;259;145;123;436;2925;1677;5586;584;10624;11540;167.0;749.0;134.0;87.0;97.0;124.0;48.0
2038;28597;1707;48;260;163;133;367;2936;1885;6040;604;11228;12115;168.0;719.0;138.0;88.0;98.0;125.0;65.0
2039;29318;1787;46;274;177;126;352;3094;2047;5722;623;11215;12139;172.0;752.0;99.0;68.0;66.0;89.0;59.0
2040;29443;1744;48;273;159;129;367;3083;1839;5858;609;11147;12054;173.0;734.0;113.0;78.0;84.0;108.0;68.0
2041;29961;1860;48;288;153;134;367;3252;1770;6085;623;11474;12433;176.0;783.0;170.0;124.0;120.0;154.0;64.0
2042;30252;1783;55;256;150;133;421;2891;1735;6040;594;11087;12015;177.0;751.0;151.0;109.0;119.0;142.0;59.0
