Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;14284;863;0;309296;5155;23738;78;1388;433.0;78.0;56.0;200.0;144.0;111.0;177.0;130.0;136.0;169.0;78.0
2024;1136253;13973;1203;0;315831;4645;23835;103;1454;422.0;103.0;71.0;200.0;140.0;114.0;339.0;247.0;253.0;315.0;103.0
2025;1149023;14480;2040;0;321257;4588;24722;48;1395;428.0;48.0;39.0;209.0;124.0;104.0;120.0;87.0;94.0;115.0;48.0
2026;1161463;14343;2934;0;326569;4616;24629;52;1455;451.0;52.0;36.0;202.0;141.0;124.0;112.0;80.0;82.0;107.0;52.0
2027;1172872;13919;4024;0;331594;4614;25529;73;1530;412.0;73.0;47.0;201.0;124.0;113.0;152.0;107.0;110.0;136.0;73.0
2028;1182767;14270;4927;0;336515;4678;25413;49;1516;475.0;49.0;37.0;237.0;141.0;109.0;85.0;59.0;64.0;82.0;49.0
2029;1192110;14043;6122;0;341995;4689;26141;68;1510;463.0;68.0;53.0;233.0;135.0;110.0;98.0;61.0;73.0;86.0;68.0
2030;1200031;14295;6436;0;347663;4691;26231;63;1527;496.0;63.0;57.0;242.0;151.0;109.0;209.0;148.0;154.0;195.0;63.0
2031;1207890;13900;6728;0;353208;4681;27022;68;1581;544.0;68.0;52.0;259.0;164.0;137.0;166.0;122.0;128.0;159.0;68.0
2032;1215062;13641;7270;0;357144;4597;26956;62;1589;544.0;62.0;50.0;249.0;165.0;142.0;178.0;121.0;125.0;160.0;62.0
2033;1221433;13712;7854;0;360462;4529;27578;53;1660;508.0;53.0;45.0;255.0;135.0;126.0;109.0;74.0;81.0;100.0;53.0
2034;1227291;13794;8412;0;363612;4493;27524;60;1603;542.0;60.0;49.0;238.0;179.0;136.0;112.0;72.0;87.0;106.0;60.0
2035;1232673;13819;9334;0;366782;4474;28038;64;1657;514.0;64.0;35.0;274.0;153.0;116.0;98.0;61.0;71.0;89.0;64.0
2036;1237158;13310;9933;0;370294;4451;27926;68;1594;528.0;68.0;60.0;239.0;168.0;129.0;180.0;133.0;134.0;171.0;68.0
2037;1240535;14395;10960;0;374436;4420;28533;53;1733;539.0;53.0;58.0;261.0;148.0;125.0;128.0;83.0;93.0;119.0;53.0
2038;1243970;14408;11328;0;379086;4385;28608;57;1641;541.0;57.0;46.0;257.0;159.0;136.0;112.0;70.0;82.0;103.0;57.0
2039;1247050;14169;12284;0;384353;4364;29321;52;1729;563.0;52.0;44.0;270.0;176.0;125.0;82.0;54.0;53.0;72.0;52.0
2040;1248935;14449;12604;0;389583;4366;29438;77;1675;545.0;77.0;51.0;277.0;162.0;132.0;139.0;95.0;101.0;131.0;77.0
2041;1250780;13336;12915;0;394933;4347;29958;68;1798;562.0;68.0;49.0;288.0;157.0;136.0;163.0;117.0;115.0;148.0;68.0
2042;1251201;13481;13145;0;400084;4308;30255;57;1722;533.0;57.0;52.0;259.0;146.0;133.0;136.0;100.0;108.0;128.0;57.0
