Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;93897;5911;203;258;240;124;1552;2914;2776;5631;825;12873;15913;551.0;2489.0;1009.0;731.0;774.0;941.0;392.0
2024;95873;6081;233;226;218;126;1782;2552;2522;5722;803;12578;15700;562.0;2560.0;1015.0;707.0;758.0;943.0;426.0
2025;97857;5968;118;186;149;87;902;2101;1724;3951;540;8678;11765;574.0;2513.0;500.0;343.0;389.0;470.0;215.0
2026;99025;5952;133;157;140;101;1017;1773;1619;4587;531;8996;12083;581.0;2506.0;527.0;360.0;387.0;492.0;224.0
2027;101122;6166;135;164;139;90;1032;1852;1608;4087;528;8579;11768;593.0;2596.0;539.0;358.0;388.0;494.0;245.0
2028;102094;6290;124;189;139;86;948;2134;1608;3906;538;8596;11843;599.0;2648.0;618.0;423.0;456.0;569.0;235.0
2029;104174;6358;122;183;143;93;933;2067;1654;4224;541;8878;12166;611.0;2677.0;517.0;362.0;384.0;472.0;228.0
2030;105356;6472;135;199;160;88;1032;2247;1851;3996;582;9126;12469;618.0;2725.0;533.0;384.0;399.0;500.0;250.0
2031;107621;6526;131;199;168;103;1002;2247;1943;4678;601;9870;13248;631.0;2747.0;495.0;340.0;370.0;465.0;242.0
2032;108742;6696;141;194;175;105;1078;2191;2024;4768;615;10061;13518;638.0;2819.0;630.0;436.0;474.0;579.0;251.0
2033;109920;6720;131;205;139;93;1002;2315;1608;4224;568;9149;12623;645.0;2829.0;484.0;338.0;361.0;451.0;221.0
2034;110812;6719;140;175;160;116;1071;1976;1851;5268;591;10166;13645;650.0;2829.0;549.0;367.0;400.0;501.0;236.0
2035;111799;6796;95;199;137;91;726;2247;1585;4133;522;8691;12208;656.0;2861.0;359.0;232.0;257.0;326.0;196.0
2036;112743;6816;138;200;175;98;1055;2259;2024;4451;611;9789;13320;661.0;2870.0;623.0;437.0;470.0;574.0;254.0
2037;113855;7059;133;211;162;91;1017;2383;1874;4133;597;9407;13047;668.0;2972.0;535.0;364.0;393.0;495.0;235.0
2038;115271;7030;132;218;173;110;1009;2462;2001;4996;633;10468;14104;676.0;2960.0;580.0;401.0;441.0;541.0;249.0
2039;116698;7142;134;201;192;105;1025;2270;2221;4768;632;10284;13975;684.0;3007.0;500.0;337.0;355.0;455.0;247.0
2040;118635;7242;125;212;181;109;956;2394;2094;4950;627;10394;14139;696.0;3049.0;476.0;324.0;360.0;441.0;246.0
2041;119857;7313;145;231;178;103;1109;2609;2059;4678;657;10455;14237;703.0;3079.0;613.0;425.0;460.0;567.0;271.0
2042;121982;7275;146;193;165;102;1116;2180;1909;4632;606;9837;13615;715.0;3063.0;487.0;328.0;365.0;451.0;256.0
2043;123039;7597;144;231;207;91;1101;2609;2394;4133;673;10237;14157;722.0;3198.0;620.0;440.0;475.0;582.0;300.0
2044;125385;7640;158;219;187;104;1208;2473;2163;4723;668;10567;14518;735.0;3216.0;673.0;475.0;504.0;626.0;275.0
2045;126302;7626;137;204;183;119;1048;2304;2117;5404;643;10873;14825;741.0;3211.0;544.0;384.0;409.0;502.0;241.0
2046;128679;7750;147;193;193;100;1124;2180;2233;4541;633;10078;14096;755.0;3263.0;665.0;464.0;493.0;616.0;250.0
2047;129228;7681;144;196;186;98;1101;2213;2152;4451;624;9917;13909;758.0;3234.0;736.0;516.0;542.0;672.0;277.0
2048;131021;7967;124;218;201;111;948;2462;2325;5041;654;10776;14898;768.0;3354.0;491.0;337.0;375.0;464.0;273.0
2049;131930;7784;156;250;210;88;1193;2823;2429;3996;704;10441;14492;774.0;3277.0;645.0;449.0;492.0;597.0;293.0
2050;133005;8045;154;214;183;108;1178;2417;2117;4905;659;10617;14784;780.0;3387.0;606.0;424.0;450.0;558.0;287.0
2051;134190;8110;145;233;198;121;1109;2631;2290;5495;697;11525;15726;787.0;3414.0;644.0;450.0;479.0;599.0;285.0
2052;135214;7957;149;216;202;113;1139;2439;2337;5132;680;11047;15190;793.0;3350.0;568.0;398.0;433.0;533.0;267.0
2053;136250;8122;131;216;165;102;1002;2439;1909;4632;614;9982;14200;799.0;3419.0;504.0;351.0;386.0;471.0;228.0
2054;136830;8271;184;223;209;113;1407;2518;2418;5132;729;11475;15760;803.0;3482.0;788.0;547.0;594.0;735.0;306.0
2055;137214;8332;147;227;227;136;1124;2564;2626;6176;737;12490;16803;805.0;3508.0;586.0;401.0;442.0;549.0;306.0
2056;137346;8238;163;218;187;123;1247;2462;2163;5586;691;11458;15732;806.0;3468.0;669.0;460.0;490.0;614.0;280.0
2057;137634;8406;177;209;189;126;1354;2360;2186;5722;701;11622;15968;807.0;3539.0;609.0;394.0;463.0;569.0;300.0
2058;137208;8465;191;231;196;115;1461;2609;2267;5223;733;11560;15929;805.0;3564.0;799.0;551.0;593.0;737.0;311.0
2059;138722;8350;148;246;211;110;1132;2778;2441;4996;715;11347;15676;814.0;3515.0;586.0;422.0;436.0;544.0;263.0
2060;137843;8287;153;227;198;125;1170;2564;2290;5677;703;11701;15998;808.0;3489.0;520.0;349.0;389.0;487.0;304.0
2061;139118;8401;167;252;211;115;1277;2846;2441;5223;745;11787;16140;816.0;3537.0;729.0;517.0;549.0;672.0;315.0
2062;138172;8475;160;246;185;123;1224;2778;2140;5586;714;11728;16106;810.0;3568.0;694.0;491.0;523.0;637.0;299.0
2063;138536;8378;157;248;200;118;1201;2801;2313;5359;723;11674;16014;813.0;3527.0;680.0;465.0;494.0;623.0;293.0
2064;137156;8410;146;243;201;109;1116;2744;2325;4950;699;11135;15480;804.0;3541.0;616.0;409.0;445.0;565.0;275.0
2065;137140;8392;159;242;180;102;1216;2733;2082;4632;683;10663;15000;804.0;3533.0;573.0;389.0;435.0;532.0;294.0
2066;135077;8297;155;230;196;107;1185;2597;2267;4859;688;10908;15193;792.0;3493.0;607.0;423.0;474.0;578.0;278.0
2067;135028;8132;145;235;198;115;1109;2654;2290;5223;693;11276;15492;792.0;3424.0;502.0;328.0;382.0;473.0;257.0
2068;133629;8204;165;236;190;113;1262;2665;2198;5132;704;11257;15495;784.0;3454.0;640.0;451.0;464.0;584.0;282.0
2069;133735;8318;158;241;215;115;1208;2722;2487;5223;729;11640;15926;784.0;3502.0;632.0;440.0;469.0;593.0;291.0
2070;131317;7942;153;205;191;120;1170;2315;2209;5450;669;11144;15258;770.0;3344.0;581.0;397.0;433.0;540.0;249.0
2071;130912;7919;159;241;196;122;1216;2722;2267;5541;718;11746;15848;768.0;3334.0;598.0;421.0;438.0;555.0;276.0
2072;129154;7865;161;248;209;115;1231;2801;2418;5223;733;11673;15741;757.0;3311.0;622.0;429.0;466.0;577.0;283.0
2073;127544;7757;140;266;198;116;1071;3004;2290;5268;720;11633;15647;748.0;3266.0;497.0;351.0;379.0;463.0;251.0
2074;127039;7695;144;260;196;114;1101;2936;2267;5177;714;11481;15466;745.0;3240.0;572.0;409.0;427.0;529.0;252.0
2075;125330;7669;141;256;193;122;1078;2891;2233;5541;712;11743;15707;735.0;3229.0;547.0;394.0;412.0;510.0;264.0
2076;125129;7563;120;225;192;112;918;2541;2221;5086;649;10766;14684;734.0;3184.0;497.0;344.0;372.0;458.0;240.0
2077;123206;7440;137;216;173;108;1048;2439;2001;4905;634;10393;14248;723.0;3132.0;404.0;269.0;308.0;385.0;250.0
