Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;62710;3942;118;229;191;117;902;2586;2209;5313;655;11010;13038;368.0;1660.0;505.0;365.0;391.0;472.0;222.0
2024;63640;4058;153;209;179;125;1170;2360;2071;5677;666;11278;13359;373.0;1708.0;663.0;467.0;496.0;616.0;267.0
2025;65355;3958;100;200;134;97;765;2259;1550;4405;531;8979;11028;383.0;1666.0;425.0;291.0;320.0;396.0;153.0
2026;65786;3955;99;175;142;110;757;1976;1643;4996;526;9372;11423;386.0;1665.0;378.0;262.0;276.0;354.0;151.0
2027;67508;4095;103;181;131;106;788;2044;1515;4814;521;9161;11281;396.0;1724.0;374.0;253.0;268.0;338.0;176.0
2028;67893;4227;90;203;143;91;688;2293;1654;4133;527;8768;10946;398.0;1780.0;430.0;294.0;317.0;397.0;150.0
2029;69518;4158;92;211;127;103;704;2383;1469;4678;533;9234;11393;408.0;1751.0;308.0;204.0;235.0;291.0;144.0
2030;70002;4363;101;217;162;100;772;2451;1874;4541;580;9638;11886;411.0;1837.0;333.0;232.0;252.0;313.0;169.0
2031;71831;4351;93;229;170;109;711;2586;1966;4950;601;10213;12466;421.0;1832.0;370.0;268.0;273.0;344.0;152.0
2032;72174;4396;109;214;157;128;834;2417;1816;5813;608;10880;13154;423.0;1851.0;437.0;302.0;325.0;405.0;167.0
2033;73387;4519;86;236;137;119;658;2665;1585;5404;578;10312;12645;430.0;1903.0;326.0;230.0;245.0;303.0;145.0
2034;73615;4468;101;208;179;123;772;2349;2071;5586;611;10778;13091;432.0;1881.0;418.0;287.0;314.0;383.0;163.0
2035;74605;4525;78;221;148;103;596;2496;1712;4678;550;9482;11825;438.0;1905.0;272.0;179.0;202.0;248.0;153.0
2036;75038;4522;110;221;156;111;841;2496;1805;5041;598;10183;12527;440.0;1904.0;441.0;296.0;325.0;409.0;163.0
2037;75920;4682;104;226;154;106;795;2552;1781;4814;590;9942;12358;445.0;1971.0;347.0;227.0;250.0;319.0;155.0
2038;76755;4696;87;232;169;119;665;2620;1955;5404;607;10644;13071;450.0;1977.0;313.0;214.0;248.0;296.0;162.0
2039;77971;4776;95;236;191;105;726;2665;2209;4768;627;10368;12836;457.0;2011.0;320.0;216.0;229.0;294.0;176.0
2040;79024;4803;96;249;188;121;734;2812;2175;5495;654;11216;13701;463.0;2022.0;403.0;290.0;308.0;373.0;193.0
2041;80048;4865;89;259;172;125;681;2925;1990;5677;645;11273;13790;469.0;2048.0;336.0;236.0;254.0;314.0;179.0
2042;81331;4827;105;212;159;114;803;2394;1839;5177;590;10213;12722;477.0;2032.0;350.0;240.0;263.0;325.0;160.0
2043;82130;5088;100;257;178;108;765;2902;2059;4905;643;10631;13255;482.0;2142.0;399.0;282.0;301.0;370.0;176.0
2044;83674;5115;106;247;177;125;811;2789;2047;5677;655;11324;13968;491.0;2153.0;384.0;266.0;290.0;358.0;165.0
2045;84309;5119;105;252;193;125;803;2846;2233;5677;675;11559;14208;494.0;2155.0;369.0;257.0;271.0;335.0;172.0
2046;85925;5175;111;236;194;121;849;2665;2244;5495;662;11253;13936;504.0;2179.0;444.0;310.0;328.0;414.0;187.0
2047;86200;5163;118;220;185;115;902;2485;2140;5223;638;10750;13430;506.0;2174.0;566.0;397.0;413.0;520.0;191.0
2048;87676;5354;100;241;181;130;765;2722;2094;5904;652;11485;14253;514.0;2254.0;314.0;209.0;239.0;297.0;174.0
2049;88081;5224;111;275;189;111;849;3106;2186;5041;686;11182;13898;517.0;2199.0;371.0;246.0;277.0;343.0;192.0
2050;89164;5396;111;232;183;115;849;2620;2117;5223;641;10809;13604;523.0;2272.0;459.0;329.0;336.0;419.0;198.0
2051;89618;5445;106;249;188;137;811;2812;2175;6222;680;12020;14838;526.0;2292.0;408.0;292.0;314.0;389.0;190.0
2052;90615;5329;121;246;199;124;925;2778;2302;5631;690;11636;14411;531.0;2244.0;451.0;314.0;341.0;423.0;206.0
2053;91137;5503;104;244;172;127;795;2756;1990;5768;647;11309;14161;535.0;2317.0;331.0;227.0;251.0;310.0;172.0
2054;91686;5484;120;248;187;135;918;2801;2163;6131;690;12013;14860;538.0;2309.0;550.0;389.0;407.0;510.0;174.0
2055;91708;5589;113;244;206;145;864;2756;2383;6585;708;12588;15479;538.0;2353.0;518.0;372.0;393.0;489.0;192.0
2056;91902;5485;128;251;186;141;979;2835;2152;6403;706;12369;15217;539.0;2309.0;469.0;323.0;338.0;428.0;209.0
2057;91879;5714;135;232;187;136;1032;2620;2163;6176;690;11991;14936;539.0;2406.0;413.0;271.0;317.0;384.0;214.0
2058;91799;5691;140;272;198;130;1071;3072;2290;5904;740;12337;15271;538.0;2396.0;525.0;368.0;398.0;489.0;224.0
2059;92570;5528;116;301;201;133;887;3399;2325;6040;751;12651;15521;543.0;2327.0;399.0;281.0;290.0;364.0;194.0
2060;92165;5528;116;257;214;121;887;2902;2475;5495;708;11759;14627;541.0;2327.0;431.0;296.0;310.0;396.0;212.0
2061;92986;5615;120;261;203;119;918;2948;2348;5404;703;11618;14527;545.0;2364.0;420.0;290.0;318.0;385.0;199.0
2062;92331;5671;127;278;190;154;971;3140;2198;6994;749;13303;16233;542.0;2388.0;521.0;369.0;397.0;477.0;215.0
2063;92590;5642;108;264;192;132;826;2981;2221;5995;696;12023;14941;543.0;2375.0;420.0;295.0;301.0;386.0;192.0
2064;91648;5651;110;272;189;130;841;3072;2186;5904;701;12003;14920;538.0;2379.0;402.0;282.0;301.0;378.0;178.0
2065;91523;5623;111;276;177;121;849;3117;2047;5495;685;11508;14412;537.0;2367.0;425.0;292.0;316.0;393.0;188.0
2066;90183;5589;115;257;201;121;879;2902;2325;5495;694;11601;14483;529.0;2353.0;442.0;308.0;326.0;401.0;189.0
2067;90052;5520;116;265;212;125;887;2993;2452;5677;718;12009;14861;528.0;2324.0;373.0;250.0;283.0;346.0;206.0
2068;89043;5473;113;276;201;136;864;3117;2325;6176;726;12482;15308;522.0;2304.0;399.0;288.0;289.0;359.0;194.0
2069;89208;5539;107;289;210;132;818;3264;2429;5995;738;12506;15361;523.0;2332.0;470.0;327.0;358.0;443.0;196.0
2070;87517;5248;103;250;194;120;788;2823;2244;5450;667;11305;14027;513.0;2209.0;388.0;271.0;287.0;360.0;162.0
2071;87257;5308;128;271;189;138;979;3060;2186;6267;726;12492;15239;512.0;2235.0;460.0;338.0;344.0;431.0;190.0
2072;85974;5216;108;279;203;139;826;3151;2348;6313;729;12638;15338;504.0;2196.0;363.0;250.0;272.0;337.0;188.0
2073;84891;5195;102;281;207;130;780;3173;2394;5904;720;12251;14936;498.0;2187.0;357.0;249.0;273.0;336.0;183.0
2074;84389;5081;121;292;177;135;925;3298;2047;6131;725;12401;15035;495.0;2139.0;333.0;213.0;239.0;306.0;177.0
2075;83523;5114;97;266;214;128;742;3004;2475;5813;705;12034;14677;490.0;2153.0;338.0;244.0;251.0;310.0;183.0
2076;82843;4912;91;243;186;120;696;2744;2152;5450;640;11042;13596;486.0;2068.0;345.0;233.0;260.0;320.0;155.0
2077;81812;4955;88;253;157;116;673;2857;1816;5268;614;10614;13180;480.0;2086.0;256.0;178.0;187.0;240.0;156.0
2078;81596;4974;114;257;169;125;872;2902;1955;5677;665;11406;13979;479.0;2094.0;531.0;378.0;392.0;493.0;183.0
2079;80552;4804;87;245;181;110;665;2767;2094;4996;623;10522;13017;472.0;2023.0;298.0;192.0;219.0;276.0;134.0
2080;80869;4917;108;266;159;119;826;3004;1839;5404;652;11073;13617;474.0;2070.0;356.0;240.0;253.0;328.0;156.0
2081;80059;4902;97;276;210;108;742;3117;2429;4905;691;11193;13727;470.0;2064.0;357.0;250.0;265.0;330.0;162.0
2082;80256;4956;114;262;169;133;872;2959;1955;6040;678;11826;14384;471.0;2087.0;386.0;259.0;284.0;358.0;175.0
2083;79193;4852;102;294;184;102;780;3320;2128;4632;682;10860;13367;464.0;2043.0;355.0;239.0;272.0;328.0;172.0
2084;79025;4745;105;262;178;117;803;2959;2059;5313;662;11134;13595;463.0;1998.0;357.0;252.0;271.0;340.0;161.0
2085;77799;4696;106;240;197;121;811;2710;2279;5495;664;11295;13728;456.0;1977.0;379.0;260.0;289.0;351.0;155.0
2086;78005;4731;116;237;164;129;887;2676;1897;5858;646;11318;13767;457.0;1992.0;399.0;272.0;292.0;372.0;166.0
2087;76190;4662;117;255;156;107;895;2880;1805;4859;635;10439;12849;447.0;1963.0;470.0;327.0;354.0;439.0;163.0
2088;76752;4670;95;248;188;105;726;2801;2175;4768;636;10470;12886;450.0;1966.0;289.0;181.0;220.0;269.0;162.0
2089;75410;4518;92;250;183;106;704;2823;2117;4814;631;10458;12802;442.0;1902.0;308.0;222.0;232.0;289.0;154.0
2090;75725;4467;94;254;183;122;719;2868;2117;5541;653;11245;13570;444.0;1881.0;398.0;287.0;295.0;364.0;157.0
2091;74604;4519;95;230;149;118;726;2597;1724;5359;592;10406;12747;438.0;1903.0;362.0;245.0;269.0;336.0;148.0
2092;74961;4543;87;245;187;121;665;2767;2163;5495;640;11090;13443;440.0;1913.0;289.0;198.0;224.0;269.0;143.0
2093;73694;4477;89;219;165;141;681;2473;1909;6403;614;11466;13783;432.0;1885.0;371.0;260.0;279.0;342.0;151.0
2094;74345;4395;93;236;160;129;711;2665;1851;5858;618;11085;13371;436.0;1850.0;365.0;253.0;266.0;335.0;140.0
2095;73234;4505;101;259;186;114;772;2925;2152;5177;660;11026;13353;430.0;1897.0;387.0;260.0;288.0;361.0;164.0
2096;73522;4536;86;253;180;91;658;2857;2082;4133;610;9730;12071;431.0;1910.0;258.0;177.0;202.0;244.0;138.0
2097;73377;4347;78;254;186;100;596;2868;2152;4541;618;10157;12417;430.0;1830.0;267.0;185.0;191.0;247.0;138.0
