Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2113;36732;2174;59;255;175;104;451;2880;2024;4723;593;10078;11208;215.0;915.0;129.0;88.0;98.0;118.0;60.0
2114;36183;2199;44;231;173;140;336;2609;2001;6358;588;11304;12442;212.0;926.0;131.0;89.0;103.0;121.0;59.0
2115;36705;2236;65;269;151;123;497;3038;1747;5586;608;10868;12024;215.0;941.0;186.0;125.0;136.0;174.0;79.0
2116;36425;2188;49;265;164;90;375;2993;1897;4087;568;9352;10487;214.0;921.0;215.0;153.0;157.0;201.0;76.0
2117;36612;2275;59;246;154;117;451;2778;1781;5313;576;10323;11496;215.0;958.0;146.0;96.0;105.0;135.0;67.0
2118;36644;2293;47;249;170;122;359;2812;1966;5541;588;10678;11858;215.0;965.0;137.0;95.0;104.0;133.0;83.0
2119;36526;2151;60;245;161;123;459;2767;1862;5586;589;10674;11794;214.0;906.0;169.0;123.0;121.0;154.0;70.0
2120;36552;2182;71;243;173;145;543;2744;2001;6585;632;11873;13006;214.0;919.0;150.0;90.0;106.0;132.0;92.0
2121;36800;2172;44;250;152;111;336;2823;1758;5041;557;9958;11088;216.0;914.0;135.0;94.0;105.0;124.0;66.0
2122;36437;2250;69;253;188;124;528;2857;2175;5631;634;11191;12352;214.0;947.0;170.0;109.0;124.0;158.0;82.0
2123;36814;2213;42;269;159;124;321;3038;1839;5631;594;10829;11977;216.0;932.0;146.0;108.0;111.0;132.0;59.0
2124;36325;2279;69;230;144;105;528;2597;1666;4768;548;9559;10731;213.0;959.0;143.0;100.0;100.0;134.0;64.0
2125;37076;2220;57;229;168;112;436;2586;1943;5086;566;10051;11203;217.0;935.0;178.0;119.0;136.0;164.0;81.0
2126;36030;2249;62;274;174;112;474;3094;2013;5086;622;10667;11825;211.0;947.0;196.0;139.0;147.0;184.0;89.0
2127;37124;2265;45;236;167;129;344;2665;1932;5858;577;10799;11971;218.0;954.0;104.0;74.0;80.0;96.0;59.0
2128;35994;2160;48;229;182;123;367;2586;2105;5586;582;10644;11764;211.0;909.0;137.0;96.0;107.0;127.0;69.0
2129;37318;2260;50;236;164;119;382;2665;1897;5404;569;10348;11518;219.0;951.0;106.0;77.0;79.0;98.0;72.0
2130;36233;2115;51;265;151;110;390;2993;1747;4996;577;10126;11229;213.0;890.0;118.0;82.0;88.0;110.0;55.0
2131;37368;2333;60;273;145;118;459;3083;1677;5359;596;10578;11779;219.0;982.0;185.0;128.0;136.0;168.0;74.0
2132;36551;2241;63;255;150;138;482;2880;1735;6267;606;11364;12521;214.0;943.0;200.0;133.0;156.0;189.0;78.0
2133;37390;2249;44;263;145;129;336;2970;1677;5858;581;10841;12007;219.0;947.0;122.0;80.0;94.0;116.0;68.0
2134;36637;2228;61;262;154;106;466;2959;1781;4814;583;10020;11173;215.0;938.0;171.0;129.0;133.0;163.0;62.0
2135;37209;2287;60;249;160;108;459;2812;1851;4905;577;10027;11208;218.0;963.0;199.0;149.0;149.0;182.0;74.0
2136;36676;2198;62;251;155;109;474;2835;1793;4950;577;10052;11192;215.0;925.0;145.0;94.0;104.0;135.0;73.0
2137;37312;2246;48;264;170;129;367;2981;1966;5858;611;11172;12337;219.0;946.0;89.0;56.0;70.0;82.0;64.0
2138;36711;2285;59;237;203;102;451;2676;2348;4632;601;10107;11284;215.0;962.0;123.0;79.0;92.0;115.0;81.0
2139;37321;2298;58;253;183;134;444;2857;2117;6085;628;11503;12689;219.0;967.0;166.0;115.0;122.0;160.0;80.0
2140;36718;2252;65;255;159;118;497;2880;1839;5359;597;10575;11738;215.0;948.0;102.0;60.0;70.0;92.0;85.0
2141;37202;2310;56;254;161;104;428;2868;1862;4723;575;9881;11072;218.0;973.0;147.0;102.0;110.0;136.0;68.0
2142;36550;2203;56;226;155;125;428;2552;1793;5677;562;10450;11591;214.0;927.0;118.0;73.0;85.0;107.0;72.0
2143;37305;2233;66;244;135;134;505;2756;1562;6085;579;10908;12067;219.0;940.0;200.0;149.0;157.0;189.0;89.0
2144;36437;2173;71;233;145;107;543;2631;1677;4859;556;9710;10839;214.0;915.0;217.0;145.0;165.0;205.0;92.0
2145;37464;2331;63;250;155;137;482;2823;1793;6222;605;11320;12521;220.0;981.0;137.0;87.0;101.0;124.0;81.0
2146;36601;2207;62;250;186;131;474;2823;2152;5949;629;11398;12542;215.0;929.0;189.0;127.0;139.0;174.0;80.0
2147;37366;2281;62;225;141;112;474;2541;1631;5086;540;9732;10911;219.0;960.0;160.0;110.0;118.0;147.0;73.0
2148;36773;2213;73;237;179;104;558;2676;2071;4723;593;10028;11176;216.0;932.0;126.0;77.0;100.0;122.0;79.0
2149;37309;2233;52;254;162;113;398;2868;1874;5132;581;10272;11431;219.0;940.0;169.0;120.0;129.0;155.0;91.0
2150;36783;2209;63;245;174;130;482;2767;2013;5904;612;11166;12312;216.0;930.0;217.0;155.0;163.0;201.0;88.0
2151;37060;2233;57;221;179;111;436;2496;2071;5041;568;10044;11201;217.0;940.0;123.0;77.0;88.0;113.0;87.0
2152;36638;2239;68;240;163;101;520;2710;1885;4587;572;9702;10860;215.0;943.0;216.0;146.0;158.0;199.0;87.0
2153;36754;2159;56;253;163;119;428;2857;1885;5404;591;10574;11699;216.0;909.0;172.0;115.0;129.0;158.0;75.0
2154;36614;2216;54;266;153;96;413;3004;1770;4360;569;9547;10695;215.0;933.0;157.0;116.0;121.0;146.0;67.0
2155;36726;2262;60;243;155;112;459;2744;1793;5086;570;10082;11249;215.0;952.0;138.0;83.0;100.0;127.0;67.0
2156;36396;2233;53;248;144;107;405;2801;1666;4859;552;9731;10884;213.0;940.0;135.0;82.0;91.0;126.0;75.0
2157;36773;2260;62;225;166;118;474;2541;1920;5359;571;10294;11461;216.0;951.0;146.0;98.0;108.0;137.0;69.0
2158;36366;2171;60;262;148;142;459;2959;1712;6449;612;11579;12706;213.0;914.0;139.0;102.0;110.0;133.0;77.0
2159;36728;2184;46;250;144;129;352;2823;1666;5858;569;10699;11833;215.0;919.0;136.0;90.0;96.0;125.0;65.0
2160;36425;2246;56;238;165;107;428;2688;1909;4859;566;9884;11044;214.0;946.0;103.0;69.0;82.0;99.0;77.0
2161;36908;2234;63;244;165;124;482;2756;1909;5631;596;10778;11935;216.0;941.0;147.0;104.0;111.0;139.0;84.0
2162;36551;2285;52;240;172;109;398;2710;1990;4950;573;10048;11224;214.0;962.0;82.0;52.0;58.0;77.0;62.0
2163;36958;2273;71;234;176;107;543;2643;2036;4859;588;10081;11255;217.0;957.0;211.0;149.0;157.0;196.0;84.0
2164;36501;2242;52;253;184;115;398;2857;2128;5223;604;10606;11764;214.0;944.0;114.0;69.0;82.0;105.0;66.0
2165;36997;2296;52;239;208;117;398;2699;2406;5313;616;10816;12000;217.0;967.0;153.0;101.0;113.0;142.0;80.0
2166;36553;2165;47;231;185;113;359;2609;2140;5132;576;10240;11365;214.0;911.0;86.0;55.0;67.0;78.0;74.0
2167;37108;2275;69;259;165;123;528;2925;1909;5586;616;10948;12124;218.0;958.0;224.0;159.0;181.0;213.0;89.0
2168;36684;2161;56;220;136;124;428;2485;1573;5631;536;10117;11242;215.0;910.0;201.0;140.0;152.0;186.0;72.0
2169;36955;2268;63;245;162;121;482;2767;1874;5495;591;10618;11790;217.0;955.0;169.0;116.0;122.0;157.0;72.0
2170;36742;2203;47;245;161;117;359;2767;1862;5313;570;10301;11443;215.0;927.0;128.0;89.0;93.0;118.0;64.0
2171;36865;2242;61;242;161;134;466;2733;1862;6085;598;11146;12306;216.0;944.0;189.0;123.0;141.0;175.0;86.0
2172;36646;2312;58;261;151;136;444;2948;1747;6176;606;11315;12503;215.0;973.0;125.0;79.0;92.0;115.0;79.0
2173;36787;2261;65;223;177;105;497;2518;2047;4768;570;9830;10998;216.0;952.0;224.0;151.0;165.0;207.0;84.0
2174;36516;2194;74;274;147;112;566;3094;1700;5086;607;10446;11584;214.0;924.0;204.0;139.0;156.0;195.0;91.0
2175;36864;2269;67;265;146;100;512;2993;1689;4541;578;9735;10906;216.0;955.0;186.0;128.0;139.0;174.0;78.0
2176;36682;2276;62;259;156;107;474;2925;1805;4859;584;10063;11236;215.0;958.0;158.0;111.0;118.0;147.0;71.0
2177;36788;2197;62;254;196;112;474;2868;2267;5086;624;10695;11836;216.0;925.0;132.0;86.0;99.0;125.0;79.0
2178;36816;2291;65;251;178;113;497;2835;2059;5132;607;10523;11704;216.0;965.0;199.0;129.0;147.0;180.0;91.0
2179;37021;2271;54;243;163;114;413;2744;1885;5177;574;10219;11392;217.0;956.0;124.0;90.0;96.0;119.0;68.0
2180;36796;2228;68;262;161;113;520;2959;1862;5132;604;10473;11627;216.0;938.0;187.0;128.0;144.0;177.0;93.0
2181;36906;2264;46;259;160;131;352;2925;1851;5949;596;11077;12246;216.0;953.0;130.0;93.0;97.0;117.0;68.0
2182;36853;2273;47;244;161;117;359;2756;1862;5313;569;10290;11463;216.0;957.0;97.0;61.0;71.0;92.0;53.0
2183;36941;2285;47;216;150;115;359;2439;1735;5223;528;9756;10935;217.0;962.0;161.0;114.0;121.0;148.0;72.0
2184;36848;2238;40;248;164;121;306;2801;1897;5495;573;10499;11657;216.0;942.0;141.0;96.0;100.0;127.0;73.0
2185;36958;2141;57;254;150;120;436;2868;1735;5450;581;10489;11607;217.0;901.0;172.0;116.0;131.0;160.0;75.0
2186;36855;2187;58;221;158;123;444;2496;1828;5586;560;10354;11491;216.0;921.0;148.0;89.0;103.0;138.0;63.0
2187;36912;2231;54;249;160;110;413;2812;1851;4996;573;10072;11227;216.0;939.0;193.0;142.0;147.0;177.0;66.0
2188;36909;2190;53;247;178;119;405;2789;2059;5404;597;10657;11795;216.0;922.0;164.0;118.0;129.0;155.0;72.0
2189;36915;2269;63;237;152;133;482;2676;1758;6040;585;10956;12128;217.0;955.0;211.0;147.0;161.0;198.0;76.0
2190;36930;2270;51;250;165;118;390;2823;1909;5359;584;10481;11654;217.0;956.0;118.0;79.0;83.0;105.0;62.0
2191;36990;2146;51;232;165;117;390;2620;1909;5313;565;10232;11352;217.0;903.0;135.0;95.0;104.0;127.0;65.0
2192;36870;2298;66;218;150;128;505;2462;1735;5813;562;10515;11698;216.0;967.0;198.0;138.0;142.0;178.0;63.0
2193;37032;2293;58;225;158;105;444;2541;1828;4768;546;9581;10763;217.0;965.0;190.0;140.0;137.0;174.0;72.0
2194;36915;2197;60;239;149;127;459;2699;1724;5768;575;10650;11792;217.0;925.0;195.0;143.0;149.0;180.0;67.0
2195;36922;2301;68;263;142;115;520;2970;1643;5223;588;10356;11542;217.0;969.0;169.0;121.0;132.0;165.0;89.0
2196;36860;2208;57;247;150;106;436;2789;1735;4814;560;9774;10920;216.0;930.0;130.0;84.0;89.0;118.0;72.0
2197;36929;2226;59;258;154;123;451;2914;1781;5586;594;10732;11886;217.0;937.0;201.0;139.0;153.0;189.0;75.0
2198;37105;2239;49;239;136;134;375;2699;1573;6085;558;10732;11893;218.0;943.0;130.0;90.0;101.0;123.0;65.0
2199;36934;2238;63;242;150;124;482;2733;1735;5631;579;10581;11740;217.0;942.0;133.0;84.0;97.0;127.0;88.0
2200;37435;2165;57;258;156;117;436;2914;1805;5313;588;10468;11599;220.0;911.0;164.0;106.0;114.0;149.0;84.0
2201;36984;2232;59;253;155;108;451;2857;1793;4905;575;10006;11163;217.0;940.0;164.0;119.0;122.0;153.0;68.0
2202;37309;2145;61;234;138;109;466;2643;1596;4950;542;9655;10777;219.0;903.0;157.0;109.0;114.0;147.0;74.0
2203;36973;2254;64;252;158;111;489;2846;1828;5041;585;10204;11370;217.0;949.0;170.0;120.0;125.0;154.0;74.0
2204;37261;2225;56;237;171;110;428;2676;1978;4996;574;10078;11234;219.0;937.0;141.0;98.0;104.0;131.0;77.0
2205;37100;2264;53;232;156;124;405;2620;1805;5631;565;10461;11632;218.0;953.0;190.0;139.0;137.0;173.0;73.0
2206;37455;2347;56;219;179;107;428;2473;2071;4859;561;9831;11039;220.0;988.0;142.0;90.0;112.0;132.0;79.0
2207;36975;2205;53;228;189;131;405;2575;2186;5949;601;11115;12260;217.0;928.0;114.0;70.0;75.0;103.0;82.0
2208;37441;2274;66;239;156;113;505;2699;1805;5132;574;10141;11318;220.0;957.0;216.0;153.0;157.0;198.0;83.0
2209;37090;2187;54;224;159;130;413;2530;1839;5904;567;10686;11825;218.0;921.0;172.0;117.0;129.0;155.0;66.0
2210;37221;2257;61;254;154;94;466;2868;1781;4269;563;9384;10552;218.0;950.0;212.0;145.0;158.0;200.0;79.0
2211;36873;2230;52;228;152;106;398;2575;1758;4814;538;9545;10700;216.0;939.0;153.0;99.0;111.0;138.0;72.0
2212;37278;2399;65;241;149;132;497;2722;1724;5995;587;10938;12167;219.0;1010.0;171.0;110.0;132.0;162.0;83.0
2213;36762;2426;53;234;147;118;405;2643;1700;5359;552;10107;11344;216.0;1021.0;157.0;109.0;115.0;142.0;85.0
2214;37299;2263;52;240;163;139;398;2710;1885;6313;594;11306;12478;219.0;953.0;195.0;145.0;145.0;179.0;90.0
2215;36631;2259;50;256;174;129;382;2891;2013;5858;609;11144;12310;215.0;951.0;158.0;104.0;121.0;150.0;78.0
2216;37043;2304;57;267;175;130;436;3015;2024;5904;629;11379;12566;217.0;970.0;185.0;128.0;139.0;172.0;84.0
2217;36375;2254;45;248;171;114;344;2801;1978;5177;578;10300;11462;213.0;949.0;170.0;127.0;130.0;156.0;68.0
2218;37127;2287;54;233;163;125;413;2631;1885;5677;575;10606;11787;218.0;963.0;210.0;150.0;158.0;192.0;79.0
2219;36222;2203;47;250;151;111;359;2823;1747;5041;559;9970;11109;212.0;927.0;160.0;110.0;119.0;144.0;63.0
2220;36984;2309;51;244;123;125;390;2756;1423;5677;543;10246;11435;217.0;972.0;119.0;76.0;85.0;107.0;76.0
2221;36449;2304;65;251;160;119;497;2835;1851;5404;595;10587;11771;214.0;970.0;218.0;148.0;158.0;199.0;74.0
2222;37142;2272;55;252;157;141;421;2846;1816;6403;605;11486;12661;218.0;957.0;179.0;123.0;138.0;165.0;78.0
