Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;13961;812;0;309296;5139;93892;395;5519;433.0;395.0;202.0;258.0;244.0;124.0;984.0;711.0;756.0;919.0;395.0
2024;1135981;14290;1288;0;315833;4311;95876;422;5656;377.0;422.0;232.0;226.0;216.0;125.0;1007.0;700.0;748.0;933.0;422.0
2025;1148983;14550;2093;0;321258;3988;97857;216;5755;324.0;216.0;121.0;187.0;146.0;86.0;529.0;362.0;407.0;495.0;216.0
2026;1161440;14367;3017;0;326568;3945;99026;226;5729;307.0;226.0;134.0;158.0;140.0;101.0;536.0;370.0;394.0;501.0;226.0
2027;1172790;14305;3922;0;331596;3925;101125;231;5915;283.0;231.0;129.0;160.0;135.0;90.0;546.0;369.0;391.0;495.0;231.0
2028;1183173;14514;5018;0;336515;3952;102087;238;6054;305.0;238.0;123.0;190.0;143.0;87.0;607.0;415.0;448.0;559.0;238.0
2029;1192669;13196;5933;0;341996;3962;104176;232;6131;320.0;232.0;127.0;183.0;147.0;95.0;509.0;349.0;378.0;470.0;232.0
2030;1199932;13918;6438;0;347655;3941;105347;248;6223;332.0;248.0;136.0;195.0;160.0;89.0;537.0;380.0;399.0;499.0;248.0
2031;1207412;14727;6933;0;353197;3886;107625;236;6285;359.0;236.0;124.0;202.0;167.0;102.0;462.0;325.0;343.0;433.0;236.0
2032;1215206;14530;7110;0;357140;3834;108760;241;6446;368.0;241.0;136.0;196.0;171.0;106.0;623.0;436.0;468.0;573.0;241.0
2033;1222626;13750;7659;0;360477;3757;109924;217;6497;350.0;217.0;130.0;212.0;137.0;88.0;511.0;361.0;383.0;476.0;217.0
2034;1228717;13587;8389;0;363620;3717;110828;236;6479;357.0;236.0;134.0;178.0;167.0;114.0;517.0;352.0;381.0;474.0;236.0
2035;1233915;14691;9162;0;366795;3682;111791;211;6601;320.0;211.0;99.0;200.0;142.0;90.0;385.0;248.0;277.0;352.0;211.0
2036;1239444;13966;9873;0;370378;3739;112740;261;6562;360.0;261.0;148.0;200.0;169.0;104.0;696.0;485.0;517.0;641.0;261.0
2037;1243537;12931;10894;0;374509;3665;113861;227;6823;365.0;227.0;133.0;212.0;156.0;91.0;532.0;372.0;391.0;493.0;227.0
2038;1245574;14500;11555;0;379171;3635;115291;242;6785;386.0;242.0;132.0;221.0;168.0;107.0;598.0;411.0;450.0;557.0;242.0
2039;1248519;13276;12180;0;384473;3604;116702;256;6891;380.0;256.0;143.0;200.0;193.0;100.0;508.0;335.0;362.0;465.0;256.0
2040;1249615;13584;12617;0;389702;3564;118662;255;7002;383.0;255.0;127.0;218.0;183.0;110.0;478.0;330.0;366.0;446.0;255.0
2041;1250582;14821;12742;0;395058;3557;119865;263;7045;387.0;263.0;136.0;231.0;178.0;105.0;590.0;403.0;439.0;544.0;263.0
2042;1252661;13886;13185;0;400235;3495;121994;254;7020;351.0;254.0;147.0;188.0;170.0;100.0;515.0;357.0;391.0;479.0;254.0
