Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;AsymtomaticCCRDiscovered
2023;1122832;14623;843;0;309296;5153;68678;300;4093;433.0;300.0;152.0;242.0;219.0;120.0;596.0;300.0
2024;1136612;12828;1263;0;315832;4422;71574;329;4271;380.0;329.0;189.0;218.0;185.0;117.0;735.0;329.0
2025;1148177;13506;2090;0;321258;4164;74480;216;4335;345.0;216.0;122.0;199.0;141.0;99.0;446.0;216.0
2026;1159593;13023;2974;0;326569;4123;76712;195;4454;346.0;195.0;107.0;163.0;158.0;113.0;375.0;195.0
2027;1169642;13144;4060;0;331600;4080;79556;202;4638;298.0;202.0;112.0;161.0;142.0;85.0;460.0;202.0
2028;1178726;14929;5002;0;336515;4136;81317;191;4863;313.0;191.0;97.0;181.0;131.0;95.0;387.0;191.0
2029;1188653;14450;5864;0;341999;4155;83305;206;4918;329.0;206.0;125.0;173.0;139.0;98.0;423.0;206.0
2030;1197239;13957;6492;0;347660;4172;84369;216;5010;362.0;216.0;109.0;202.0;161.0;106.0;412.0;216.0
2031;1204704;13331;6846;0;353193;4129;86536;204;5099;396.0;204.0;109.0;210.0;184.0;97.0;412.0;204.0
2032;1211189;14138;7219;0;357138;4060;87056;213;5137;399.0;213.0;109.0;204.0;183.0;116.0;380.0;213.0
2033;1218108;13114;7781;0;360486;3981;88188;208;5254;375.0;208.0;123.0;208.0;146.0;106.0;414.0;208.0
2034;1223441;12688;8452;0;363618;3933;88705;241;5166;384.0;241.0;135.0;186.0;183.0;121.0;584.0;241.0
2035;1227677;14492;9186;0;366797;3888;88828;214;5262;362.0;214.0;115.0;219.0;145.0;97.0;436.0;214.0
2036;1232983;12946;10005;0;370301;3870;88273;213;5159;389.0;213.0;119.0;207.0;171.0;105.0;481.0;213.0
2037;1235924;13588;10790;0;374432;3809;88139;182;5280;385.0;182.0;112.0;211.0;154.0;90.0;367.0;182.0
2038;1238722;13478;11424;0;379044;3803;87290;205;5167;393.0;205.0;127.0;218.0;161.0;92.0;496.0;205.0
2039;1240776;14740;11955;0;384336;3816;87424;219;5192;402.0;219.0;131.0;219.0;171.0;100.0;502.0;219.0
2040;1243561;13504;12787;0;389551;3810;87694;229;5174;410.0;229.0;116.0;233.0;176.0;114.0;494.0;229.0
2041;1244278;13372;12833;0;394898;3761;88513;224;5207;412.0;224.0;121.0;225.0;180.0;110.0;472.0;224.0
2042;1244817;13903;13234;0;400082;3726;89789;232;5202;394.0;232.0;131.0;217.0;168.0;110.0;545.0;232.0
